player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Alex Neal-Bullen,7.5,0.33333333333333337,0.4,0.2857142857142857,0.4
Alex Neal-Bullen,9.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Alex Neal-Bullen,11.5,0,0,0,0
Alixzander Tauru,7.5,0,0,NA,NA
Andrew Brayshaw,11.5,1,0.8,0.8571428571428571,0.9
Andrew Brayshaw,13.5,0.33333333333333337,0.2,0.2857142857142857,0.4
Andrew Brayshaw,15.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Andrew Brayshaw,17.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Andrew Brayshaw,19.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Andrew Brayshaw,21.5,0,0,0,0
Andrew Brayshaw,23.5,0,0,0,0
Andrew Brayshaw,25.5,0,0,0,0
Angus Hastie,7.5,0,0,0,0
Anthony Caminiti,7.5,0,0,0,0.10000000000000002
Anthony Caminiti,9.5,0,0,0,0.10000000000000002
Bailey Banfield,7.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Bailey J. Williams,7.5,0,0,0,0
Bailey Smith,7.5,1,1,1,1
Bailey Smith,9.5,0.6666666666666666,0.8,0.7142857142857143,0.8
Bailey Smith,11.5,0.6666666666666666,0.6,0.42857142857142855,0.5
Bailey Smith,13.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Bailey Smith,15.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Bayley Fritsch,7.5,0.33333333333333337,0.2,0.42857142857142855,0.4
Bayley Fritsch,9.5,0,0,0.14285714285714288,0.1
Ben Keays,7.5,0.6666666666666666,0.6,0.5714285714285714,0.39999999999999997
Ben Keays,9.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Blake Howes,7.5,0.33333333333333337,0.4,0.2857142857142857,0.4
Brad Close,7.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Bradley Hill,7.5,0,0.2,0.14285714285714288,0.3
Bradley Hill,9.5,0,0.2,0.14285714285714288,0.1
Bradley Hill,11.5,0,0,0,0
Brady Hough,7.5,0.33333333333333337,0.6,0.5714285714285714,0.6
Brady Hough,9.5,0.33333333333333337,0.6,0.42857142857142855,0.5
Brady Hough,11.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Brady Hough,13.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Caleb Daniel,7.5,0.6666666666666666,0.8,0.8571428571428571,0.8
Caleb Daniel,9.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Caleb Daniel,11.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Caleb Daniel,13.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Caleb Serong,11.5,1,0.6,0.5714285714285714,0.6
Caleb Serong,13.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Caleb Serong,15.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Caleb Serong,17.5,0,0,0,0.10000000000000002
Caleb Serong,19.5,0,0,0,0
Caleb Serong,21.5,0,0,0,0
Caleb Serong,23.5,0,0,0,0
Caleb Serong,25.5,0,0,0,0
Caleb Windsor,7.5,0,0,0.14285714285714288,0.3
Caleb Windsor,9.5,0,0,0,0
Charlie Comben,7.5,0,0,0,0.1
Charlie Spargo,7.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Charlie Spargo,9.5,0,0,0,0
Charlie Spargo,11.5,0,0,0,0
Chayce Jones,7.5,0,0,0,0
Chayce Jones,9.5,0,0,0,0
Christian Petracca,9.5,0.6666666666666666,0.8,0.7142857142857143,0.8
Christian Petracca,11.5,0.6666666666666666,0.8,0.7142857142857143,0.7
Christian Petracca,13.5,0.33333333333333337,0.4,0.42857142857142855,0.5
Christian Petracca,15.5,0.33333333333333337,0.4,0.42857142857142855,0.4
Christian Petracca,17.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Christian Petracca,19.5,0.33333333333333337,0.2,0.14285714285714288,0.1
Christian Petracca,21.5,0,0,0,0
Christian Salem,7.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Clay Hall,7.5,0.6666666666666666,0.6,0.5714285714285714,0.6
Clay Hall,9.5,0.6666666666666666,0.6,0.42857142857142855,0.5
Clay Hall,11.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Clay Hall,13.5,0,0,0,0.1
Clay Hall,15.5,0,0,0,0
Clayton Oliver,9.5,1,1,1,0.9
Clayton Oliver,11.5,0.33333333333333337,0.6,0.7142857142857143,0.7
Clayton Oliver,13.5,0.33333333333333337,0.6,0.7142857142857143,0.7
Clayton Oliver,15.5,0,0.39999999999999997,0.2857142857142857,0.3
Clayton Oliver,17.5,0,0,0,0.10000000000000002
Clayton Oliver,19.5,0,0,0,0
Clayton Oliver,21.5,0,0,0,0
Clayton Oliver,23.5,0,0,0,0
Colby McKercher,7.5,1,1,0.8571428571428571,0.8
Colby McKercher,9.5,0.6666666666666666,0.6,0.42857142857142855,0.5
Colby McKercher,11.5,0.33333333333333337,0.4,0.2857142857142857,0.4
Colby McKercher,13.5,0,0.2,0.14285714285714288,0.2
Connor O'Sullivan,7.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Connor O'Sullivan,9.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Connor Rozee,7.5,0.6666666666666666,0.6,0.5714285714285714,0.7
Connor Rozee,9.5,0.33333333333333337,0.4,0.42857142857142855,0.5
Connor Rozee,11.5,0,0,0,0
Connor Rozee,13.5,0,0,0,0
Dan Houston,7.5,0,0.2,0.14285714285714288,0.1
Dan Houston,9.5,0,0,0,0
Daniel Curtin,7.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Darcy Byrne-Jones,7.5,0,0.2,0.14285714285714288,0.1
Darcy Cameron,7.5,1,1,0.7142857142857143,0.6
Darcy Cameron,9.5,0,0.2,0.14285714285714288,0.1
Darcy Moore,7.5,0,0,0,0
Dion Prestia,9.5,1,1,1,1
Dion Prestia,11.5,0.6666666666666666,0.8,0.8571428571428571,0.8
Dion Prestia,13.5,0.33333333333333337,0.2,0.2857142857142857,0.4
Dion Prestia,15.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Dion Prestia,17.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Dion Prestia,19.5,0,0,0,0.10000000000000002
Dion Prestia,21.5,0,0,0,0
Dylan Stephens,7.5,0.6666666666666666,0.6,0.5714285714285714,0.5
Dylan Stephens,9.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Dylan Stephens,11.5,0,0,0.14285714285714288,0.1
Ed Langdon,7.5,1,0.6,0.5714285714285714,0.6
Ed Langdon,9.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Ed Langdon,11.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Ed Langdon,13.5,0,0,0,0.20000000000000004
Ed Langdon,15.5,0,0,0,0.10000000000000002
Edward Allan,7.5,0.6666666666666666,0.6,0.7142857142857143,0.5
Edward Allan,9.5,0.6666666666666666,0.4,0.5714285714285714,0.39999999999999997
Edward Allan,11.5,0,0,0.28571428571428575,0.2
Edward Allan,13.5,0,0,0.14285714285714288,0.1
Edward Allan,15.5,0,0,0.14285714285714288,0.1
Edward Allan,17.5,0,0,0,0
Elijah Hewett,7.5,0.33333333333333337,0.4,0.5714285714285714,0.7
Elijah Hewett,9.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Elijah Hewett,11.5,0,0,0,0
Elijah Hewett,13.5,0,0,0,0
Finn O'Sullivan,7.5,0.6666666666666666,0.4,0.42857142857142855,0.29999999999999993
Finnbar Maley,7.5,0,0,0,NA
Griffin Logue,7.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Gryan Miers,7.5,0.33333333333333337,0.4,0.42857142857142855,0.4
