player_name,stat,median_diff,games_win,games_loss
Nick Daicos,fantasy_points,31.5,28,14
Darcy Parish,fantasy_points,31,1,16
James Harmes,fantasy_points,31,7,6
Will Hoskin-Elliott,fantasy_points,30.5,12,6
Zach Reid,fantasy_points,30,8,21
Brodie Smith,fantasy_points,29.5,8,3
Caiden Cleary,fantasy_points,29,9,11
Callan Ward,fantasy_points,29,7,5
Angus Clarke,fantasy_points,28.5,2,15
Blake Hardwick,fantasy_points,28.5,30,14
Hugh McCluggage,fantasy_points,28.5,26,12
Nic Martin,fantasy_points,28,6,10
Brayden Cook,fantasy_points,27.5,15,6
Dyson Sharp,fantasy_points,26.5,1,10
Jaxon Binns,fantasy_points,26.5,2,3
Alex Davies,fantasy_points,25,10,4
Caleb Poulter,fantasy_points,25,4,3
Matthew Carroll,fantasy_points,25,11,16
Tom Cochrane,fantasy_points,25,3,3
Joel Fitzgerald,fantasy_points,24.5,4,2
Will Lewis,fantasy_points,24.5,6,6
Flynn Young,fantasy_points,24,6,5
Milan Murdock,fantasy_points,24,3,13
Tom Sparrow,fantasy_points,24,19,22
Connor Rozee,fantasy_points,23.5,10,13
Hugh Boxshall,fantasy_points,23.5,9,8
Josh Dunkley,fantasy_points,23.5,32,13
Brent Daniels,fantasy_points,23,9,7
Jack Gunston,fantasy_points,23,24,11
Maurice Rioli,fantasy_points,23,3,19
Harry McKay,fantasy_points,22.5,13,16
Hugh Jackson,fantasy_points,22.5,4,5
Finn Maginness,fantasy_points,22,10,7
Jacob van Rooyen,fantasy_points,22,14,21
Toby Murray,fantasy_points,22,9,3
Hugo Garcia,fantasy_points,21.5,16,20
Hunter Clark,fantasy_points,21.5,8,10
Jacob Farrow,fantasy_points,21.5,2,15
Joe Richards,fantasy_points,21.5,14,26
Ben King,fantasy_points,21,23,21
Brad Close,fantasy_points,21,27,11
Finn O'Sullivan,fantasy_points,21,11,25
Jake Melksham,fantasy_points,21,10,15
Justin McInerney,fantasy_points,21,20,10
Mark O'Connor,fantasy_points,21,28,13
Will Setterfield,fantasy_points,21,5,15
Blake Acres,fantasy_points,20.5,12,13
George Stevens,fantasy_points,20.5,2,2
Reilly O'Brien,fantasy_points,20.5,18,8
Archer Day-Wicks,fantasy_points,20,3,19
Christian Petracca,fantasy_points,20,14,26
Hudson O'Keeffe,fantasy_points,20,5,3
Jack Macrae,fantasy_points,20,11,20
Will Hayward,fantasy_points,20,19,20
Bailey Williams,fantasy_points,19.5,22,14
Joel Amartey,fantasy_points,19.5,17,6
Tom Lynch,fantasy_points,19.5,5,22
Ben Keays,fantasy_points,19,30,14
Brayden Fiorini,fantasy_points,19,11,10
Dougal Howard,fantasy_points,19,4,5
Jake Stringer,fantasy_points,19,17,17
Jarman Impey,fantasy_points,19,29,11
Jaxon Prior,fantasy_points,19,8,33
Lachie Jaques,fantasy_points,19,6,2
Luke McDonald,fantasy_points,19,11,20
Oscar Allen,fantasy_points,19,5,15
Tyler Brockman,fantasy_points,19,1,19
Wayne Milera,fantasy_points,19,28,13
Mitch Georgiades,fantasy_points,18.5,15,26
Neil Erasmus,fantasy_points,18.5,28,7
Brodie Grundy,fantasy_points,18,25,15
Cam Mackenzie,fantasy_points,18,19,9
Dylan Shiel,fantasy_points,18,4,10
Jai Serong,fantasy_points,18,13,5
Todd Marshall,fantasy_points,18,2,9
Tom Powell,fantasy_points,18,9,21
Tyson Stengle,fantasy_points,18,18,6
Ben Long,fantasy_points,17.5,22,19
Blake Howes,fantasy_points,17.5,14,17
Steele Sidebottom,fantasy_points,17.5,25,14
Tom Mitchell,fantasy_points,17.5,2,2
Alix Tauru,fantasy_points,17,3,5
Callum Brown,fantasy_points,17,21,15
Cameron Nairn,fantasy_points,17,3,1
Harley Reid,fantasy_points,17,5,33
John Noble,fantasy_points,17,23,21
Josh Goater,fantasy_points,17,1,3
Jye Menzie,fantasy_points,17,4,6
Lachlan Cowan,fantasy_points,17,13,19
Patrick Voss,fantasy_points,17,31,7
Sam Banks,fantasy_points,17,5,31
Sam Switkowski,fantasy_points,17,29,7
Wade Derksen,fantasy_points,17,6,4
Jade Gresham,fantasy_points,16.5,6,20
Riley Hamilton,fantasy_points,16.5,2,2
Xavier Duursma,fantasy_points,16.5,8,32
Bailey Scott,fantasy_points,16,3,10
Callum Wilkie,fantasy_points,16,18,24
Ed Langdon,fantasy_points,16,19,23
Hussien El Achkar,fantasy_points,16,1,6
Jai Culley,fantasy_points,16,6,5
Jesse Hogan,fantasy_points,16,12,13
Josh Kelly,fantasy_points,16,10,5
Ned Long,fantasy_points,16,27,14
Nick Vlastuin,fantasy_points,16,7,33
Shai Bolton,fantasy_points,16,32,9
Shaun Mannagh,fantasy_points,16,29,13
Toby Pink,fantasy_points,16,8,13
Ty Gallop,fantasy_points,16,16,7
Jake Riccardi,fantasy_points,15.5,18,11
Josh Rachele,fantasy_points,15.5,22,11
Kai Lohmann,fantasy_points,15.5,26,10
Keidean Coleman,fantasy_points,15.5,6,7
Malcolm Rosas,fantasy_points,15.5,15,4
Oliver Dempsey,fantasy_points,15.5,30,15
Tom Papley,fantasy_points,15.5,16,9
Will Ashcroft,fantasy_points,15.5,32,13
Zac Bailey,fantasy_points,15.5,31,12
Aaron Cadman,fantasy_points,15,23,15
Brennan Cox,fantasy_points,15,30,9
Daniel Rioli,fantasy_points,15,20,16
Esava Ratugolea,fantasy_points,15,8,13
Izak Rankine,fantasy_points,15,26,12
Jack Viney,fantasy_points,15,5,13
Jye Amiss,fantasy_points,15,33,10
Lachie Jones,fantasy_points,15,12,23
Mason Wood,fantasy_points,15,16,23
Matt Crouch,fantasy_points,15,4,2
Patrick Dangerfield,fantasy_points,15,25,13
Sam Cumming,fantasy_points,15,2,11
Tom Hanily,fantasy_points,15,5,7
Caleb Serong,fantasy_points,14.5,30,10
Callum Ah Chee,fantasy_points,14.5,20,9
George Hewett,fantasy_points,14.5,18,20
Max Michalanney,fantasy_points,14.5,26,14
Tim Kelly,fantasy_points,14.5,5,32
Calsher Dear,fantasy_points,14,8,5
Daniel Curtin,fantasy_points,14,27,10
Hugo Hall-Kahan,fantasy_points,14,5,2
Jarrod Witts,fantasy_points,14,20,16
Jason Horne-Francis,fantasy_points,14,13,20
Kane Farrell,fantasy_points,14,12,22
Logan Morris,fantasy_points,14,31,12
Luke Pedlar,fantasy_points,14,12,7
Max Ramsden,fantasy_points,14,4,2
Patrick Retschko,fantasy_points,14,2,12
Rhys Stanley,fantasy_points,14,16,4
Darcy Jones,fantasy_points,13.5,15,8
Liam Jones,fantasy_points,13.5,2,3
Malakai Champion,fantasy_points,13.5,2,8
Marcus Bontempelli,fantasy_points,13.5,24,13
Mykelti Lefau,fantasy_points,13.5,2,16
Caleb Windsor,fantasy_points,13,17,16
Connor Macdonald,fantasy_points,13,29,13
Conor Nash,fantasy_points,13,21,10
Hayden McLean,fantasy_points,13,16,11
Jack Carroll,fantasy_points,13,6,9
Jack Ross,fantasy_points,13,7,31
Matthew Jefferson,fantasy_points,13,8,11
Toby McMullin,fantasy_points,13,8,9
Tom Atkins,fantasy_points,13,30,15
Tom Gross,fantasy_points,13,1,8
Aaron Naughton,fantasy_points,12.5,26,16
Edward Allan,fantasy_points,12.5,19,8
Ewan Mackinlay,fantasy_points,12.5,5,10
Jack Martin,fantasy_points,12.5,18,10
Josh Dolan,fantasy_points,12.5,10,8
Sam Butler,fantasy_points,12.5,10,3
Bailey Humphrey,fantasy_points,12,22,17
Brodie Kemp,fantasy_points,12,10,14
Connor Budarick,fantasy_points,12,21,11
Harvey Langford,fantasy_points,12,19,22
Jai Newcombe,fantasy_points,12,30,14
James Peatling,fantasy_points,12,29,13
Kysaiah Pickett,fantasy_points,12,19,20
Massimo D'Ambrosio,fantasy_points,12,30,14
Mattaes Phillipou,fantasy_points,12,11,14
Noah Anderson,fantasy_points,12,22,21
Alex Neal-Bullen,fantasy_points,11.5,30,13
Charlie Curnow,fantasy_points,11.5,20,16
Charlie Dean,fantasy_points,11.5,2,2
Jack Darling,fantasy_points,11.5,12,27
Matt Rowell,fantasy_points,11.5,18,21
Tobie Travaglia,fantasy_points,11.5,8,8
Tom Brown,fantasy_points,11.5,6,31
Xavier Lindsay,fantasy_points,11.5,9,14
Archie Roberts,fantasy_points,11,8,32
Bo Allan,fantasy_points,11,3,19
Cooper Trembath,fantasy_points,11,9,13
Harry Dean,fantasy_points,11,8,8
Joel Hamling,fantasy_points,11,11,9
Mark Keane,fantasy_points,11,22,8
Matthew Cottrell,fantasy_points,11,7,7
Michael Frederick,fantasy_points,11,29,9
Nick Haynes,fantasy_points,11,17,21
Nick Holman,fantasy_points,11,11,11
Patrick Lipinski,fantasy_points,11,27,13
Shannon Neale,fantasy_points,11,29,15
Talor Byrne,fantasy_points,11,7,7
Touk Miller,fantasy_points,11,22,20
Xavier O'Halloran,fantasy_points,11,19,15
Zach Merrett,fantasy_points,11,8,33
Colby McKercher,fantasy_points,10.5,13,28
Dylan Moore,fantasy_points,10.5,29,14
Jagga Smith,fantasy_points,10.5,9,10
Oscar McDonald,fantasy_points,10.5,11,2
Oscar Steene,fantasy_points,10.5,3,4
Tyler Sonsie,fantasy_points,10.5,5,24
Willem Duursma,fantasy_points,10.5,4,14
Bobby Hill,fantasy_points,10,11,3
Cooper Harvey,fantasy_points,10,4,10
Gryan Miers,fantasy_points,10,25,10
Hamish Davis,fantasy_points,10,4,23
Harris Andrews,fantasy_points,10,30,12
Isaac Heeney,fantasy_points,10,25,15
Jake Soligo,fantasy_points,10,29,13
James Jordon,fantasy_points,10,26,16
Jonty Faull,fantasy_points,10,6,20
Jordan Ridley,fantasy_points,10,6,11
Josh Daicos,fantasy_points,10,28,15
Kade Chandler,fantasy_points,10,19,23
Luke Davies-Uniacke,fantasy_points,10,13,27
Sam Powell-Pepper,fantasy_points,10,7,9
Steely Green,fantasy_points,10,5,31
Tom Blamires,fantasy_points,10,7,7
Tom Green,fantasy_points,10,15,8
Bailey Smith,fantasy_points,9.5,28,13
Isaac Keeler,fantasy_points,9.5,4,9
Lachie Neale,fantasy_points,9.5,28,12
Lance Collard,fantasy_points,9.5,6,6
Logan Evans,fantasy_points,9.5,8,21
Matt Guelfi,fantasy_points,9.5,1,14
Riley Thilthorpe,fantasy_points,9.5,27,14
Sam De Koning,fantasy_points,9.5,28,12
Seth Campbell,fantasy_points,9.5,7,34
Billy Frampton,fantasy_points,9,23,11
Darcy Moore,fantasy_points,9,16,9
Francis Evans,fantasy_points,9,12,15
Jack Payne,fantasy_points,9,8,4
Jacob Weitering,fantasy_points,9,12,21
Jasper Alger,fantasy_points,9,1,11
Josh Ward,fantasy_points,9,29,14
Kamdyn McIntosh,fantasy_points,9,5,18
Luke Parker,fantasy_points,9,13,27
Matt Flynn,fantasy_points,9,3,19
Paddy Cross,fantasy_points,9,5,5
Riley Garcia,fantasy_points,9,5,3
Sam Collins,fantasy_points,9,21,20
Toby Nankervis,fantasy_points,9,5,25
Tylar Young,fantasy_points,9,6,20
Charlie Cameron,fantasy_points,8.5,30,13
Dane Rampe,fantasy_points,8.5,19,14
Hugo Ralphsmith,fantasy_points,8.5,2,19
Jack Scrimshaw,fantasy_points,8.5,13,8
Jake Rogers,fantasy_points,8.5,10,4
Jamie Elliott,fantasy_points,8.5,22,13
Jed Walter,fantasy_points,8.5,12,18
Murphy Reid,fantasy_points,8.5,33,10
Oliver Henry,fantasy_points,8.5,19,14
Sam Clohesy,fantasy_points,8.5,14,9
Tristan Xerri,fantasy_points,8.5,10,24
Brady Hough,fantasy_points,8,5,36
Cody Angove,fantasy_points,8,3,1
Conor McKenna,fantasy_points,8,13,5
Errol Gulden,fantasy_points,8,11,6
Ethan Read,fantasy_points,8,20,12
Jaeger O'Meara,fantasy_points,8,14,6
Leonardo Lombard,fantasy_points,8,8,15
Oscar McInerney,fantasy_points,8,11,2
Robert Hansen Jr,fantasy_points,8,3,9
Sam Darcy,fantasy_points,8,15,8
Sam Durham,fantasy_points,8,8,30
Zac Banch,fantasy_points,8,1,7
Cody Weightman,fantasy_points,7.5,4,2
Harry Cunningham,fantasy_points,7.5,17,6
Josh Treacy,fantasy_points,7.5,33,10
Luke Nankervis,fantasy_points,7.5,12,8
Archer Reid,fantasy_points,7,2,18
Charlie Comben,fantasy_points,7,13,24
Cooper Sharman,fantasy_points,7,16,23
Dan Butler,fantasy_points,7,6,8
Darcy Wilson,fantasy_points,7,14,22
Finnbar Maley,fantasy_points,7,3,9
Harry Sheezel,fantasy_points,7,13,28
Jack Crisp,fantasy_points,7,28,15
Jack Ison,fantasy_points,7,7,1
Jack Whitlock,fantasy_points,7,7,16
Joel Jeffrey,fantasy_points,7,23,20
Kieren Briggs,fantasy_points,7,19,15
Liam Duggan,fantasy_points,7,5,35
Mitch McGovern,fantasy_points,7,15,21
Nasiah Wanganeen-Milera,fantasy_points,7,17,21
Ned Reeves,fantasy_points,7,10,4
Rhett Bazzo,fantasy_points,7,2,15
Scott Pendlebury,fantasy_points,7,23,13
Zach Guthrie,fantasy_points,7,30,15
Andrew Brayshaw,fantasy_points,6.5,33,10
Caleb Daniel,fantasy_points,6.5,13,28
Cooper Lord,fantasy_points,6.5,10,16
Matthew Kennedy,fantasy_points,6.5,26,16
Mitchell Hinge,fantasy_points,6.5,18,7
Ned Moyle,fantasy_points,6.5,5,10
William Hayes,fantasy_points,6.5,5,2
Zac Williams,fantasy_points,6.5,10,18
Bayley Fritsch,fantasy_points,6,16,23
Brody Mihocek,fantasy_points,6,21,11
Callum Coleman-Jones,fantasy_points,6,4,2
Darcy Byrne-Jones,fantasy_points,6,14,27
Harrison Petty,fantasy_points,6,15,19
Heath Chapman,fantasy_points,6,33,9
Jack Bowes,fantasy_points,6,19,11
Jack Dalton,fantasy_points,6,3,1
Jack Henry,fantasy_points,6,23,13
Jackson Mead,fantasy_points,6,11,18
Jason Johannisen,fantasy_points,6,10,6
Josh Battle,fantasy_points,6,29,13
Josh Lai,fantasy_points,6,5,10
Lachie Fogarty,fantasy_points,6,8,14
Ollie Lord,fantasy_points,6,5,11
Sam Berry,fantasy_points,6,27,11
Sam Docherty,fantasy_points,6,4,11
Tim Membrey,fantasy_points,6,26,12
Ben Hobbs,fantasy_points,5.5,6,12
Ben McKay,fantasy_points,5.5,7,18
Elliot Yeo,fantasy_points,5.5,4,13
Jake Bowey,fantasy_points,5.5,14,20
Tom De Koning,fantasy_points,5.5,16,22
Tom Stewart,fantasy_points,5.5,26,11
Campbell Gray,fantasy_points,5,1,11
Lachie Whitfield,fantasy_points,5,21,19
Levi Ashcroft,fantasy_points,5,32,13
Liam Henry,fantasy_points,5,5,9
Lincoln McCarthy,fantasy_points,5,6,2
Max Gruzewski,fantasy_points,5,11,7
Nathan O'Driscoll,fantasy_points,5,19,7
Nick Blakey,fantasy_points,5,26,16
Nick Coffield,fantasy_points,5,10,5
Ryan Lester,fantasy_points,5,30,10
Sean Darcy,fantasy_points,5,16,8
Ben Ainsworth,fantasy_points,4.5,24,19
Dan Houston,fantasy_points,4.5,26,13
Harry Himmelberg,fantasy_points,4.5,24,19
Hayden Young,fantasy_points,4.5,14,5
Jack Higgins,fantasy_points,4.5,16,20
Jaspa Fletcher,fantasy_points,4.5,32,13
Jeremy Finlayson,fantasy_points,4.5,2,6
Jordan Dawson,fantasy_points,4.5,28,13
Kane McAuliffe,fantasy_points,4.5,2,12
Marcus Windhager,fantasy_points,4.5,18,24
Noah Balta,fantasy_points,4.5,4,26
Sam Marshall,fantasy_points,4.5,7,6
Zak Butters,fantasy_points,4.5,14,23
Alex Cincotta,fantasy_points,4,2,3
Daniel McStay,fantasy_points,4,23,13
Darcy Cameron,fantasy_points,4,28,14
Dylan Stephens,fantasy_points,4,13,27
Harry Sharp,fantasy_points,4,18,19
Harvey Johnston,fantasy_points,4,2,5
Harvey Thomas,fantasy_points,4,19,17
Jack Buller,fantasy_points,4,11,7
Jack Silvagni,fantasy_points,4,15,17
James Borlase,fantasy_points,4,11,5
Joe Berry,fantasy_points,4,10,21
Joel Freijah,fantasy_points,4,26,16
Luke Jackson,fantasy_points,4,31,9
Mason Redman,fantasy_points,4,7,24
Nick Bryan,fantasy_points,4,3,11
Nick Murray,fantasy_points,4,15,8
Oliver Florent,fantasy_points,4,16,19
Rory Laird,fantasy_points,4,26,11
Tanner Bruhn,fantasy_points,4,9,8
Tom McCartin,fantasy_points,4,22,14
Tom McDonald,fantasy_points,4,9,14
Trent Rivers,fantasy_points,4,14,21
Ed Richards,fantasy_points,3.5,25,16
Jack Graham,fantasy_points,3.5,3,24
Jake Lever,fantasy_points,3.5,14,12
Adam Treloar,fantasy_points,3,6,3
Archie Perkins,fantasy_points,3,5,29
Bailey Banfield,fantasy_points,3,15,6
Cameron Zurhaar,fantasy_points,3,13,27
Corey Durdin,fantasy_points,3,14,21
Darcy Tucker,fantasy_points,3,1,6
Jordan Clark,fantasy_points,3,33,10
Judd McVee,fantasy_points,3,22,13
Karl Worner,fantasy_points,3,33,9
Lachie Schultz,fantasy_points,3,17,15
Mark Blicavs,fantasy_points,3,25,15
Thomas Sims,fantasy_points,3,3,8
Chad Warner,fantasy_points,2.5,26,16
James Sicily,fantasy_points,2.5,26,14
Jeremy Howe,fantasy_points,2.5,24,10
Luke Kennedy,fantasy_points,2.5,2,2
Oscar Adams,fantasy_points,2.5,11,10
Toby Bedford,fantasy_points,2.5,22,16
Adam Saad,fantasy_points,2,9,15
Aidan Johnson,fantasy_points,2,3,3
Bodie Ryan,fantasy_points,2,1,4
Bradley Hill,fantasy_points,2,18,23
Braeden Campbell,fantasy_points,2,13,12
Brayden Maynard,fantasy_points,2,21,15
Isaac Quaynor,fantasy_points,2,26,15
Jack Lukosius,fantasy_points,2,6,9
Jacob Konstanty,fantasy_points,2,10,22
Jarrod Berry,fantasy_points,2,27,10
Latrelle Pickett,fantasy_points,2,11,5
Max Holmes,fantasy_points,2,29,15
Nathan Broad,fantasy_points,2,7,33
Oisin Mullin,fantasy_points,2,29,15
Ollie Wines,fantasy_points,2,12,23
Patrick Cripps,fantasy_points,2,18,24
Ryan Angwin,fantasy_points,2,13,13
Tim English,fantasy_points,2,24,12
Daniel Turner,fantasy_points,1.5,16,19
Jase Burgoyne,fantasy_points,1.5,14,25
Jayden Laverde,fantasy_points,1.5,8,23
Josh Weddle,fantasy_points,1.5,23,10
Koltyn Tholstrup,fantasy_points,1.5,16,12
Lachlan Sullivan,fantasy_points,1.5,12,3
Nick Watson,fantasy_points,1.5,28,13
Adam Cerra,fantasy_points,1,15,20
Andrew McGrath,fantasy_points,1,8,31
Angus Hastie,fantasy_points,1,7,7
Darcy Fort,fantasy_points,1,27,11
James Rowbottom,fantasy_points,1,26,16
Jed McEntee,fantasy_points,1,1,5
Jedd Busslinger,fantasy_points,1,10,4
Jimmy Webster,fantasy_points,1,5,10
Jy Farrar,fantasy_points,1,7,3
Luke Breust,fantasy_points,1,5,3
Max Hall,fantasy_points,1,18,24
Oliver Hollands,fantasy_points,1,12,22
Rhyan Mansell,fantasy_points,1,4,22
Ryan Byrnes,fantasy_points,1,12,16
Sam Lalor,fantasy_points,1,3,17
Anthony Caminiti,fantasy_points,0.5,17,22
Jake Waterman,fantasy_points,0.5,5,22
Lachlan Bramble,fantasy_points,0.5,26,16
Mani Liddy,fantasy_points,0.5,4,5
Mitch Owens,fantasy_points,0.5,15,20
Peter Ladhams,fantasy_points,0.5,6,6
William Edwards,fantasy_points,0.5,9,4
Angus Sheldrick,fantasy_points,0,24,13
Buku Khamis,fantasy_points,0,20,13
Darcy Gardiner,fantasy_points,0,18,8
Elijah Hewett,fantasy_points,0,1,25
Harry O'Farrell,fantasy_points,0,1,5
Isaac Kako,fantasy_points,0,8,26
Jack Sinclair,fantasy_points,0,15,23
Lachie Ash,fantasy_points,0,24,19
Lachie Weller,fantasy_points,0,20,10
Lachlan Gulbin,fantasy_points,0,3,6
Lachy Dovaston,fantasy_points,0,3,3
Luke Cleary,fantasy_points,0,12,6
Taylor Walker,fantasy_points,0,24,12
Zac Taylor,fantasy_points,0,23,11
Angus Anderson,fantasy_points,-0.5,6,5
Ashton Moir,fantasy_points,-0.5,3,8
Cooper Duff-Tytler,fantasy_points,-0.5,2,10
Harry Rowston,fantasy_points,-0.5,12,6
Noah Answerth,fantasy_points,-0.5,20,7
Tom Barrass,fantasy_points,-0.5,27,12
Corey Warner,fantasy_points,-1,10,9
Harvey Gallagher,fantasy_points,-1,3,5
Jacob Hopper,fantasy_points,-1,7,28
Jordon Butts,fantasy_points,-1,13,6
Lewis Young,fantasy_points,-1,7,15
Nate Caddy,fantasy_points,-1,8,27
Oliver Wiltshire,fantasy_points,-1,7,6
Paul Curtis,fantasy_points,-1,10,25
Sam Draper,fantasy_points,-1,16,7
Sam Taylor,fantasy_points,-1,15,13
Tom Burton,fantasy_points,-1,2,3
Tom Liberatore,fantasy_points,-1,20,11
Harry Perryman,fantasy_points,-1.5,27,12
Jack Ginnivan,fantasy_points,-1.5,30,13
Jack Hutchinson,fantasy_points,-1.5,2,20
Josh Worrell,fantasy_points,-1.5,29,14
Mitch Lewis,fantasy_points,-1.5,18,8
Rory Lobb,fantasy_points,-1.5,25,14
Charlie Ballard,fantasy_points,-2,3,5
Harrison Oliver,fantasy_points,-2,3,2
Josh Sinn,fantasy_points,-2,8,12
Lachlan McAndrew,fantasy_points,-2,12,7
Max Gawn,fantasy_points,-2,19,23
Taj Hotton,fantasy_points,-2,2,11
Darcy Fogarty,fantasy_points,-2.5,26,10
Harry Morrison,fantasy_points,-2.5,19,10
Jobe Shanahan,fantasy_points,-2.5,4,24
Matthew Johnson,fantasy_points,-2.5,28,8
Sam Walsh,fantasy_points,-2.5,16,17
Zac Fisher,fantasy_points,-2.5,2,6
Archer May,fantasy_points,-3,1,16
Callum Mills,fantasy_points,-3,21,9
Christian Salem,fantasy_points,-3,10,18
Dante Visentini,fantasy_points,-3,6,13
Flynn Perez,fantasy_points,-3,5,2
Lachlan Blakiston,fantasy_points,-3,1,27
Logan McDonald,fantasy_points,-3,13,4
Max Kondogiannis,fantasy_points,-3,1,7
Sam Davidson,fantasy_points,-3,17,14
Sandy Brock,fantasy_points,-3,1,18
Willem Drew,fantasy_points,-3,15,27
Finn Callaghan,fantasy_points,-3.5,22,18
Harrison Jones,fantasy_points,-3.5,4,7
Jayden Hunt,fantasy_points,-3.5,1,14
Oskar Baker,fantasy_points,-3.5,10,8
Thomas Edwards,fantasy_points,-3.5,2,7
Willie Rioli,fantasy_points,-3.5,9,10
Bailey Laurie,fantasy_points,-4,8,5
Bodhi Uwland,fantasy_points,-4,23,21
Jake Lloyd,fantasy_points,-4,25,16
Josh Lindsay,fantasy_points,-4,3,9
Lachlan McNeil,fantasy_points,-4,20,11
Lewis Melican,fantasy_points,-4,16,10
Liam Stocker,fantasy_points,-4,14,17
Nat Fyfe,fantasy_points,-4,6,2
Rhylee West,fantasy_points,-4,26,15
Ryan Burton,fantasy_points,-4,3,5
Sid Draper,fantasy_points,-4,7,3
Wil Powell,fantasy_points,-4,23,19
James O'Donnell,fantasy_points,-4.5,25,12
Jy Simpkin,fantasy_points,-4.5,13,26
Laitham Vandermeer,fantasy_points,-4.5,12,8
Riley Bice,fantasy_points,-4.5,22,11
Will Day,fantasy_points,-4.5,10,3
Connor Idun,fantasy_points,-5,24,19
James Trezise,fantasy_points,-5,7,23
Luke Ryan,fantasy_points,-5,33,9
Mitchell Edwards,fantasy_points,-5,10,5
Reuben Ginbey,fantasy_points,-5,5,31
Arthur Jones,fantasy_points,-5.5,12,6
Bailey Dale,fantasy_points,-5.5,24,16
Changkuoth Jiath,fantasy_points,-5.5,20,11
Mason Cox,fantasy_points,-5.5,18,4
Mitch Duncan,fantasy_points,-5.5,7,2
Mitch Knevitt,fantasy_points,-5.5,5,4
Orazio Fantasia,fantasy_points,-5.5,2,4
Chayce Jones,fantasy_points,-6,5,3
Dayne Zorko,fantasy_points,-6,27,9
Jack Ough,fantasy_points,-6,2,2
Jesse Motlop,fantasy_points,-6,9,14
Jhye Clark,fantasy_points,-6,9,6
Liam Baker,fantasy_points,-6,5,35
Nicholas Madden,fantasy_points,-6,4,4
Nick Larkey,fantasy_points,-6,12,23
Saad El-Hawli,fantasy_points,-6,4,13
Sam Wicks,fantasy_points,-6,24,12
Thomson Dow,fantasy_points,-6,3,8
Todd Goldstein,fantasy_points,-6,3,13
Tom Cole,fantasy_points,-6,3,28
Josaia Delana,fantasy_points,-6.5,4,4
Jye Caldwell,fantasy_points,-6.5,5,20
Lawson Humphries,fantasy_points,-6.5,30,13
Liam O'Connell,fantasy_points,-6.5,8,8
Michael Sellwood,fantasy_points,-6.5,12,7
Oliver Hannaford,fantasy_points,-6.5,3,2
Will McLachlan,fantasy_points,-6.5,5,2
Aliir Aliir,fantasy_points,-7,15,26
Campbell Chesser,fantasy_points,-7,1,6
Darcy Wilmot,fantasy_points,-7,32,13
Jacob Newton,fantasy_points,-7,2,3
Nic Newman,fantasy_points,-7,8,8
Stephen Coniglio,fantasy_points,-7,15,12
Taylor Duryea,fantasy_points,-7,3,2
Will Graham,fantasy_points,-7,13,7
Will White,fantasy_points,-7,7,7
Zane Duursma,fantasy_points,-7,9,15
Brandon Zerk-Thatcher,fantasy_points,-7.5,7,10
Jake Kolodjashnij,fantasy_points,-7.5,6,5
James Worpel,fantasy_points,-7.5,18,11
Max Heath,fantasy_points,-7.5,7,4
Tom McCarthy,fantasy_points,-7.5,4,24
Corey Wagner,fantasy_points,-8,23,7
George Wardlaw,fantasy_points,-8,11,14
Henry Hustwaite,fantasy_points,-8,4,1
Liam Ryan,fantasy_points,-8,8,26
Luke Trainor,fantasy_points,-8,6,24
Roan Steele,fantasy_points,-8,10,9
Ryley Sanders,fantasy_points,-8,23,15
William McCabe,fantasy_points,-8,3,1
Alex Pearce,fantasy_points,-8.5,23,10
Cam Rayner,fantasy_points,-8.5,32,13
Charlie West,fantasy_points,-8.5,4,1
Cody Curtin,fantasy_points,-8.5,2,2
Harvey Harrison,fantasy_points,-8.5,5,2
Joshua Draper,fantasy_points,-8.5,7,4
Lloyd Meek,fantasy_points,-8.5,30,13
Wil Parker,fantasy_points,-8.5,4,4
Brandon Starcevich,fantasy_points,-9,11,10
Charlie Spargo,fantasy_points,-9,10,15
Clayton Oliver,fantasy_points,-9,14,27
Griffin Logue,fantasy_points,-9,7,21
Jayden Short,fantasy_points,-9,7,26
Mabior Chol,fantasy_points,-9,26,12
Matt Roberts,fantasy_points,-9,20,13
Riley Hardeman,fantasy_points,-9,4,16
Rowan Marshall,fantasy_points,-9,17,23
Wil Dawson,fantasy_points,-9,2,9
Aidan Corr,fantasy_points,-9.5,7,14
Isaiah Dudley,fantasy_points,-9.5,28,7
Jack Steele,fantasy_points,-9.5,20,21
Marc Pittonet,fantasy_points,-9.5,10,13
Sam Grlj,fantasy_points,-9.5,2,15
Bruce Reville,fantasy_points,-10,23,7
