player_name,stat,median_diff,games_home,games_away
Mitch Duncan,handballs,-1.5,5,4
Mykelti Lefau,handballs,-1.5,12,10
Nik Cox,handballs,-1.5,4,4
Reilly O'Brien,handballs,-1.5,16,11
Riley Bice,handballs,-1.5,16,20
Robert Hansen Jr,handballs,-1.5,6,6
Samson Ryan,handballs,-1.5,4,4
Tim Kelly,handballs,-1.5,22,19
Will White,handballs,-1.5,6,8
Willem Drew,handballs,-1.5,24,21
Angus Clarke,handballs,-2,11,9
Arthur Jones,handballs,-2,13,9
Bailey Laurie,handballs,-2,11,6
Billy Wilson,handballs,-2,9,10
Callum Ah Chee,handballs,-2,15,18
Charlie Spargo,handballs,-2,15,14
Hugh Boxshall,handballs,-2,10,11
Jack Dalton,handballs,-2,4,1
Jaxon Binns,handballs,-2,2,3
Kade Chandler,handballs,-2,23,22
Lachie Neale,handballs,-2,20,25
Lachy Dovaston,handballs,-2,2,4
Liam McMahon,handballs,-2,4,3
Lloyd Meek,handballs,-2,23,25
Mason Redman,handballs,-2,17,18
Milan Murdock,handballs,-2,10,10
Nathan Broad,handballs,-2,23,20
Nathan O'Driscoll,handballs,-2,17,13
Oisin Mullin,handballs,-2,25,23
Oscar Steene,handballs,-2,3,5
Phoenix Gothard,handballs,-2,8,8
Sam Cumming,handballs,-2,8,6
Sam Day,handballs,-2,7,6
Sam Swadling,handballs,-2,5,3
Scott Pendlebury,handballs,-2,23,16
Toby McMullin,handballs,-2,8,11
Tom Burton,handballs,-2,3,2
Caleb Poulter,handballs,-2.5,2,5
Campbell Chesser,handballs,-2.5,4,3
Connor Idun,handballs,-2.5,24,23
Harrison Ramm,handballs,-2.5,4,3
Lachlan Murphy,handballs,-2.5,2,3
Michael Sellwood,handballs,-2.5,11,12
Sam Marshall,handballs,-2.5,6,7
Ted Clohesy,handballs,-2.5,5,4
Tom Sparrow,handballs,-2.5,23,22
Vigo Visentini,handballs,-2.5,3,2
Will Graham,handballs,-2.5,10,10
Connor Rozee,handballs,-3,13,10
Darcy Parish,handballs,-3,7,10
Deven Robertson,handballs,-3,3,5
Errol Gulden,handballs,-3,11,10
Jack Payne,handballs,-3,7,6
Jai Culley,handballs,-3,5,6
Jeremy McGovern,handballs,-3,4,2
Josh Goater,handballs,-3,3,3
Lachie Fogarty,handballs,-3,13,9
Louis Emmett,handballs,-3,3,4
Malakai Champion,handballs,-3,6,4
Roan Steele,handballs,-3,11,12
Sam Wicks,handballs,-3,20,19
Cody Angove,handballs,-3.5,3,2
Flynn Young,handballs,-3.5,6,5
Mani Liddy,handballs,-3.5,6,3
Angus Anderson,handballs,-4,7,9
Callan Ward,handballs,-4,5,7
Lachlan Sholl,handballs,-4,3,2
Luke Kennedy,handballs,-4,3,3
Tom Anastasopoulos,handballs,-4,2,3
William McCabe,handballs,-4,2,2
Oliver Greeves,handballs,-4.5,2,2
Josh Kelly,handballs,-5.5,9,6
Taj Hotton,handballs,-5.5,9,8
Charlie Dean,handballs,-7,3,1
Tom Mitchell,handballs,NA,0,4
Brynn Teakle,hitouts,21,1,3
Oscar McInerney,hitouts,14,5,9
Callum Coleman-Jones,hitouts,8.5,4,2
Todd Goldstein,hitouts,8.5,8,8
Brodie Grundy,hitouts,7.5,20,23
Nicholas Madden,hitouts,7,7,5
Hayden McLean,hitouts,5,12,17
Ned Reeves,hitouts,5,8,8
Sean Darcy,hitouts,5,11,13
Sam De Koning,hitouts,3.5,24,18
Toby Murray,hitouts,3.5,5,8
Archer Reid,hitouts,3,9,11
Darcy Cameron,hitouts,3,25,22
Kieren Briggs,hitouts,3,19,19
Luke Jackson,hitouts,3,22,22
Mitchell Edwards,hitouts,2.5,10,8
Peter Wright,hitouts,2.5,20,17
Jarrod Witts,hitouts,2,17,20
Max Ramsden,hitouts,2,2,4
Noah Balta,hitouts,2,16,14
Rhys Stanley,hitouts,2,11,9
Daniel McStay,hitouts,1.5,21,20
Isaac Keeler,hitouts,1.5,7,6
Jake Riccardi,hitouts,1.5,16,13
Noah Mraz,hitouts,1.5,2,2
Joel Amartey,hitouts,1,12,11
Lewis Young,hitouts,1,11,14
Mitch Owens,hitouts,1,21,18
Mykelti Lefau,hitouts,1,12,10
Reilly O'Brien,hitouts,1,16,11
Riley Thilthorpe,hitouts,1,24,21
Rory Lobb,hitouts,1,21,22
Tristan Xerri,hitouts,1,19,20
Harry McKay,hitouts,0.5,15,18
Jack Williams,hitouts,0.5,13,12
Aaron Cadman,hitouts,0,22,20
Aaron Francis,hitouts,0,4,6
Aaron Naughton,hitouts,0,23,22
Adam Cerra,hitouts,0,19,20
Adam Saad,hitouts,0,11,13
Adam Treloar,hitouts,0,7,2
Aidan Corr,hitouts,0,14,12
Alex Cincotta,hitouts,0,3,2
Alex Davies,hitouts,0,8,6
Alex Neal-Bullen,hitouts,0,26,20
Alex Pearce,hitouts,0,17,19
Alex Sexton,hitouts,0,2,3
Aliir Aliir,hitouts,0,23,21
Alix Tauru,hitouts,0,4,5
Alixzander Tauru,hitouts,0,4,6
Andrew Brayshaw,hitouts,0,23,24
Andrew McGrath,hitouts,0,22,21
Angus Anderson,hitouts,0,7,9
Angus Clarke,hitouts,0,11,9
Angus Hastie,hitouts,0,10,6
Angus Sheldrick,hitouts,0,19,19
Anthony Caminiti,hitouts,0,21,20
Archer Day-Wicks,hitouts,0,13,13
Archer May,hitouts,0,8,9
Archie Perkins,hitouts,0,17,20
Archie Roberts,hitouts,0,22,22
Arthur Jones,hitouts,0,13,9
Ashton Moir,hitouts,0,5,6
Bailey Banfield,hitouts,0,10,12
Bailey Dale,hitouts,0,20,21
Bailey Humphrey,hitouts,0,20,23
Bailey Laurie,hitouts,0,11,6
Bailey Macdonald,hitouts,0,11,7
Bailey Scott,hitouts,0,8,7
Bailey Smith,hitouts,0,24,21
Bailey Williams,hitouts,0,20,20
Balyn O'Brien,hitouts,0,3,3
Bayley Fritsch,hitouts,0,20,23
Beau Addinsall,hitouts,0,4,5
Beau McCreery,hitouts,0,22,19
Ben Ainsworth,hitouts,0,22,25
Ben Hobbs,hitouts,0,7,11
Ben Jepson,hitouts,0,2,4
Ben Keays,hitouts,0,26,22
Ben King,hitouts,0,22,26
Ben Long,hitouts,0,21,24
Ben McKay,hitouts,0,12,13
Ben Miller,hitouts,0,22,22
Ben Paton,hitouts,0,2,2
Billy Cootee,hitouts,0,4,5
Billy Dowling,hitouts,0,1,3
Billy Frampton,hitouts,0,21,18
Billy Wilson,hitouts,0,9,10
Blake Acres,hitouts,0,14,15
Blake Hardwick,hitouts,0,23,26
Blake Howes,hitouts,0,15,17
Bo Allan,hitouts,0,13,12
Bobby Hill,hitouts,0,9,5
Bodhi Uwland,hitouts,0,22,26
Bodie Ryan,hitouts,0,3,2
Brad Close,hitouts,0,22,20
Bradley Hill,hitouts,0,23,22
Brady Hough,hitouts,0,21,24
Braeden Campbell,hitouts,0,14,15
Brandon Starcevich,hitouts,0,10,15
Brandon Zerk-Thatcher,hitouts,0,9,8
Brayden Cook,hitouts,0,13,12
Brayden Fiorini,hitouts,0,11,10
Brayden Maynard,hitouts,0,18,19
Brennan Cox,hitouts,0,20,22
Brent Daniels,hitouts,0,8,8
Brodie Kemp,hitouts,0,14,14
Brodie Smith,hitouts,0,7,4
Brody Mihocek,hitouts,0,17,15
Bruce Reville,hitouts,0,14,17
Buku Khamis,hitouts,0,18,19
Caiden Cleary,hitouts,0,10,11
Caleb Daniel,hitouts,0,24,22
Caleb Poulter,hitouts,0,2,5
Caleb Serong,hitouts,0,22,22
Caleb Windsor,hitouts,0,19,18
Callan Ward,hitouts,0,5,7
Callum Ah Chee,hitouts,0,15,18
Callum Brown,hitouts,0,20,20
Callum Mills,hitouts,0,16,18
Callum Wilkie,hitouts,0,23,23
Calsher Dear,hitouts,0,7,7
Cam Mackenzie,hitouts,0,16,17
Cam Rayner,hitouts,0,23,27
Cameron Nairn,hitouts,0,2,2
Cameron Zurhaar,hitouts,0,23,22
Campbell Chesser,hitouts,0,4,3
Campbell Gray,hitouts,0,3,10
Campbell Lake,hitouts,0,6,4
Chad Warner,hitouts,0,22,23
Changkuoth Jiath,hitouts,0,13,22
Charlie Ballard,hitouts,0,2,10
Charlie Cameron,hitouts,0,22,26
Charlie Comben,hitouts,0,22,20
Charlie Curnow,hitouts,0,22,18
Charlie Dean,hitouts,0,3,1
Charlie Spargo,hitouts,0,15,14
Charlie West,hitouts,0,5,4
Chayce Jones,hitouts,0,5,3
Christian Moraes,hitouts,0,14,12
Christian Petracca,hitouts,0,23,20
Christian Salem,hitouts,0,16,16
Christopher Scerri,hitouts,0,4,5
Clay Hall,hitouts,0,5,8
Clayton Oliver,hitouts,0,24,21
Cody Angove,hitouts,0,3,2
Cody Curtin,hitouts,0,3,1
Cody Weightman,hitouts,0,5,4
Colby McKercher,hitouts,0,24,22
Connor Budarick,hitouts,0,13,20
Connor Idun,hitouts,0,24,23
Connor Macdonald,hitouts,0,22,25
Connor O'Sullivan,hitouts,0,25,23
Connor Rozee,hitouts,0,13,10
Conor McKenna,hitouts,0,12,10
Conor Nash,hitouts,0,15,17
Conor Stone,hitouts,0,8,9
Cooper Duff-Tytler,hitouts,0,7,9
Cooper Harvey,hitouts,0,7,7
Cooper Hynes,hitouts,0,13,16
Cooper Lord,hitouts,0,15,15
Cooper Sharman,hitouts,0,21,21
Cooper Trembath,hitouts,0,14,12
Corey Durdin,hitouts,0,20,19
Corey Wagner,hitouts,0,15,15
Corey Warner,hitouts,0,9,10
Dan Butler,hitouts,0,8,8
Dan Houston,hitouts,0,23,21
Dane Rampe,hitouts,0,17,19
Daniel Curtin,hitouts,0,22,19
Daniel Rioli,hitouts,0,18,22
Daniel Turner,hitouts,0,17,21
Dante Visentini,hitouts,0,12,11
Darcy Byrne-Jones,hitouts,0,22,22
Darcy Fogarty,hitouts,0,20,18
Darcy Gardiner,hitouts,0,14,16
Darcy Jones,hitouts,0,12,11
Darcy Moore,hitouts,0,14,12
Darcy Parish,hitouts,0,7,10
Darcy Tucker,hitouts,0,4,3
Darcy Wilmot,hitouts,0,23,27
Darcy Wilson,hitouts,0,19,21
David Swallow,hitouts,0,3,6
Dayne Zorko,hitouts,0,19,21
Deven Robertson,hitouts,0,3,5
Dion Prestia,hitouts,0,14,15
Dougal Howard,hitouts,0,7,3
Dylan Moore,hitouts,0,22,26
Dylan Patterson,hitouts,0,3,2
Dylan Shiel,hitouts,0,6,8
Dylan Stephens,hitouts,0,24,21
Dyson Sharp,hitouts,0,8,7
Ed Langdon,hitouts,0,23,23
Ed Richards,hitouts,0,22,23
Edward Allan,hitouts,0,15,16
Elijah Hewett,hitouts,0,12,14
Elijah Hollands,hitouts,0,4,7
Elijah Tsatas,hitouts,0,5,6
Elliot Yeo,hitouts,0,10,11
Eric Hipwood,hitouts,0,15,17
Errol Gulden,hitouts,0,11,10
Esava Ratugolea,hitouts,0,12,9
Ewan Mackinlay,hitouts,0,8,7
Finn Callaghan,hitouts,0,20,20
Finn Maginness,hitouts,0,8,11
Finn O'Sullivan,hitouts,0,19,22
Flynn Perez,hitouts,0,6,1
Flynn Young,hitouts,0,6,5
Francis Evans,hitouts,0,15,16
George Hewett,hitouts,0,21,21
George Stevens,hitouts,0,2,2
George Wardlaw,hitouts,0,16,13
Griffin Logue,hitouts,0,18,14
Gryan Miers,hitouts,0,21,18
Hamish Davis,hitouts,0,13,16
Harley Reid,hitouts,0,20,22
Harris Andrews,hitouts,0,22,25
Harrison Jones,hitouts,0,7,7
Harrison Oliver,hitouts,0,3,2
Harrison Ramm,hitouts,0,4,3
Harry Armstrong,hitouts,0,6,6
Harry Cunningham,hitouts,0,12,12
Harry Dean,hitouts,0,11,9
Harry Edwards,hitouts,0,9,10
Harry Himmelberg,hitouts,0,24,23
Harry Kyle,hitouts,0,5,5
Harry Morrison,hitouts,0,15,18
Harry O'Farrell,hitouts,0,4,2
Harry Perryman,hitouts,0,23,18
Harry Rowston,hitouts,0,11,11
Harry Schoenberg,hitouts,0,4,2
Harry Sharp,hitouts,0,20,21
Harry Sheezel,hitouts,0,24,21
Harvey Gallagher,hitouts,0,3,5
Harvey Harrison,hitouts,0,6,5
Harvey Johnston,hitouts,0,3,5
Harvey Langford,hitouts,0,23,22
Harvey Thomas,hitouts,0,21,19
Hayden Young,hitouts,0,10,13
Heath Chapman,hitouts,0,23,22
Henry Hustwaite,hitouts,0,3,2
Hugh Bond,hitouts,0,6,6
Hugh Boxshall,hitouts,0,10,11
Hugh Jackson,hitouts,0,3,6
Hugh McCluggage,hitouts,0,19,21
Hugo Garcia,hitouts,0,20,20
Hugo Hall-Kahan,hitouts,0,5,6
Hugo Ralphsmith,hitouts,0,12,13
Hunter Clark,hitouts,0,10,10
Hussien El Achkar,hitouts,0,4,5
Isaac Cumming,hitouts,0,21,19
Isaac Heeney,hitouts,0,22,21
Isaac Kako,hitouts,0,19,19
Isaac Quaynor,hitouts,0,23,22
Isaiah Dudley,hitouts,0,20,19
Izak Rankine,hitouts,0,23,19
Jack Bowes,hitouts,0,15,15
Jack Buckley,hitouts,0,15,13
Jack Buller,hitouts,0,11,8
Jack Carroll,hitouts,0,6,9
Jack Crisp,hitouts,0,25,23
Jack Dalton,hitouts,0,4,1
Jack Darling,hitouts,0,23,21
Jack Ginnivan,hitouts,0,23,24
Jack Graham,hitouts,0,16,15
Jack Gunston,hitouts,0,18,22
Jack Henderson,hitouts,0,3,2
Jack Henry,hitouts,0,20,20
Jack Higgins,hitouts,0,20,19
Jack Hutchinson,hitouts,0,11,11
Jack Ison,hitouts,0,4,4
Jack Lukosius,hitouts,0,8,7
Jack Macrae,hitouts,0,17,16
Jack Martin,hitouts,0,18,13
Jack Ough,hitouts,0,3,2
Jack Payne,hitouts,0,7,6
Jack Ross,hitouts,0,20,22
Jack Scrimshaw,hitouts,0,10,12
Jack Silvagni,hitouts,0,17,19
Jack Sinclair,hitouts,0,19,19
Jack Steele,hitouts,0,23,22
Jack Viney,hitouts,0,8,10
Jack Watkins,hitouts,0,7,4
Jack Whitlock,hitouts,0,14,13
Jackson Mead,hitouts,0,16,14
Jacob Farrow,hitouts,0,11,10
Jacob Hopper,hitouts,0,18,17
Jacob Konstanty,hitouts,0,18,15
Jacob Newton,hitouts,0,2,3
Jacob Wehr,hitouts,0,15,16
Jacob Weitering,hitouts,0,19,16
Jade Gresham,hitouts,0,13,13
Jaeger O'Meara,hitouts,0,9,11
Jagga Smith,hitouts,0,11,12
Jai Culley,hitouts,0,5,6
Jai Murray,hitouts,0,5,4
Jai Newcombe,hitouts,0,23,26
Jai Serong,hitouts,0,12,10
Jake Bowey,hitouts,0,20,18
Jake Kolodjashnij,hitouts,0,7,4
Jake Lever,hitouts,0,15,15
Jake Lloyd,hitouts,0,23,22
Jake Melksham,hitouts,0,12,13
Jake Rogers,hitouts,0,7,11
Jake Soligo,hitouts,0,24,21
Jake Stringer,hitouts,0,19,19
Jake Waterman,hitouts,0,15,16
James Borlase,hitouts,0,10,9
James Harmes,hitouts,0,7,6
James Jordon,hitouts,0,22,23
James Leake,hitouts,0,3,5
James O'Donnell,hitouts,0,20,21
James Peatling,hitouts,0,24,20
James Rowbottom,hitouts,0,22,22
James Sicily,hitouts,0,20,25
James Trezise,hitouts,0,17,13
James Tunstill,hitouts,0,7,7
James Worpel,hitouts,0,13,19
Jamie Cripps,hitouts,0,13,13
Jamie Elliott,hitouts,0,18,18
Jarman Impey,hitouts,0,20,25
Jarrod Berry,hitouts,0,18,24
Jase Burgoyne,hitouts,0,22,21
Jason Horne-Francis,hitouts,0,21,15
Jason Johannisen,hitouts,0,8,8
Jaspa Fletcher,hitouts,0,23,27
Jasper Alger,hitouts,0,6,6
Jaxon Artemis,hitouts,0,4,2
Jaxon Binns,hitouts,0,2,3
Jaxon Prior,hitouts,0,23,22
Jay Polkinghorne,hitouts,0,3,3
Jayden Hunt,hitouts,0,7,8
Jayden Laverde,hitouts,0,16,17
Jayden Nguyen,hitouts,0,5,5
Jayden Short,hitouts,0,19,18
Jed Bews,hitouts,0,2,2
Jed McEntee,hitouts,0,3,3
Jed Walter,hitouts,0,14,20
Jedd Busslinger,hitouts,0,8,7
Jeremy Cameron,hitouts,0,24,19
Jeremy Howe,hitouts,0,19,17
Jeremy McGovern,hitouts,0,4,2
Jeremy Sharp,hitouts,0,7,9
Jesse Dattoli,hitouts,0,4,2
Jesse Hogan,hitouts,0,14,11
Jesse Motlop,hitouts,0,12,11
Jhye Clark,hitouts,0,11,8
Jimmy Webster,hitouts,0,9,6
Jobe Shanahan,hitouts,0,15,17
Joe Berry,hitouts,0,18,17
Joe Fonti,hitouts,0,20,19
Joe Richards,hitouts,0,23,19
Joel Fitzgerald,hitouts,0,5,5
Joel Freijah,hitouts,0,23,23
Joel Hamling,hitouts,0,12,11
Joel Jeffrey,hitouts,0,22,25
John Noble,hitouts,0,22,26
Jonty Faull,hitouts,0,12,14
Jordan Boyd,hitouts,0,1,4
Jordan Clark,hitouts,0,23,24
Jordan Dawson,hitouts,0,24,21
Jordan De Goey,hitouts,0,18,14
Jordan Ridley,hitouts,0,8,9
Jordon Butts,hitouts,0,9,10
Josaia Delana,hitouts,0,5,7
Josh Battle,hitouts,0,22,25
Josh Daicos,hitouts,0,25,23
Josh Dolan,hitouts,0,14,8
Josh Dunkley,hitouts,0,23,27
Josh Goater,hitouts,0,3,3
Josh Kelly,hitouts,0,9,6
Josh Lai,hitouts,0,10,9
Josh Lindsay,hitouts,0,7,8
Josh Rachele,hitouts,0,19,18
Josh Sinn,hitouts,0,11,9
Josh Treacy,hitouts,0,23,24
Josh Ward,hitouts,0,23,25
Josh Weddle,hitouts,0,17,21
Josh Worrell,hitouts,0,25,22
Joshua Draper,hitouts,0,4,7
Judd McVee,hitouts,0,18,20
Justin McInerney,hitouts,0,18,12
Jy Farrar,hitouts,0,6,5
Jy Simpkin,hitouts,0,24,20
Jye Amiss,hitouts,0,23,23
Jye Caldwell,hitouts,0,16,12
Jye Menzie,hitouts,0,5,5
Kade Chandler,hitouts,0,23,22
Kai Lohmann,hitouts,0,19,22
Kaleb Smith,hitouts,0,3,5
Kamdyn McIntosh,hitouts,0,12,11
Kane Farrell,hitouts,0,18,16
Kane McAuliffe,hitouts,0,8,7
Karl Amon,hitouts,0,18,25
Karl Worner,hitouts,0,22,24
Keidean Coleman,hitouts,0,7,7
Koltyn Tholstrup,hitouts,0,16,16
Kye Annand,hitouts,0,6,5
Kyle Langford,hitouts,0,16,12
Kysaiah Pickett,hitouts,0,21,22
Lachie Ash,hitouts,0,24,23
Lachie Fogarty,hitouts,0,13,9
Lachie Jaques,hitouts,0,7,3
Lachie Jones,hitouts,0,20,18
Lachie Neale,hitouts,0,20,25
Lachie Schultz,hitouts,0,19,18
Lachie Weller,hitouts,0,15,15
Lachie Whitfield,hitouts,0,22,22
Lachlan Bramble,hitouts,0,23,23
Lachlan Cowan,hitouts,0,18,18
Lachlan Gulbin,hitouts,0,4,8
Lachlan McAndrew,hitouts,0,11,11
Lachlan McNeil,hitouts,0,15,16
Lachlan Murphy,hitouts,0,2,3
Lachlan Sholl,hitouts,0,3,2
Lachlan Sullivan,hitouts,0,8,8
Lachy Dovaston,hitouts,0,2,4
Laitham Vandermeer,hitouts,0,9,12
Lance Collard,hitouts,0,7,5
Latrelle Pickett,hitouts,0,8,8
Lawson Humphries,hitouts,0,25,22
Leek Aleer,hitouts,0,9,11
Leonardo Lombard,hitouts,0,13,14
Levi Ashcroft,hitouts,0,23,27
Lewis Melican,hitouts,0,16,11
Liam Baker,hitouts,0,22,21
Liam Duggan,hitouts,0,20,23
Liam Fawcett,hitouts,0,3,5
Liam Henry,hitouts,0,5,9
Liam Jones,hitouts,0,2,3
Liam McMahon,hitouts,0,4,3
Liam O'Connell,hitouts,0,11,9
Liam Puncher,hitouts,0,4,4
Liam Ryan,hitouts,0,19,18
Liam Stocker,hitouts,0,17,18
Lincoln McCarthy,hitouts,0,3,5
Lloyd Meek,hitouts,0,23,25
Logan Evans,hitouts,0,14,15
Logan McDonald,hitouts,0,11,10
Logan Morris,hitouts,0,22,26
Luamon Lual,hitouts,0,6,6
Luke Breust,hitouts,0,4,4
Luke Cleary,hitouts,0,11,7
Luke Davies-Uniacke,hitouts,0,24,21
Luke Kennedy,hitouts,0,3,3
Luke McDonald,hitouts,0,17,16
Luke Nankervis,hitouts,0,11,12
Luke Parker,hitouts,0,23,22
Luke Pedlar,hitouts,0,11,8
Luke Ryan,hitouts,0,23,23
Luke Trainor,hitouts,0,16,17
Mac Andrew,hitouts,0,22,25
Malakai Champion,hitouts,0,6,4
Malcolm Rosas,hitouts,0,10,10
Mani Liddy,hitouts,0,6,3
Marcus Bontempelli,hitouts,0,19,21
Marcus Herbert,hitouts,0,4,6
Marcus Windhager,hitouts,0,23,23
Mark Keane,hitouts,0,18,16
Mark O'Connor,hitouts,0,25,20
Mason Redman,hitouts,0,17,18
Mason Wood,hitouts,0,19,22
Massimo D'Ambrosio,hitouts,0,23,26
Matt Crouch,hitouts,0,4,2
Matt Guelfi,hitouts,0,7,8
Matt Roberts,hitouts,0,19,18
Matt Rowell,hitouts,0,18,25
Matt Whitlock,hitouts,0,4,1
Mattaes Phillipou,hitouts,0,11,18
Matthew Carroll,hitouts,0,15,12
Matthew Cottrell,hitouts,0,10,8
Matthew Jefferson,hitouts,0,11,12
Matthew Johnson,hitouts,0,19,21
Matthew Kennedy,hitouts,0,23,23
Matthew Owies,hitouts,0,9,10
Maurice Rioli,hitouts,0,10,13
Max Gruzewski,hitouts,0,10,12
Max Hall,hitouts,0,23,23
Max Holmes,hitouts,0,24,20
Max Kondogiannis,hitouts,0,7,5
Max Michalanney,hitouts,0,24,20
Michael Frederick,hitouts,0,21,21
Michael Sellwood,hitouts,0,11,12
Milan Murdock,hitouts,0,10,10
Miles Bergman,hitouts,0,18,17
Mitch Duncan,hitouts,0,5,4
Mitch Georgiades,hitouts,0,23,21
Mitch Knevitt,hitouts,0,3,6
Mitch Lewis,hitouts,0,15,15
Mitch McGovern,hitouts,0,20,20
Mitch Zadow,hitouts,0,5,4
Mitchell Hinge,hitouts,0,14,11
Murphy Reid,hitouts,0,22,23
Nasiah Wanganeen-Milera,hitouts,0,20,20
Nat Fyfe,hitouts,0,4,4
Nate Caddy,hitouts,0,20,19
Nathan Broad,hitouts,0,23,20
Nathan O'Driscoll,hitouts,0,17,13
Ned Long,hitouts,0,24,22
Neil Erasmus,hitouts,0,20,19
Nic Martin,hitouts,0,7,9
Nic Newman,hitouts,0,7,9
Nick Blakey,hitouts,0,22,23
Nick Coffield,hitouts,0,8,9
Nick Daicos,hitouts,0,25,22
Nick Haynes,hitouts,0,20,21
Nick Holman,hitouts,0,10,13
Nick Larkey,hitouts,0,21,19
Nick Murray,hitouts,0,14,9
Nick Vlastuin,hitouts,0,22,22
Nick Watson,hitouts,0,22,24
Nik Cox,hitouts,0,4,4
Noah Anderson,hitouts,0,21,26
Noah Answerth,hitouts,0,14,18
Noah Long,hitouts,0,4,6
Oisin Mullin,hitouts,0,25,23
Oleg Markov,hitouts,0,3,5
Oliver Dempsey,hitouts,0,26,23
Oliver Florent,hitouts,0,19,20
Oliver Francou,hitouts,0,2,2
Oliver Greeves,hitouts,0,2,2
Oliver Hannaford,hitouts,0,3,2
Oliver Henry,hitouts,0,18,19
Oliver Hollands,hitouts,0,19,16
Oliver Wiltshire,hitouts,0,7,9
Ollie Wines,hitouts,0,19,20
Orazio Fantasia,hitouts,0,4,2
Oscar Adams,hitouts,0,13,8
Oscar Allen,hitouts,0,11,13
Oscar McDonald,hitouts,0,10,7
Oskar Baker,hitouts,0,7,11
Oskar Smartt,hitouts,0,2,2
Paddy Cross,hitouts,0,5,6
Patrick Cripps,hitouts,0,23,23
Patrick Dangerfield,hitouts,0,21,19
Patrick Lipinski,hitouts,0,24,18
Patrick Retschko,hitouts,0,9,9
Patrick Voss,hitouts,0,21,21
Paul Curtis,hitouts,0,22,17
Phoenix Gothard,hitouts,0,8,8
Reuben Ginbey,hitouts,0,18,18
Rhett Bazzo,hitouts,0,10,11
Rhyan Mansell,hitouts,0,11,15
Rhylee West,hitouts,0,23,22
Rhys Unwin,hitouts,0,5,2
Riley Bice,hitouts,0,16,20
Riley Garcia,hitouts,0,4,4
Riley Hamilton,hitouts,0,5,3
Riley Hardeman,hitouts,0,12,12
Roan Steele,hitouts,0,11,12
Robert Hansen Jr,hitouts,0,6,6
Rory Laird,hitouts,0,22,18
Ryan Angwin,hitouts,0,16,14
Ryan Burton,hitouts,0,5,3
Ryan Byrnes,hitouts,0,18,14
Ryan Lester,hitouts,0,21,24
Ryan Maric,hitouts,0,14,20
Ryley Sanders,hitouts,0,20,22
Saad El-Hawli,hitouts,0,10,7
Sam Banks,hitouts,0,20,20
Sam Berry,hitouts,0,23,18
Sam Butler,hitouts,0,6,8
Sam Clohesy,hitouts,0,10,16
Sam Collins,hitouts,0,21,22
Sam Cumming,hitouts,0,8,6
Sam Darcy,hitouts,0,11,12
Sam Davidson,hitouts,0,19,16
Sam Docherty,hitouts,0,9,6
Sam Durham,hitouts,0,19,21
Sam Flanders,hitouts,0,16,19
Sam Grlj,hitouts,0,9,12
Sam Lalor,hitouts,0,11,12
Sam Marshall,hitouts,0,6,7
Sam Powell-Pepper,hitouts,0,9,7
Sam Swadling,hitouts,0,5,3
Sam Switkowski,hitouts,0,18,21
Sam Taylor,hitouts,0,16,16
Sam Walsh,hitouts,0,18,19
Sam Wicks,hitouts,0,20,19
Sandy Brock,hitouts,0,8,12
Scott Pendlebury,hitouts,0,23,16
Seamus Mitchell,hitouts,0,2,2
Seth Campbell,hitouts,0,22,23
Shai Bolton,hitouts,0,23,22
Shannon Neale,hitouts,0,26,22
Shaun Mannagh,hitouts,0,25,21
Sid Draper,hitouts,0,5,5
Steele Sidebottom,hitouts,0,24,19
Steely Green,hitouts,0,20,19
Stephen Coniglio,hitouts,0,17,14
Steven May,hitouts,0,7,9
Sullivan Robey,hitouts,0,7,8
Taj Hotton,hitouts,0,9,8
Talor Byrne,hitouts,0,8,10
Tanner Bruhn,hitouts,0,10,11
Taylor Adams,hitouts,0,2,2
Taylor Duryea,hitouts,0,3,2
Taylor Walker,hitouts,0,24,15
Ted Clohesy,hitouts,0,5,4
Thomas Edwards,hitouts,0,5,4
Thomson Dow,hitouts,0,6,5
Tim Kelly,hitouts,0,22,19
Tim Membrey,hitouts,0,22,20
Tim Taranto,hitouts,0,22,21
Tobie Travaglia,hitouts,0,8,11
Toby Bedford,hitouts,0,21,19
Toby Greene,hitouts,0,23,20
Toby McMullin,hitouts,0,8,11
Toby Nankervis,hitouts,0,18,16
Toby Pink,hitouts,0,11,11
Todd Marshall,hitouts,0,7,8
Tom Anastasopoulos,hitouts,0,2,3
Tom Atkins,hitouts,0,26,23
Tom Barrass,hitouts,0,21,23
Tom Blamires,hitouts,0,8,9
Tom Brown,hitouts,0,22,19
Tom Burton,hitouts,0,3,2
Tom Cochrane,hitouts,0,2,4
Tom Cole,hitouts,0,16,19
Tom Green,hitouts,0,11,12
Tom Gross,hitouts,0,5,7
Tom Hanily,hitouts,0,6,7
Tom Liberatore,hitouts,0,17,17
Tom Lynch,hitouts,0,18,13
Tom McCarthy,hitouts,0,16,16
Tom McCartin,hitouts,0,20,20
Tom McDonald,hitouts,0,13,14
Tom Papley,hitouts,0,15,14
Tom Powell,hitouts,0,16,15
Tom Sparrow,hitouts,0,23,22
Tom Stewart,hitouts,0,23,18
Touk Miller,hitouts,0,21,25
Travis Boak,hitouts,0,6,10
Trent Rivers,hitouts,0,20,19
Ty Gallop,hitouts,0,9,15
Tylar Young,hitouts,0,15,15
Tyler Brockman,hitouts,0,10,10
Tyler Sonsie,hitouts,0,16,15
