match,market_name,player_name,player_team,under_line,opposition_team,over_price,over_agency,under_price,under_agency,over_line,margin
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,2.083,Betfair,1.88,Sportsbet,26.5,-1.1991705906987615
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,2.083,Betfair,1.87,Pointsbet,26.5,-1.4836170578736319
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,2.083,Betfair,1.87,Neds,26.5,-1.4836170578736319
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,2.15,Neds,1.817,Betfair,29.5,-1.5474011595909554
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,2.02,Neds,1.91,Sportsbet,23.5,-1.86097143745787
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,2.0069999999999997,Betfair,1.91,Neds,22.5,-2.1816313061353343
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.91,Neds,2,Sportsbet,22.5,-2.3560209424083656
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,2.15,Neds,1.79,Sportsbet,29.5,-2.377549694686243
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,18.5,Adelaide Crows,2.19,Sportsbet,1.76,Betfair,18.5,-2.4802822748028364
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,2.1,Pointsbet,1.817,Betfair,29.5,-2.6548208716618227
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,2.026,Betfair,1.87,Pointsbet,22.5,-2.8342773886006034
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,2.05,Pointsbet,1.85,Neds,21.5,-2.8345418589321048
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.9,Pointsbet,1.988,Betfair,28.5,-2.9333898125595503
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,2.02,Neds,1.87,Pointsbet,23.5,-2.9808863239265015
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.88,Pointsbet,2,Sportsbet,18.5,-3.1914893617021267
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,2.0069999999999997,Betfair,1.87,Pointsbet,22.5,-3.3015461926039658
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,2.026,Betfair,1.85,Sportsbet,22.5,-3.4123956137776412
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,2.026,Betfair,1.85,Neds,22.5,-3.4123956137776412
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,2.1,Pointsbet,1.79,Sportsbet,29.5,-3.48496940675711
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.91,Neds,1.95,Pointsbet,22.5,-3.6380722244596653
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,2.01,Sportsbet,1.85,Neds,21.5,-3.80529783514858
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.93,Sportsbet,1.91,Neds,22.5,-4.169492444999046
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.87,Neds,1.96,Sportsbet,13.5,-4.496343992142293
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.83,Neds,2,Sportsbet,18.5,-4.644808743169393
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,2.026,Betfair,1.8075,Betfair,22.5,-4.683376137870199
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.95,Betfair,1.87,Neds,16.5,-4.7579871109282745
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.95,Betfair,1.87,Pointsbet,28.5,-4.7579871109282745
Brisbane Lions v Adelaide Crows,Player Goals,Darcy Fogarty,Adelaide Crows,1.5,Brisbane Lions,1.87,Sportsbet,1.95,Betfair,1.5,-4.7579871109282745
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,2.1,Neds,1.75,Sportsbet,19.5,-4.761904761904745
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Neds,1.988,Betfair,28.5,-4.946619608360536
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Sportsbet,1.988,Betfair,28.5,-4.946619608360536
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.9,Pointsbet,1.91,Sportsbet,23.5,-4.987599889776795
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.9,Pointsbet,1.91,Neds,22.5,-4.987599889776795
Brisbane Lions v Adelaide Crows,Player Disposals,Hugh McCluggage,Brisbane Lions,18.5,Adelaide Crows,1.88,Pointsbet,1.93,Sportsbet,18.5,-5.004960864292807
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.94,Sportsbet,1.87,Pointsbet,28.5,-5.022327581454311
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.95,Betfair,1.86,Sportsbet,16.5,-5.045492142266328
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.8,Neds,2.02,Sportsbet,14.5,-5.0605060506050625
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.9,Pointsbet,1.9,Sportsbet,28.5,-5.263157894736836
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.9,Pointsbet,1.9,Neds,28.5,-5.263157894736836
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.88,Pointsbet,1.92,Neds,14.5,-5.274822695035475
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.93,Sportsbet,1.87,Pointsbet,22.5,-5.289407331467677
Brisbane Lions v Adelaide Crows,Player Goals,Darcy Fogarty,Adelaide Crows,1.5,Brisbane Lions,1.85,Neds,1.95,Betfair,1.5,-5.3361053361053346
Brisbane Lions v Adelaide Crows,Player Goals,Darcy Fogarty,Adelaide Crows,1.5,Brisbane Lions,1.85,TAB,1.95,Betfair,1.5,-5.3361053361053346
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,2.0069999999999997,Betfair,1.8,Sportsbet,22.5,-5.381165919282527
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.89,Sportsbet,1.9,Neds,19.5,-5.541631857421336
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.88,Pointsbet,1.91,Neds,18.5,-5.547510304110492
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.8,Pointsbet,2,Sportsbet,22.5,-5.555555555555558
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.88,Pointsbet,1.9,Neds,15.5,-5.823068309070534
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.88,Pointsbet,1.9,Neds,19.5,-5.823068309070534
Brisbane Lions v Adelaide Crows,Player Goals,Riley Thilthorpe,Adelaide Crows,1.5,Brisbane Lions,2.05,TAB,1.7505,Betfair,1.5,-5.907023080513585
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.95,Betfair,1.83,Neds,28.5,-5.926860025220693
Brisbane Lions v Adelaide Crows,Player Goals,Darcy Fogarty,Adelaide Crows,1.5,Brisbane Lions,1.83,Pointsbet,1.95,Betfair,1.5,-5.926860025220693
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.8,Neds,1.98,Sportsbet,18.5,-6.060606060606055
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.9,Pointsbet,1.87,Pointsbet,23.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.87,Neds,1.9,Neds,13.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.9,Neds,1.87,Pointsbet,28.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.9,Pointsbet,1.87,Pointsbet,28.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.87,Neds,1.9,Neds,19.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.9,Pointsbet,1.87,Pointsbet,22.5,-6.107514776245404
Brisbane Lions v Adelaide Crows,Player Disposals,Riley Thilthorpe,Adelaide Crows,11.5,Brisbane Lions,1.85,Neds,1.92,Sportsbet,11.5,-6.137387387387383
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.85,Sportsbet,1.92,Neds,14.5,-6.137387387387383
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.94,Sportsbet,1.83,Neds,28.5,-6.191200495746729
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.82,Sportsbet,1.95,Neds,17.5,-6.227106227106227
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,2.05,Pointsbet,1.74,Sportsbet,21.5,-6.251752172694136
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,20.5,Brisbane Lions,1.77,Pointsbet,2.0069999999999997,Betfair,20.5,-6.322785504969897
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.88,Pointsbet,1.88,Sportsbet,15.5,-6.382978723404253
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.88,Pointsbet,1.88,Sportsbet,26.5,-6.382978723404253
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.88,Pointsbet,1.88,Sportsbet,14.5,-6.382978723404253
Brisbane Lions v Adelaide Crows,Player Goals,Riley Thilthorpe,Adelaide Crows,1.5,Brisbane Lions,2.03,Sportsbet,1.7505,Betfair,1.5,-6.387619019477908
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.91,Sportsbet,1.85,Neds,16.5,-6.410074996462423
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.91,BetRight,1.85,Sportsbet,14.5,-6.410074996462423
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.855,Betfair,1.9,Neds,19.5,-6.539934742516662
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.94,Sportsbet,1.817,Betfair,29.5,-6.5821650051915315
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.88,Pointsbet,1.87,Neds,15.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.88,Pointsbet,1.87,Pointsbet,28.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.88,Pointsbet,1.87,Pointsbet,26.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.87,Neds,1.88,Sportsbet,26.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.88,Pointsbet,1.87,Neds,26.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Logan Morris,Brisbane Lions,11.5,Adelaide Crows,1.88,Neds,1.87,Sportsbet,11.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Logan Morris,Brisbane Lions,11.5,Adelaide Crows,1.88,Pointsbet,1.87,Sportsbet,11.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Neds,1.87,Pointsbet,22.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Pointsbet,1.87,Pointsbet,22.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Sportsbet,1.87,Pointsbet,22.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.88,Neds,1.87,Pointsbet,28.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.88,Pointsbet,1.87,Pointsbet,28.5,-6.667425190579124
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.85,Neds,1.9,Neds,15.5,-6.685633001422464
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.85,Sportsbet,1.9,Neds,15.5,-6.685633001422464
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.9,Neds,1.85,Neds,16.5,-6.685633001422464
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.85,BetRight,1.9,Neds,19.5,-6.685633001422464
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.84,Sportsbet,1.91,Neds,18.5,-6.703847029364907
Brisbane Lions v Adelaide Crows,Player Disposals,Riley Thilthorpe,Adelaide Crows,11.5,Brisbane Lions,1.83,Pointsbet,1.92,Sportsbet,11.5,-6.728142076502719
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.83,BetRight,1.92,Neds,14.5,-6.728142076502719
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.83,Neds,1.92,Neds,14.5,-6.728142076502719
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.95,Betfair,1.8,Sportsbet,28.5,-6.837606837606858
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.8,Neds,1.95,Neds,17.5,-6.837606837606858
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.8,Pointsbet,1.95,Pointsbet,22.5,-6.837606837606858
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.87,Neds,1.87,Neds,15.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.87,Sportsbet,1.87,Neds,15.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.87,Neds,1.87,Neds,16.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.87,Sportsbet,1.87,Neds,16.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.87,Neds,1.87,Sportsbet,17.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.87,Sportsbet,1.87,Sportsbet,17.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.87,Neds,1.87,Neds,17.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.87,Sportsbet,1.87,Neds,17.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.87,Neds,1.87,Pointsbet,26.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.87,Neds,1.87,Neds,26.5,-6.951871657753994
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.88,Pointsbet,1.86,Sportsbet,15.5,-6.954930221917177
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.85,Neds,1.89,Sportsbet,14.5,-6.964106964106964
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,2.0069999999999997,Betfair,1.75,Sportsbet,19.5,-6.968467506584108
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.83,Neds,1.91,Neds,18.5,-7.000829685577781
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.91,Neds,1.83,Neds,22.5,-7.000829685577781
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.83,Neds,1.91,Neds,18.5,-7.000829685577781
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.83,Neds,1.91,Neds,22.5,-7.000829685577781
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,19.5,Adelaide Crows,2.1,Neds,1.684,Betfair,19.5,-7.0014704218979595
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,22.5,Adelaide Crows,1.82,Neds,1.92,Neds,22.5,-7.028388278388276
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,18.5,Brisbane Lions,1.82,Neds,1.92,Neds,18.5,-7.028388278388276
Brisbane Lions v Adelaide Crows,Player Disposals,Hugh McCluggage,Brisbane Lions,18.5,Adelaide Crows,1.81,Sportsbet,1.93,Sportsbet,18.5,-7.062090287121059
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,2.03,Sportsbet,1.73,Sportsbet,12.5,-7.064551951934872
Brisbane Lions v Adelaide Crows,Player Disposals,Ben Keays,Adelaide Crows,12.5,Brisbane Lions,1.76,Sportsbet,1.99,Sportsbet,12.5,-7.069438099588865
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.8,Neds,1.94,Neds,14.5,-7.101947308132894
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.8,Neds,1.94,Neds,18.5,-7.101947308132894
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.94,Sportsbet,1.8,Sportsbet,28.5,-7.101947308132894
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.75,Sportsbet,2,Sportsbet,18.5,-7.14285714285714
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.75,Sportsbet,2,Sportsbet,22.5,-7.14285714285714
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.78,Sportsbet,1.96,Sportsbet,13.5,-7.2001834441641765
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,2.01,Sportsbet,1.74,Sportsbet,21.5,-7.222508148910611
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.87,Neds,1.86,Sportsbet,15.5,-7.2393766890920475
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.87,Sportsbet,1.86,Sportsbet,15.5,-7.2393766890920475
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.87,Neds,1.86,Sportsbet,16.5,-7.2393766890920475
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.87,Sportsbet,1.86,Sportsbet,16.5,-7.2393766890920475
Brisbane Lions v Adelaide Crows,Player Disposals,Logan Morris,Brisbane Lions,11.5,Adelaide Crows,1.86,Sportsbet,1.87,Sportsbet,11.5,-7.2393766890920475
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.85,Neds,1.88,Sportsbet,15.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.85,Sportsbet,1.88,Sportsbet,15.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.88,Pointsbet,1.85,Neds,16.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.85,Sportsbet,1.88,Sportsbet,26.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.88,Sportsbet,1.85,Sportsbet,14.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.88,Neds,1.85,Neds,21.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.85,Sportsbet,1.88,Sportsbet,14.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Neds,1.85,Sportsbet,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Pointsbet,1.85,Sportsbet,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Sportsbet,1.85,Sportsbet,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Neds,1.85,Neds,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Pointsbet,1.85,Neds,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.88,Sportsbet,1.85,Neds,22.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.88,Neds,1.85,Neds,28.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.88,Pointsbet,1.85,Neds,28.5,-7.245543415756162
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.84,Sportsbet,1.89,Sportsbet,18.5,-7.257878997009426
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.84,Sportsbet,1.89,Sportsbet,14.5,-7.257878997009426
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.89,Sportsbet,1.84,Sportsbet,19.5,-7.257878997009426
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.9,Neds,1.83,Neds,28.5,-7.276387690537822
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Neds,1.9,Sportsbet,28.5,-7.276387690537822
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Sportsbet,1.9,Sportsbet,28.5,-7.276387690537822
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Neds,1.9,Neds,28.5,-7.276387690537822
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.83,Sportsbet,1.9,Neds,28.5,-7.276387690537822
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.82,Neds,1.91,Sportsbet,22.5,-7.301075887463315
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.82,Sportsbet,1.91,Sportsbet,23.5,-7.301075887463315
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.91,Sportsbet,1.82,Sportsbet,16.5,-7.301075887463315
