match,market_name,player_name,player_team,under_line,opposition_team,over_price,over_agency,under_price,under_agency,over_line,margin
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.62,Neds,1.87,Pointsbet,21.5,-15.2043308906054
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.67,Neds,1.8075,Betfair,21.5,-15.205274099104704
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.59,Pointsbet,1.91,Neds,17.5,-15.249102703414664
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.73,Sportsbet,1.74,Sportsbet,20.5,-15.274732575908567
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.56,Sportsbet,1.95,Neds,16.5,-15.384615384615374
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.6800000000000002,Neds,1.79,Sportsbet,27.5,-15.389731311519018
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.68,TAB,1.79,Sportsbet,29.5,-15.389731311519018
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.63,Pointsbet,1.85,Neds,15.5,-15.403747305587778
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.6,Neds,1.89,Sportsbet,17.5,-15.41005291005293
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.6,Neds,1.89,Sportsbet,13.5,-15.41005291005293
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.67,Pointsbet,1.8,Sportsbet,27.5,-15.435795076513648
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.67,Pointsbet,1.8,Sportsbet,21.5,-15.435795076513648
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.62,BetRight,1.86,Sportsbet,14.5,-15.491835921943453
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.62,Neds,1.86,Sportsbet,14.5,-15.491835921943453
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.65,Neds,1.82,Sportsbet,15.5,-15.551115551115547
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.65,Sportsbet,1.82,Sportsbet,15.5,-15.551115551115547
Brisbane Lions v Adelaide Crows,Player Goals,Logan Morris,Brisbane Lions,1.5,Adelaide Crows,1.48,TAB,2.083,Betfair,1.5,-15.5752487965642
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.61,Sportsbet,1.87,Pointsbet,27.5,-15.587737071113006
Brisbane Lions v Adelaide Crows,Player Disposals,Ben Keays,Adelaide Crows,12.5,Brisbane Lions,1.53,Neds,1.99,Sportsbet,11.5,-15.610733405590027
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,20.5,Brisbane Lions,1.52,Sportsbet,2.0069999999999997,Betfair,19.5,-15.6150840479375
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.71,Sportsbet,1.75,Sportsbet,18.5,-15.622389306599826
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.53,Pointsbet,1.988,Betfair,26.5,-15.66128798937414
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.6,BetRight,1.88,Sportsbet,14.5,-15.691489361702127
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.6,Neds,1.88,Sportsbet,14.5,-15.691489361702127
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.6,Sportsbet,1.88,Sportsbet,25.5,-15.691489361702127
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.63,Pointsbet,1.84,Sportsbet,18.5,-15.697519338490263
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,29.5,Adelaide Crows,1.67,Pointsbet,1.79,Sportsbet,27.5,-15.746161308667572
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,22.5,Adelaide Crows,1.57,Sportsbet,1.92,Neds,22.5,-15.7776008492569
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.57,Sportsbet,1.92,Neds,13.5,-15.7776008492569
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.5699999999999998,Neds,1.92,Neds,13.5,-15.7776008492569
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.59,Pointsbet,1.89,Sportsbet,17.5,-15.803134671059205
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.59,Pointsbet,1.89,Sportsbet,14.5,-15.803134671059205
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.53,Sportsbet,1.98,Sportsbet,17.5,-15.864527629233516
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.58,Sportsbet,1.9,Neds,14.5,-15.92271818787474
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.65,Pointsbet,1.8075,Betfair,21.5,-15.931095184207212
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.6,Sportsbet,1.87,Neds,15.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.6,Neds,1.87,Pointsbet,21.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.6,Sportsbet,1.87,Sportsbet,16.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Hugo Hall-Kahan,Adelaide Crows,17.5,Brisbane Lions,1.6,Sportsbet,1.87,Neds,16.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.6,Sportsbet,1.87,Pointsbet,25.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.6,Sportsbet,1.87,Neds,25.5,-15.975935828876997
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.57,Sportsbet,1.91,Sportsbet,22.5,-16.05028845833194
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.55,Neds,1.94,Neds,13.5,-16.06252078483539
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.62,Sportsbet,1.84,Sportsbet,18.5,-16.0762211486849
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.5,Sportsbet,2.02,Sportsbet,13.5,-16.171617161716156
Brisbane Lions v Adelaide Crows,Player Disposals,Riley Thilthorpe,Adelaide Crows,11.5,Brisbane Lions,1.56,Pointsbet,1.92,Sportsbet,10.5,-16.185897435897445
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,19.5,Adelaide Crows,1.76,Sportsbet,1.684,Betfair,18.5,-16.200604621032166
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.51,Sportsbet,2,Sportsbet,17.5,-16.22516556291391
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.6,Sportsbet,1.86,Sportsbet,15.5,-16.26344086021505
Brisbane Lions v Adelaide Crows,Player Disposals,Jake Soligo,Adelaide Crows,16.5,Brisbane Lions,1.63,Pointsbet,1.82,Sportsbet,15.5,-16.29474819658867
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.64,Sportsbet,1.8075,Betfair,21.5,-16.30064433424416
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.59,Pointsbet,1.87,Neds,14.5,-16.36901758988327
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.59,Sportsbet,1.87,Neds,14.5,-16.36901758988327
Brisbane Lions v Adelaide Crows,Player Disposals,Logan Morris,Brisbane Lions,11.5,Adelaide Crows,1.59,Pointsbet,1.87,Sportsbet,10.5,-16.36901758988327
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.56,Sportsbet,1.91,Sportsbet,16.5,-16.458585044972462
Brisbane Lions v Adelaide Crows,Player Disposals,Alex Neal-Bullen,Adelaide Crows,15.5,Brisbane Lions,1.58,Sportsbet,1.88,Sportsbet,14.5,-16.482628602208436
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,20.5,Brisbane Lions,1.5,BetRight,2.0069999999999997,Betfair,19.5,-16.49227703039362
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.6935,Betfair,1.74,Sportsbet,20.5,-16.520570538468583
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,1.7,Sportsbet,1.73,Sportsbet,11.5,-16.6269976198572
Brisbane Lions v Adelaide Crows,Player Goals,Oscar Allen,Brisbane Lions,1.5,Adelaide Crows,1.68,Sportsbet,1.7505,Betfair,1.5,-16.65034479944505
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.59,Pointsbet,1.86,Sportsbet,14.5,-16.656522621221328
Brisbane Lions v Adelaide Crows,Player Disposals,Brayden Cook,Adelaide Crows,15.5,Brisbane Lions,1.59,Sportsbet,1.86,Sportsbet,14.5,-16.656522621221328
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.5,Sportsbet,2,Sportsbet,21.5,-16.66666666666665
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.57,Sportsbet,1.88,Sportsbet,13.5,-16.88575687762568
Brisbane Lions v Adelaide Crows,Player Disposals,Ryan Lester,Brisbane Lions,14.5,Adelaide Crows,1.5699999999999998,Neds,1.88,Sportsbet,13.5,-16.885756877625703
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.53,Sportsbet,1.94,Neds,17.5,-16.905868876760334
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.59,Sportsbet,1.85,Sportsbet,13.5,-16.94713581506033
Brisbane Lions v Adelaide Crows,Player Goals,Oscar Allen,Brisbane Lions,1.5,Adelaide Crows,1.67,Neds,1.7505,Betfair,1.5,-17.006774796593625
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.56,Sportsbet,1.89,Sportsbet,13.5,-17.012617012617028
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.57,Sportsbet,1.87,Pointsbet,22.5,-17.170203344800548
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.51,Sportsbet,1.96,Sportsbet,12.5,-17.24557372617923
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.63,Pointsbet,1.7885,Betfair,18.5,-17.26246932086557
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.62,Neds,1.8,Sportsbet,21.5,-17.28395061728394
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.54,Sportsbet,1.91,Neds,17.5,-17.2910858774733
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.58,TAB,1.85,Sportsbet,14.5,-17.345193294560367
Brisbane Lions v Adelaide Crows,Player Disposals,Ben Keays,Adelaide Crows,12.5,Brisbane Lions,1.49,Sportsbet,1.99,Sportsbet,11.5,-17.365350241138565
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,18.5,Adelaide Crows,1.65,Pointsbet,1.76,Betfair,17.5,-17.42424242424243
Brisbane Lions v Adelaide Crows,Player Disposals,Mark Keane,Adelaide Crows,14.5,Brisbane Lions,1.55,TAB,1.89,Sportsbet,14.5,-17.426181942310983
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.59,Pointsbet,1.83,Neds,21.5,-17.537890504175692
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.56,Pointsbet,1.87,Neds,15.5,-17.578499931441094
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.62,Sportsbet,1.7885,Betfair,18.5,-17.64117113106023
Brisbane Lions v Adelaide Crows,Player Goals,Oscar Allen,Brisbane Lions,1.5,Adelaide Crows,1.65,Pointsbet,1.7505,Betfair,1.5,-17.732595881696156
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.65,TAB,1.75,Sportsbet,19.5,-17.74891774891776
Brisbane Lions v Adelaide Crows,Player Disposals,Levi Ashcroft,Brisbane Lions,18.5,Adelaide Crows,1.54,Sportsbet,1.89,Sportsbet,17.5,-17.845117845117862
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.56,Pointsbet,1.86,Sportsbet,15.5,-17.866004962779147
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.5,Sportsbet,1.95,Pointsbet,21.5,-17.948717948717952
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.53,Pointsbet,1.9,Sportsbet,26.5,-17.991056071551426
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.53,Pointsbet,1.9,Neds,26.5,-17.991056071551426
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.64,Neds,1.7505,Betfair,15.5,-18.102145031733087
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.56,Pointsbet,1.85,Sportsbet,13.5,-18.15661815661813
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.56,Pointsbet,1.85,Neds,19.5,-18.15661815661813
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.5,Sportsbet,1.94,Neds,13.5,-18.21305841924399
Brisbane Lions v Adelaide Crows,Player Disposals,Riley Thilthorpe,Adelaide Crows,11.5,Brisbane Lions,1.51,Sportsbet,1.92,Sportsbet,10.5,-18.308498896247237
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,1.65,Neds,1.73,Sportsbet,11.5,-18.4095288141531
Brisbane Lions v Adelaide Crows,Player Goals,Logan Morris,Brisbane Lions,1.5,Adelaide Crows,1.42,Pointsbet,2.083,Betfair,1.5,-18.430216440264235
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.63,Pointsbet,1.75,Sportsbet,18.5,-18.492550394390882
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.53,Neds,1.88,Sportsbet,24.5,-18.550966485885123
Brisbane Lions v Adelaide Crows,Player Disposals,Luke Nankervis,Adelaide Crows,14.5,Brisbane Lions,1.55,Neds,1.85,Sportsbet,13.5,-18.57018308631211
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.51,Sportsbet,1.91,Neds,17.5,-18.5811865053223
Brisbane Lions v Adelaide Crows,Player Goals,Oscar Allen,Brisbane Lions,1.5,Adelaide Crows,1.6269999999999998,Betfair,1.7505,Betfair,1.5,-18.58935027256239
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,22.5,Adelaide Crows,1.5,Pointsbet,1.92,Neds,21.5,-18.75
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,18.5,Brisbane Lions,1.5,Sportsbet,1.92,Neds,17.5,-18.75
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.53,Neds,1.87,Pointsbet,24.5,-18.835412953059993
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.53,Neds,1.87,Neds,24.5,-18.835412953059993
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.53,Pointsbet,1.87,Pointsbet,26.5,-18.835412953059993
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.51,Sportsbet,1.9,Neds,12.5,-18.85674451028234
Brisbane Lions v Adelaide Crows,Player Goals,Logan Morris,Brisbane Lions,1.5,Adelaide Crows,1.41,BetRight,2.083,Betfair,1.5,-18.929667044599483
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.5,Pointsbet,1.91,Sportsbet,21.5,-19.02268760907504
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.5,TAB,1.9,Neds,19.5,-19.298245614035082
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.53,Neds,1.85,Neds,19.5,-19.413531178237054
Brisbane Lions v Adelaide Crows,Player Disposals,Jarrod Berry,Brisbane Lions,18.5,Adelaide Crows,1.44,Pointsbet,2,Sportsbet,16.5,-19.444444444444443
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.49,Sportsbet,1.91,Neds,20.5,-19.470114902139922
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.6,Sportsbet,1.7505,Betfair,15.5,-19.626535275635536
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,19.5,Brisbane Lions,1.6,Neds,1.75,Sportsbet,17.5,-19.64285714285714
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.52,Sportsbet,1.85,Neds,19.5,-19.843527738264566
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.5,Pointsbet,1.88,Sportsbet,24.5,-19.85815602836878
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.48,Pointsbet,1.91,Neds,20.5,-19.923588509975954
Brisbane Lions v Adelaide Crows,Player Disposals,Cam Rayner,Brisbane Lions,14.5,Adelaide Crows,1.42,Pointsbet,2.02,Sportsbet,13.5,-19.927485706317107
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.44,Pointsbet,1.98,Sportsbet,17.5,-19.94949494949494
Brisbane Lions v Adelaide Crows,Player Goals,Logan Morris,Brisbane Lions,1.5,Adelaide Crows,1.39,Sportsbet,2.083,Betfair,1.5,-19.9501272721621
Brisbane Lions v Adelaide Crows,Player Goals,Logan Morris,Brisbane Lions,1.5,Adelaide Crows,1.3895,Betfair,2.083,Betfair,1.5,-19.976015162066084
Brisbane Lions v Adelaide Crows,Player Disposals,Dayne Zorko,Brisbane Lions,23.5,Adelaide Crows,1.5,Pointsbet,1.87,Pointsbet,21.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.5,Pointsbet,1.87,Pointsbet,26.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.5,Pointsbet,1.87,Pointsbet,24.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.5,Pointsbet,1.87,Neds,24.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.5,Pointsbet,1.87,Pointsbet,26.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.5,Sportsbet,1.87,Pointsbet,27.5,-20.14260249554365
Brisbane Lions v Adelaide Crows,Player Disposals,Lachie Neale,Brisbane Lions,28.5,Adelaide Crows,1.43,Sportsbet,1.988,Betfair,26.5,-20.23188079526108
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.42,Pointsbet,2,Sportsbet,20.5,-20.4225352112676
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.49,Sportsbet,1.87,Pointsbet,26.5,-20.590029788608533
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.49,Sportsbet,1.87,Pointsbet,20.5,-20.590029788608533
Brisbane Lions v Adelaide Crows,Player Disposals,Kai Lohmann,Brisbane Lions,12.5,Adelaide Crows,1.59,Pointsbet,1.73,Sportsbet,11.5,-20.696549969098776
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.5,BetRight,1.85,Neds,19.5,-20.72072072072071
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.5,Pointsbet,1.85,Neds,26.5,-20.72072072072071
Brisbane Lions v Adelaide Crows,Player Disposals,Will Ashcroft,Brisbane Lions,28.5,Adelaide Crows,1.5,Sportsbet,1.85,Neds,27.5,-20.72072072072071
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,17.5,Adelaide Crows,1.44,Pointsbet,1.95,Neds,16.5,-20.72649572649574
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,19.5,Adelaide Crows,1.63,Pointsbet,1.684,Betfair,18.5,-20.732116054384097
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.48,BetRight,1.88,Sportsbet,24.5,-20.759056929269693
Brisbane Lions v Adelaide Crows,Player Disposals,Jaspa Fletcher,Brisbane Lions,18.5,Adelaide Crows,1.56,Sportsbet,1.76,Betfair,16.5,-20.92074592074593
Brisbane Lions v Adelaide Crows,Player Disposals,Darcy Wilmot,Brisbane Lions,18.5,Adelaide Crows,1.44,Pointsbet,1.94,Neds,17.5,-20.99083619702178
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.5,TAB,1.84,Sportsbet,19.5,-21.014492753623195
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.48,BetRight,1.87,Pointsbet,24.5,-21.043503396444564
Brisbane Lions v Adelaide Crows,Player Disposals,Jordan Dawson,Adelaide Crows,26.5,Brisbane Lions,1.48,BetRight,1.87,Neds,24.5,-21.043503396444564
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.48,Pointsbet,1.87,Pointsbet,20.5,-21.043503396444564
Brisbane Lions v Adelaide Crows,Player Disposals,Zac Bailey,Brisbane Lions,22.5,Adelaide Crows,1.48,Pointsbet,1.87,Pointsbet,20.5,-21.043503396444564
Brisbane Lions v Adelaide Crows,Player Disposals,Sam Berry,Adelaide Crows,19.5,Brisbane Lions,1.46,Neds,1.9,Neds,17.5,-21.12472963229992
Brisbane Lions v Adelaide Crows,Player Disposals,Daniel Curtin,Adelaide Crows,16.5,Brisbane Lions,1.56,Pointsbet,1.7505,Betfair,15.5,-21.229099378199635
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,20.5,Brisbane Lions,1.4,Pointsbet,2.0069999999999997,Betfair,18.5,-21.25418179229839
Brisbane Lions v Adelaide Crows,Player Disposals,Hugh McCluggage,Brisbane Lions,18.5,Adelaide Crows,1.44,Pointsbet,1.93,Sportsbet,16.5,-21.257915947035123
Brisbane Lions v Adelaide Crows,Player Disposals,Izak Rankine,Adelaide Crows,28.5,Brisbane Lions,1.5,Pointsbet,1.83,Neds,26.5,-21.311475409836067
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.5,Sportsbet,1.83,Neds,21.5,-21.311475409836067
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Dunkley,Brisbane Lions,22.5,Adelaide Crows,1.4,Neds,2,Sportsbet,19.5,-21.42857142857144
Brisbane Lions v Adelaide Crows,Player Disposals,Harris Andrews,Brisbane Lions,13.5,Adelaide Crows,1.42,Pointsbet,1.96,Sportsbet,12.5,-21.44294337453292
Brisbane Lions v Adelaide Crows,Player Disposals,Josh Worrell,Adelaide Crows,18.5,Brisbane Lions,1.44,Pointsbet,1.92,Neds,17.5,-21.527777777777768
Brisbane Lions v Adelaide Crows,Player Disposals,Rory Laird,Adelaide Crows,21.5,Brisbane Lions,1.56,Pointsbet,1.74,Sportsbet,19.5,-21.573828470380185
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.48,Pointsbet,1.85,Sportsbet,20.5,-21.62162162162162
Brisbane Lions v Adelaide Crows,Player Disposals,Wayne Milera,Adelaide Crows,22.5,Brisbane Lions,1.48,Pointsbet,1.85,Neds,20.5,-21.62162162162162
