player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Alex Pearce,3.5,0.6666666666666666,0.6,0.5714285714285714,0.7
Alex Pearce,4,0.6666666666666666,0.6,0.5714285714285714,0.6
Alex Pearce,5.5,0.6666666666666666,0.4,0.42857142857142855,0.5
Alex Pearce,7.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Andrew Brayshaw,2.5,0.33333333333333337,0.4,0.42857142857142855,0.6
Andrew Brayshaw,3.5,0.33333333333333337,0.4,0.2857142857142857,0.5
Andrew Brayshaw,4.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Andrew Brayshaw,5.5,0,0,0,0
Bailey Banfield,2.5,1,0.8,0.8571428571428571,0.8
Bailey Banfield,3.5,0.6666666666666666,0.6,0.7142857142857143,0.6
Bailey Banfield,4.5,0.6666666666666666,0.4,0.5714285714285714,0.5
Bailey Banfield,5.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Bailey Banfield,6.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Bailey Humphrey,2.5,0.6666666666666666,0.8,0.8571428571428571,0.8
Bailey Humphrey,3.5,0.33333333333333337,0.6,0.42857142857142855,0.5
Bailey Humphrey,4.5,0,0,0,0.20000000000000004
Bailey Humphrey,5.5,0,0,0,0
Ben Ainsworth,2.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Ben Ainsworth,3.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Ben Ainsworth,4.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Ben Ainsworth,5.5,0,0,0,0
Ben King,2.5,0.6666666666666666,0.6,0.5714285714285714,0.5
Ben King,3.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Ben King,4.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Ben King,5.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Ben Long,4.5,0.6666666666666666,0.6,0.7142857142857143,0.5
Ben Long,6.5,0,0.2,0.42857142857142855,0.3
Ben Long,8.5,0,0,0,0
Bodhi Uwland,3.5,0.6666666666666666,0.8,0.7142857142857143,0.8
Bodhi Uwland,5.5,0.6666666666666666,0.8,0.7142857142857143,0.6
Bodhi Uwland,7.5,0,0,0,0.10000000000000002
Bodhi Uwland,9.5,0,0,0,0
Brayden Fiorini,4.5,0.33333333333333337,0.2,0.42857142857142855,0.4
Brayden Fiorini,6.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Brayden Fiorini,8.5,0,0,0,0
Brennan Cox,3.5,0.6666666666666666,0.6,0.7142857142857143,0.6
Brennan Cox,5.5,0,0,0.14285714285714288,0.20000000000000004
Brennan Cox,7.5,0,0,0,0
Connor Budarick,2.5,0.33333333333333337,0.4,0.5714285714285714,0.6
Connor Budarick,3.5,0,0.2,0.2857142857142857,0.3
Connor Budarick,4.5,0,0.2,0.2857142857142857,0.3
Connor Budarick,5.5,0,0,0.14285714285714288,0.2
Daniel Rioli,3.5,0,0.2,0.2857142857142857,0.39999999999999997
Daniel Rioli,4.5,0,0,0.14285714285714288,0.3
Daniel Rioli,5.5,0,0,0.14285714285714288,0.1
Daniel Rioli,6.5,0,0,0,0
Ethan Read,2.5,0.6666666666666666,0.8,0.7142857142857143,0.5
Ethan Read,3.5,0.33333333333333337,0.6,0.5714285714285714,0.39999999999999997
Ethan Read,4.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Ethan Read,5.5,0,0,0.14285714285714288,0.1
Hayden Young,2.5,0,0.2,0.2857142857142857,0.39999999999999997
Hayden Young,3.5,0,0.2,0.14285714285714288,0.2
Hayden Young,4.5,0,0,0,0.1
Hayden Young,5.5,0,0,0,0
Heath Chapman,4.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Heath Chapman,6.5,0,0,0,0
Heath Chapman,8.5,0,0,0,0
Jaeger O'Meara,2.5,0,0.2,0.2857142857142857,0.4
Jaeger O'Meara,3.5,0,0.2,0.14285714285714288,0.3
Jaeger O'Meara,4.5,0,0,0,0.10000000000000002
Jaeger O'Meara,5.5,0,0,0,0
Joel Jeffrey,4.5,0,0.2,0.42857142857142855,0.5
Joel Jeffrey,6.5,0,0.2,0.42857142857142855,0.39999999999999997
Joel Jeffrey,8.5,0,0,0,0.10000000000000002
Joel Jeffrey,10.5,0,0,0,0
John Noble,3.5,0.33333333333333337,0.4,0.5714285714285714,0.7
John Noble,4.5,0.33333333333333337,0.4,0.5714285714285714,0.5
John Noble,5.5,0,0.2,0.2857142857142857,0.3
John Noble,7.5,0,0,0,0.10000000000000002
John Noble,9.5,0,0,0,0
Jordan Clark,4.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Jordan Clark,6.5,0,0,0,0.20000000000000004
Jordan Clark,8.5,0,0,0,0.10000000000000002
Josh Treacy,4,1,0.8,0.5714285714285714,0.5
Josh Treacy,4.5,1,0.8,0.5714285714285714,0.5
Josh Treacy,6.5,1,0.6,0.42857142857142855,0.29999999999999993
Josh Treacy,8.5,0,0,0,0
Jy Farrar,4.5,0.33333333333333337,0.6,0.5714285714285714,0.5
Jy Farrar,6.5,0,0,0,0
Jy Farrar,8.5,0,0,0,0
Jye Amiss,2.5,0.33333333333333337,0.6,0.5714285714285714,0.6
Jye Amiss,3.5,0.33333333333333337,0.4,0.42857142857142855,0.5
Jye Amiss,4.5,0.33333333333333337,0.4,0.42857142857142855,0.4
Jye Amiss,5.5,0,0,0.14285714285714288,0.1
Karl Worner,2.5,1,1,1,0.9
Karl Worner,3.5,0.6666666666666666,0.6,0.5714285714285714,0.5
Karl Worner,4.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Karl Worner,5.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Karl Worner,6.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Lachie Weller,2.5,0.33333333333333337,0.4,0.5714285714285714,0.5
Lachie Weller,3.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Lachie Weller,4.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Lachie Weller,5.5,0,0,0,0
Luke Jackson,2.5,0.6666666666666666,0.6,0.7142857142857143,0.7
Luke Jackson,3.5,0,0.2,0.42857142857142855,0.5
Luke Jackson,4.5,0,0.2,0.2857142857142857,0.3
Luke Jackson,5.5,0,0.2,0.14285714285714288,0.2
Luke Ryan,4.5,1,0.8,0.7142857142857143,0.8
Luke Ryan,5,0.6666666666666666,0.6,0.5714285714285714,0.6
Luke Ryan,6.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Luke Ryan,8.5,0,0,0,0
Luke Ryan,10.5,0,0,0,0
Mac Andrew,4.5,1,0.8,0.7142857142857143,0.8
Mac Andrew,5,0.6666666666666666,0.6,0.5714285714285714,0.7
Mac Andrew,6.5,0.6666666666666666,0.6,0.5714285714285714,0.6
Mac Andrew,8.5,0,0,0.14285714285714288,0.1
Mac Andrew,10.5,0,0,0.14285714285714288,0.1
Michael Frederick,2.5,0.33333333333333337,0.4,0.5714285714285714,0.7
Michael Frederick,3.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Michael Frederick,4.5,0,0.2,0.14285714285714288,0.2
Michael Frederick,5.5,0,0,0,0
Nathan O'Driscoll,2.5,0.33333333333333337,0.2,0.2857142857142857,0.5
Nathan O'Driscoll,3.5,0,0,0.14285714285714288,0.4
Nathan O'Driscoll,4.5,0,0,0.14285714285714288,0.20000000000000004
Nathan O'Driscoll,5.5,0,0,0,0.10000000000000002
Neil Erasmus,2.5,0,0.39999999999999997,0.2857142857142857,0.39999999999999997
Neil Erasmus,3.5,0,0.2,0.14285714285714288,0.3
Neil Erasmus,4.5,0,0.2,0.14285714285714288,0.2
Neil Erasmus,5.5,0,0.2,0.14285714285714288,0.2
Noah Anderson,2.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Noah Anderson,3.5,0.33333333333333337,0.4,0.5714285714285714,0.6
Noah Anderson,4.5,0,0.2,0.2857142857142857,0.3
Noah Anderson,5.5,0,0.2,0.14285714285714288,0.2
Patrick Voss,2.5,0.6666666666666666,0.8,0.8571428571428571,0.7
Patrick Voss,3.5,0.33333333333333337,0.4,0.5714285714285714,0.39999999999999997
Patrick Voss,4.5,0,0.2,0.42857142857142855,0.3
Patrick Voss,5.5,0,0,0.14285714285714288,0.1
Sam Collins,4.5,0,0,0.14285714285714288,0.4
Sam Collins,6.5,0,0,0.14285714285714288,0.2
Sam Collins,8.5,0,0,0.14285714285714288,0.1
Sam Collins,10.5,0,0,0,0
