player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Adam Saad,1.5,0.33333333333333337,0.6,0.7142857142857143,0.8
Adam Saad,3.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Adam Saad,5.5,0,0,0,0
Alex Davies,3.5,1,1,1,1
Alex Davies,4.5,0.33333333333333337,0.4,0.5714285714285714,0.7
Alex Davies,5.5,0.33333333333333337,0.4,0.5714285714285714,0.7
Alex Davies,6.5,0.33333333333333337,0.4,0.42857142857142855,0.4
Alex Davies,7.5,0.33333333333333337,0.4,0.42857142857142855,0.4
Alex Davies,8.5,0.33333333333333337,0.4,0.42857142857142855,0.4
Alex Davies,9.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Alex Davies,10.5,0,0.2,0.14285714285714288,0.1
Alex Neal-Bullen,3.5,1,0.8,0.7142857142857143,0.7
Alex Neal-Bullen,4.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Alex Neal-Bullen,5.5,0.33333333333333337,0.4,0.2857142857142857,0.20000000000000004
Alex Neal-Bullen,6.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Alex Neal-Bullen,7.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Alex Neal-Bullen,8.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Alex Neal-Bullen,9.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Aliir Aliir,1.5,0.6666666666666666,0.6,0.42857142857142855,0.5
Aliir Aliir,3.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Alixzander Tauru,1.5,0,0.39999999999999997,NA,NA
Alixzander Tauru,3.5,0,0.2,NA,NA
Andrew Brayshaw,3.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Andrew Brayshaw,5.5,0.6666666666666666,0.6,0.5714285714285714,0.7
Andrew Brayshaw,7.5,0.6666666666666666,0.4,0.42857142857142855,0.4
Andrew Brayshaw,9.5,0.6666666666666666,0.4,0.2857142857142857,0.20000000000000004
Andrew McGrath,2.5,0.6666666666666666,0.6,0.42857142857142855,0.29999999999999993
Andrew McGrath,3.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Andrew McGrath,4.5,0,0,0,0
Andrew McGrath,5.5,0,0,0,0
Andrew McGrath,6.5,0,0,0,0
Andrew McGrath,7.5,0,0,0,0
Angus Clarke,1.5,0.33333333333333337,0.4,0.2857142857142857,NA
Angus Clarke,2.5,0.33333333333333337,0.2,0.14285714285714288,NA
Angus Clarke,3.5,0,0,0,NA
Angus Clarke,4.5,0,0,0,NA
Angus Hastie,1.5,0.33333333333333337,0.6,0.5714285714285714,0.5
Angus Hastie,3.5,0,0,0,0
Angus Sheldrick,3.5,1,1,0.8571428571428571,0.9
Angus Sheldrick,5.5,0.33333333333333337,0.6,0.5714285714285714,0.6
Angus Sheldrick,7.5,0,0,0,0
Angus Sheldrick,9.5,0,0,0,0
Anthony Caminiti,1.5,0,0.2,0.42857142857142855,0.6
Anthony Caminiti,3.5,0,0,0.14285714285714288,0.1
Archer May,1.5,1,1,NA,NA
Archer May,2.5,1,1,NA,NA
Archer May,3.5,0.33333333333333337,0.2,NA,NA
Archer May,4.5,0.33333333333333337,0.2,NA,NA
Archer May,5.5,0,0,NA,NA
Archer May,7.5,0,0,NA,NA
Archer May,9.5,0,0,NA,NA
Archer Reid,1.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Archer Reid,2.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Archer Reid,3.5,0,0,0.14285714285714288,0.1
Archie Perkins,1.5,1,0.6,0.5714285714285714,0.7
Archie Perkins,2.5,1,0.6,0.42857142857142855,0.4
Archie Perkins,3.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Archie Perkins,4.5,0,0,0,0
Archie Perkins,5.5,0,0,0,0
Archie Perkins,7.5,0,0,0,0
Archie Perkins,9.5,0,0,0,0
Archie Roberts,1.5,1,1,0.8571428571428571,0.7
Archie Roberts,2.5,0.6666666666666666,0.6,0.42857142857142855,0.29999999999999993
Archie Roberts,3.5,0.33333333333333337,0.4,0.2857142857142857,0.20000000000000004
Archie Roberts,4.5,0,0.2,0.14285714285714288,0.1
Archie Roberts,5.5,0,0,0,0
Archie Roberts,7.5,0,0,0,0
Ashton Moir,1.5,0.33333333333333337,0.2,0.2857142857142857,NA
Ashton Moir,3.5,0,0,0,NA
Bailey Banfield,1.5,0.33333333333333337,0.6,0.5714285714285714,0.6
Bailey Banfield,3.5,0.33333333333333337,0.4,0.2857142857142857,0.20000000000000004
Bailey Humphrey,2.5,0.6666666666666666,0.8,0.7142857142857143,0.8
Bailey Humphrey,3.5,0.33333333333333337,0.6,0.42857142857142855,0.6
Bailey Humphrey,4.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Bailey Humphrey,5.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Bailey Humphrey,6.5,0.33333333333333337,0.2,0.14285714285714288,0.3
Bailey Humphrey,7.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Bailey Humphrey,9.5,0,0,0,0
Bailey J. Williams,1.5,0.33333333333333337,0.4,0.42857142857142855,0.3
Bailey J. Williams,2.5,0,0,0.14285714285714288,0.1
Bailey J. Williams,3.5,0,0,0,0
Bailey J. Williams,4.5,0,0,0,0
Bailey J. Williams,5.5,0,0,0,0
Bailey Smith,1.5,1,1,1,1
Bailey Smith,3.5,0.6666666666666666,0.6,0.7142857142857143,0.7
Bailey Smith,4.5,0.33333333333333337,0.2,0.2857142857142857,0.4
Bailey Smith,5.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Bailey Smith,7.5,0,0,0,0.10000000000000002
Bailey Smith,9.5,0,0,0,0.10000000000000002
Bailey Williams,1.5,0.33333333333333337,0.6,0.7142857142857143,0.8
Bailey Williams,2.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Bailey Williams,3.5,0,0.2,0.14285714285714288,0.1
Bailey Williams,4.5,0,0.2,0.14285714285714288,0.1
