player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Scott Pendlebury,24.5,0,0,0,0
Scott Pendlebury,29.5,0,0,0,0
Scott Pendlebury,34.5,0,0,0,0
Scott Pendlebury,39.5,0,0,0,0
Scott Pendlebury,44.5,0,0,0,0
Scott Pendlebury,49.5,0,0,0,0
Dayne Zorko,24.5,0,0,0,0
Dayne Zorko,29.5,0,0,0,0
Dayne Zorko,34.5,0,0,0,0
Dayne Zorko,39.5,0,0,0,0
Dayne Zorko,44.5,0,0,0,0
Dayne Zorko,49.5,0,0,0,0
Patrick Dangerfield,24.5,0,0,0,0
Patrick Dangerfield,29.5,0,0,0,0
Patrick Dangerfield,34.5,0,0,0,0
Patrick Dangerfield,39.5,0,0,0,0
Patrick Dangerfield,44.5,0,0,0,0
Patrick Dangerfield,49.5,0,0,0,0
Rhys Stanley,24.5,0,0.2,0.14285714285714285,0.3
Rhys Stanley,29.5,0,0.2,0.14285714285714285,0.2
Rhys Stanley,34.5,0,0,0,0
Rhys Stanley,39.5,0,0,0,0
Rhys Stanley,44.5,0,0,0,0
Rhys Stanley,49.5,0,0,0,0
Taylor Walker,24.5,0,0,0,0
Taylor Walker,29.5,0,0,0,0
Taylor Walker,34.5,0,0,0,0
Taylor Walker,39.5,0,0,0,0
Taylor Walker,44.5,0,0,0,0
Taylor Walker,49.5,0,0,0,0
Jake Melksham,24.5,0,0,0,0
Jake Melksham,29.5,0,0,0,0
Jake Melksham,34.5,0,0,0,0
Jake Melksham,39.5,0,0,0,0
Jake Melksham,44.5,0,0,0,0
Jake Melksham,49.5,0,0,0,0
Steele Sidebottom,24.5,0,0,0,0
Steele Sidebottom,29.5,0,0,0,0
Steele Sidebottom,34.5,0,0,0,0
Steele Sidebottom,39.5,0,0,0,0
Steele Sidebottom,44.5,0,0,0,0
Steele Sidebottom,49.5,0,0,0,0
Steven May,24.5,0,0,0,0
Steven May,29.5,0,0,0,0
Steven May,34.5,0,0,0,0
Steven May,39.5,0,0,0,0
Steven May,44.5,0,0,0,0
Steven May,49.5,0,0,0,0
Tom Campbell,24.5,0,0,0,0
Tom Campbell,29.5,0,0,0,0
Tom Campbell,34.5,0,0,0,0
Tom Campbell,39.5,0,0,0,0
Tom Campbell,44.5,0,0,0,0
Tom Campbell,49.5,0,0,0,0
Dane Rampe,24.5,0,0,0,0
Dane Rampe,29.5,0,0,0,0
Dane Rampe,34.5,0,0,0,0
Dane Rampe,39.5,0,0,0,0
Dane Rampe,44.5,0,0,0,0
Dane Rampe,49.5,0,0,0,0
Max Gawn,24.5,0.6666666666666666,0.8,0.8571428571428571,0.9
Max Gawn,29.5,0.6666666666666666,0.8,0.7142857142857143,0.8
Max Gawn,34.5,0.3333333333333333,0.4,0.2857142857142857,0.4
Max Gawn,39.5,0.3333333333333333,0.2,0.14285714285714285,0.3
Max Gawn,44.5,0.3333333333333333,0.2,0.14285714285714285,0.2
Max Gawn,49.5,0,0,0,0
Dion Prestia,24.5,0,0,0,0
Dion Prestia,29.5,0,0,0,0
Dion Prestia,34.5,0,0,0,0
Dion Prestia,39.5,0,0,0,0
Dion Prestia,44.5,0,0,0,0
Dion Prestia,49.5,0,0,0,0
Luke Parker,24.5,0,0,0,0
Luke Parker,29.5,0,0,0,0
Luke Parker,34.5,0,0,0,0
Luke Parker,39.5,0,0,0,0
Luke Parker,44.5,0,0,0,0
Luke Parker,49.5,0,0,0,0
Tom Liberatore,24.5,0,0,0,0
Tom Liberatore,29.5,0,0,0,0
Tom Liberatore,34.5,0,0,0,0
Tom Liberatore,39.5,0,0,0,0
Tom Liberatore,44.5,0,0,0,0
Tom Liberatore,49.5,0,0,0,0
Jamie Cripps,24.5,0,0,0,0
Jamie Cripps,29.5,0,0,0,0
Jamie Cripps,34.5,0,0,0,0
Jamie Cripps,39.5,0,0,0,0
Jamie Cripps,44.5,0,0,0,0
Jamie Cripps,49.5,0,0,0,0
Jack Darling,24.5,0,0,0,0
Jack Darling,29.5,0,0,0,0
Jack Darling,34.5,0,0,0,0
Jack Darling,39.5,0,0,0,0
Jack Darling,44.5,0,0,0,0
Jack Darling,49.5,0,0,0,0
Jeremy Howe,24.5,0,0,0,0
Jeremy Howe,29.5,0,0,0,0
Jeremy Howe,34.5,0,0,0,0
Jeremy Howe,39.5,0,0,0,0
Jeremy Howe,44.5,0,0,0,0
Jeremy Howe,49.5,0,0,0,0
Jack Gunston,24.5,0,0,0,0
Jack Gunston,29.5,0,0,0,0
Jack Gunston,34.5,0,0,0,0
Jack Gunston,39.5,0,0,0,0
Jack Gunston,44.5,0,0,0,0
Jack Gunston,49.5,0,0,0,0
Tom McDonald,24.5,0,0,0,0
Tom McDonald,29.5,0,0,0,0
Tom McDonald,34.5,0,0,0,0
Tom McDonald,39.5,0,0,0,0
Tom McDonald,44.5,0,0,0,0
Tom McDonald,49.5,0,0,0,0
Ryan Lester,24.5,0,0,0,0
Ryan Lester,29.5,0,0,0,0
Ryan Lester,34.5,0,0,0,0
Ryan Lester,39.5,0,0,0,0
Ryan Lester,44.5,0,0,0,0
Ryan Lester,49.5,0,0,0,0
Taylor Adams,24.5,0,0,0,0
Taylor Adams,29.5,0,0,0,0
Taylor Adams,34.5,0,0,0,0
Taylor Adams,39.5,0,0,0,0
Taylor Adams,44.5,0,0,0,0
Taylor Adams,49.5,0,0,0,0
Adam Treloar,24.5,0,0,0,0
Adam Treloar,29.5,0,0,0,0
Adam Treloar,34.5,0,0,0,0
Adam Treloar,39.5,0,0,0,0
Adam Treloar,44.5,0,0,0,0
Adam Treloar,49.5,0,0,0,0
Tom Stewart,24.5,0,0,0,0
Tom Stewart,29.5,0,0,0,0
Tom Stewart,34.5,0,0,0,0
Tom Stewart,39.5,0,0,0,0
Tom Stewart,44.5,0,0,0,0
Tom Stewart,49.5,0,0,0,0
Brody Mihocek,24.5,0,0,0,0
Brody Mihocek,29.5,0,0,0,0
Brody Mihocek,34.5,0,0,0,0
Brody Mihocek,39.5,0,0,0,0
Brody Mihocek,44.5,0,0,0,0
Brody Mihocek,49.5,0,0,0,0
Jack Viney,24.5,0,0,0,0
Jack Viney,29.5,0,0,0,0
Jack Viney,34.5,0,0,0,0
Jack Viney,39.5,0,0,0,0
Jack Viney,44.5,0,0,0,0
Jack Viney,49.5,0,0,0,0
Stephen Coniglio,24.5,0,0,0,0
Stephen Coniglio,29.5,0,0,0,0
Stephen Coniglio,34.5,0,0,0,0
Stephen Coniglio,39.5,0,0,0,0
Stephen Coniglio,44.5,0,0,0,0
Stephen Coniglio,49.5,0,0,0,0
Jarrod Witts,24.5,0,0.4,0.5714285714285714,0.6
Jarrod Witts,29.5,0,0.2,0.2857142857142857,0.4
Jarrod Witts,34.5,0,0.2,0.2857142857142857,0.2
Jarrod Witts,39.5,0,0,0,0
Jarrod Witts,44.5,0,0,0,0
Jarrod Witts,49.5,0,0,0,0
Harry Cunningham,24.5,0,0,0,0
Harry Cunningham,29.5,0,0,0,0
Harry Cunningham,34.5,0,0,0,0
Harry Cunningham,39.5,0,0,0,0
Harry Cunningham,44.5,0,0,0,0
Harry Cunningham,49.5,0,0,0,0
Elliot Yeo,24.5,0,0,0,0
Elliot Yeo,29.5,0,0,0,0
Elliot Yeo,34.5,0,0,0,0
Elliot Yeo,39.5,0,0,0,0
Elliot Yeo,44.5,0,0,0,0
Elliot Yeo,49.5,0,0,0,0
Rory Laird,24.5,0,0,0,0
Rory Laird,29.5,0,0,0,0
Rory Laird,34.5,0,0,0,0
Rory Laird,39.5,0,0,0,0
Rory Laird,44.5,0,0,0,0
Rory Laird,49.5,0,0,0,0
Lachie Neale,24.5,0,0,0,0
Lachie Neale,29.5,0,0,0,0
Lachie Neale,34.5,0,0,0,0
Lachie Neale,39.5,0,0,0,0
Lachie Neale,44.5,0,0,0,0
Lachie Neale,49.5,0,0,0,0
Lincoln McCarthy,24.5,0,0,0,0
Lincoln McCarthy,29.5,0,0,0,0
Lincoln McCarthy,34.5,0,0,0,0
Lincoln McCarthy,39.5,0,0,0,0
Lincoln McCarthy,44.5,0,0,0,0
Lincoln McCarthy,49.5,0,0,0,0
Jamie Elliott,24.5,0,0,0,0
Jamie Elliott,29.5,0,0,0,0
Jamie Elliott,34.5,0,0,0,0
Jamie Elliott,39.5,0,0,0,0
Jamie Elliott,44.5,0,0,0,0
Jamie Elliott,49.5,0,0,0,0
Tom Lynch,24.5,0,0,0,0
Tom Lynch,29.5,0,0,0,0
Tom Lynch,34.5,0,0,0,0
Tom Lynch,39.5,0,0,0,0
Tom Lynch,44.5,0,0,0,0
Tom Lynch,49.5,0,0,0,0
Jeremy Cameron,24.5,0,0,0,0
Jeremy Cameron,29.5,0,0,0,0
Jeremy Cameron,34.5,0,0,0,0
Jeremy Cameron,39.5,0,0,0,0
Jeremy Cameron,44.5,0,0,0,0
Jeremy Cameron,49.5,0,0,0,0
Jack Crisp,24.5,0,0,0,0
Jack Crisp,29.5,0,0,0,0
Jack Crisp,34.5,0,0,0,0
Jack Crisp,39.5,0,0,0,0
Jack Crisp,44.5,0,0,0,0
Jack Crisp,49.5,0,0,0,0
Jed Bews,24.5,0,0,0,0
Jed Bews,29.5,0,0,0,0
Jed Bews,34.5,0,0,0,0
Jed Bews,39.5,0,0,0,0
Jed Bews,44.5,0,0,0,0
Jed Bews,49.5,0,0,0,0
Jake Stringer,24.5,0,0,0,0
Jake Stringer,29.5,0,0,0,0
Jake Stringer,34.5,0,0,0,0
Jake Stringer,39.5,0,0,0,0
Jake Stringer,44.5,0,0,0,0
Jake Stringer,49.5,0,0,0,0
