match,home_team,away_team,date,line,player_name,player_team,opposition_team,over_price,under_price,agency,market_name
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Josh Daicos,Collingwood Magpies,North Melbourne Kangaroos,1.7,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Josh Daicos,Collingwood Magpies,North Melbourne Kangaroos,3.4,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Josh Daicos,Collingwood Magpies,North Melbourne Kangaroos,8.25,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,39.5,Josh Daicos,Collingwood Magpies,North Melbourne Kangaroos,21,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Jy Simpkin,North Melbourne Kangaroos,Collingwood Magpies,1.1,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Jy Simpkin,North Melbourne Kangaroos,Collingwood Magpies,1.54,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Jy Simpkin,North Melbourne Kangaroos,Collingwood Magpies,3.1,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Jy Simpkin,North Melbourne Kangaroos,Collingwood Magpies,8.25,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Jy Simpkin,North Melbourne Kangaroos,Collingwood Magpies,18,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Lachie Schultz,Collingwood Magpies,North Melbourne Kangaroos,1.88,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Lachie Schultz,Collingwood Magpies,North Melbourne Kangaroos,5.75,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Lachlan Sullivan,Collingwood Magpies,North Melbourne Kangaroos,1.33,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Lachlan Sullivan,Collingwood Magpies,North Melbourne Kangaroos,2.88,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Lachlan Sullivan,Collingwood Magpies,North Melbourne Kangaroos,8.5,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Liam Shiels,North Melbourne Kangaroos,Collingwood Magpies,1.65,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Liam Shiels,North Melbourne Kangaroos,Collingwood Magpies,4.2,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Luke Davies-Uniacke,North Melbourne Kangaroos,Collingwood Magpies,1.36,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Luke Davies-Uniacke,North Melbourne Kangaroos,Collingwood Magpies,2.4,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Luke Davies-Uniacke,North Melbourne Kangaroos,Collingwood Magpies,6,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,39.5,Luke Davies-Uniacke,North Melbourne Kangaroos,Collingwood Magpies,16,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Luke McDonald,North Melbourne Kangaroos,Collingwood Magpies,1.56,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Luke McDonald,North Melbourne Kangaroos,Collingwood Magpies,4.2,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Nick Daicos,Collingwood Magpies,North Melbourne Kangaroos,1.09,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Nick Daicos,Collingwood Magpies,North Melbourne Kangaroos,1.42,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Nick Daicos,Collingwood Magpies,North Melbourne Kangaroos,2.35,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,39.5,Nick Daicos,Collingwood Magpies,North Melbourne Kangaroos,5,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Oleg Markov,Collingwood Magpies,North Melbourne Kangaroos,8,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Patrick Lipinski,Collingwood Magpies,North Melbourne Kangaroos,1.1,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Patrick Lipinski,Collingwood Magpies,North Melbourne Kangaroos,1.65,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Patrick Lipinski,Collingwood Magpies,North Melbourne Kangaroos,3.75,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Patrick Lipinski,Collingwood Magpies,North Melbourne Kangaroos,11.5,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Patrick Lipinski,Collingwood Magpies,North Melbourne Kangaroos,51,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Steele Sidebottom,Collingwood Magpies,North Melbourne Kangaroos,1.6,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Steele Sidebottom,Collingwood Magpies,North Melbourne Kangaroos,4.1,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Steele Sidebottom,Collingwood Magpies,North Melbourne Kangaroos,14,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Tom Powell,North Melbourne Kangaroos,Collingwood Magpies,1.43,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Tom Powell,North Melbourne Kangaroos,Collingwood Magpies,2.9,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Tom Powell,North Melbourne Kangaroos,Collingwood Magpies,9,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Tom Powell,North Melbourne Kangaroos,Collingwood Magpies,26,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Tristan Xerri,North Melbourne Kangaroos,Collingwood Magpies,1.35,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Tristan Xerri,North Melbourne Kangaroos,Collingwood Magpies,2.4,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Tristan Xerri,North Melbourne Kangaroos,Collingwood Magpies,6.5,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Tristan Xerri,North Melbourne Kangaroos,Collingwood Magpies,18,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,14.5,Will Hoskin-Elliott,Collingwood Magpies,North Melbourne Kangaroos,1.73,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,19.5,Will Hoskin-Elliott,Collingwood Magpies,North Melbourne Kangaroos,4.75,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Will Hoskin-Elliott,Collingwood Magpies,North Melbourne Kangaroos,15,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,24.5,Zac Fisher,North Melbourne Kangaroos,Collingwood Magpies,1.09,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,29.5,Zac Fisher,North Melbourne Kangaroos,Collingwood Magpies,1.42,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,34.5,Zac Fisher,North Melbourne Kangaroos,Collingwood Magpies,2.35,NA,Unibet,Player Disposals
North Melbourne Kangaroos v Collingwood Magpies,North Melbourne Kangaroos,Collingwood Magpies,2024-06-16,39.5,Zac Fisher,North Melbourne Kangaroos,Collingwood Magpies,5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Ben Miller,Richmond Tigers,Hawthorn Hawks,1.85,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Ben Miller,Richmond Tigers,Hawthorn Hawks,4.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Blake Hardwick,Hawthorn Hawks,Richmond Tigers,1.57,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Blake Hardwick,Hawthorn Hawks,Richmond Tigers,4.3,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Cam Mackenzie,Hawthorn Hawks,Richmond Tigers,1.62,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Cam Mackenzie,Hawthorn Hawks,Richmond Tigers,4.25,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Changkuoth Jiath,Hawthorn Hawks,Richmond Tigers,1.94,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Changkuoth Jiath,Hawthorn Hawks,Richmond Tigers,6,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Connor MacDonald,NA,NA,1.41,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Connor MacDonald,NA,NA,3.1,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Connor MacDonald,NA,NA,10,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Conor Nash,Hawthorn Hawks,Richmond Tigers,1.14,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Conor Nash,Hawthorn Hawks,Richmond Tigers,1.85,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Conor Nash,Hawthorn Hawks,Richmond Tigers,4.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Conor Nash,Hawthorn Hawks,Richmond Tigers,14,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Daniel Rioli,Richmond Tigers,Hawthorn Hawks,1.34,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Daniel Rioli,Richmond Tigers,Hawthorn Hawks,2.45,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Daniel Rioli,Richmond Tigers,Hawthorn Hawks,6.25,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Daniel Rioli,Richmond Tigers,Hawthorn Hawks,16,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,39.5,Daniel Rioli,Richmond Tigers,Hawthorn Hawks,71,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,1.03,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,1.38,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,2.3,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,5.1,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,13,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,39.5,Dustin Martin,Richmond Tigers,Hawthorn Hawks,41,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Dylan Moore,Hawthorn Hawks,Richmond Tigers,1.16,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Dylan Moore,Hawthorn Hawks,Richmond Tigers,1.89,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Dylan Moore,Hawthorn Hawks,Richmond Tigers,4.8,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Hugo Ralphsmith,Richmond Tigers,Hawthorn Hawks,1.55,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Hugo Ralphsmith,Richmond Tigers,Hawthorn Hawks,4.25,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Hugo Ralphsmith,Richmond Tigers,Hawthorn Hawks,11,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Jack Ginnivan,Hawthorn Hawks,Richmond Tigers,1.36,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jack Ginnivan,Hawthorn Hawks,Richmond Tigers,2.65,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Jack Ginnivan,Hawthorn Hawks,Richmond Tigers,6.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Jack Ginnivan,Hawthorn Hawks,Richmond Tigers,19,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Jack Graham,Richmond Tigers,Hawthorn Hawks,1.3,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jack Graham,Richmond Tigers,Hawthorn Hawks,2.65,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Jack Graham,Richmond Tigers,Hawthorn Hawks,8.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jack Gunston,Hawthorn Hawks,Richmond Tigers,8.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Jack Scrimshaw,Hawthorn Hawks,Richmond Tigers,1.38,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jack Scrimshaw,Hawthorn Hawks,Richmond Tigers,3.2,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jai Newcombe,Hawthorn Hawks,Richmond Tigers,1.22,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Jai Newcombe,Hawthorn Hawks,Richmond Tigers,2,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Jai Newcombe,Hawthorn Hawks,Richmond Tigers,4.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Jai Newcombe,Hawthorn Hawks,Richmond Tigers,12,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,39.5,Jai Newcombe,Hawthorn Hawks,Richmond Tigers,56,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,James Sicily,Hawthorn Hawks,Richmond Tigers,1.36,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,James Sicily,Hawthorn Hawks,Richmond Tigers,2.55,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,James Sicily,Hawthorn Hawks,Richmond Tigers,7,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,James Sicily,Hawthorn Hawks,Richmond Tigers,23,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,James Worpel,Hawthorn Hawks,Richmond Tigers,1.07,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,James Worpel,Hawthorn Hawks,Richmond Tigers,1.57,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,James Worpel,Hawthorn Hawks,Richmond Tigers,3.6,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,James Worpel,Hawthorn Hawks,Richmond Tigers,10,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Jarman Impey,Hawthorn Hawks,Richmond Tigers,1.17,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jarman Impey,Hawthorn Hawks,Richmond Tigers,2,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Jarman Impey,Hawthorn Hawks,Richmond Tigers,4.75,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Jarman Impey,Hawthorn Hawks,Richmond Tigers,13,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Jarman Impey,Hawthorn Hawks,Richmond Tigers,41,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Jayden Short,Richmond Tigers,Hawthorn Hawks,1.36,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Jayden Short,Richmond Tigers,Hawthorn Hawks,2.3,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Jayden Short,Richmond Tigers,Hawthorn Hawks,6,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Jayden Short,Richmond Tigers,Hawthorn Hawks,17,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Josh Weddle,Hawthorn Hawks,Richmond Tigers,1.62,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Josh Weddle,Hawthorn Hawks,Richmond Tigers,4.35,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Kamdyn McIntosh,Richmond Tigers,Hawthorn Hawks,1.67,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Kamdyn McIntosh,Richmond Tigers,Hawthorn Hawks,4.75,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Karl Amon,Hawthorn Hawks,Richmond Tigers,1.18,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Karl Amon,Hawthorn Hawks,Richmond Tigers,1.85,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Karl Amon,Hawthorn Hawks,Richmond Tigers,4,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Karl Amon,Hawthorn Hawks,Richmond Tigers,11,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,39.5,Karl Amon,Hawthorn Hawks,Richmond Tigers,46,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Liam Baker,Richmond Tigers,Hawthorn Hawks,1.26,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Liam Baker,Richmond Tigers,Hawthorn Hawks,2.1,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Liam Baker,Richmond Tigers,Hawthorn Hawks,5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Liam Baker,Richmond Tigers,Hawthorn Hawks,15,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Massimo D'Ambrosio,Hawthorn Hawks,Richmond Tigers,1.36,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Massimo D'Ambrosio,Hawthorn Hawks,Richmond Tigers,2.55,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,29.5,Massimo D'Ambrosio,Hawthorn Hawks,Richmond Tigers,6.5,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,34.5,Massimo D'Ambrosio,Hawthorn Hawks,Richmond Tigers,19,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Nathan Broad,Richmond Tigers,Hawthorn Hawks,1.87,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Nathan Broad,Richmond Tigers,Hawthorn Hawks,5.75,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Nick Vlastuin,Richmond Tigers,Hawthorn Hawks,1.25,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,19.5,Nick Vlastuin,Richmond Tigers,Hawthorn Hawks,2.62,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,24.5,Nick Vlastuin,Richmond Tigers,Hawthorn Hawks,8,NA,Unibet,Player Disposals
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,2024-06-15,14.5,Noah Balta,Richmond Tigers,Hawthorn Hawks,1.28,NA,Unibet,Player Disposals
