match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Connor O'Sullivan,Geelong Cats,9.5,1.69,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870202
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Gryan Miers,Geelong Cats,9.5,1.21,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870194
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jeremy Cameron,Geelong Cats,9.5,1.82,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870207
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Shaun Mannagh,Geelong Cats,9.5,1.35,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870171
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Tanner Bruhn,Geelong Cats,9.5,1.44,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870170
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Tom Stewart,Geelong Cats,9.5,1.08,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870203
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Zach Guthrie,Geelong Cats,9.5,1.4,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870184
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Mark O'Connor,Geelong Cats,9.5,2.95,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870172
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oliver Dempsey,Geelong Cats,9.5,2.95,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870191
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Patrick Dangerfield,Geelong Cats,9.5,2.55,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870167
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oisin Mullin,Geelong Cats,9.5,3.1,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870179
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oliver Henry,Geelong Cats,9.5,3.45,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870204
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Shannon Neale,Geelong Cats,9.5,3.5,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870197
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jack Martin,Geelong Cats,9.5,4.3,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870183
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Sam De Koning,Geelong Cats,9.5,4.6,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870190
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Tom Atkins,Geelong Cats,9.5,4,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870185
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jack Henry,Geelong Cats,9.5,5.5,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870181
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oliver Wiltshire,Geelong Cats,9.5,5.8,Sportsbet,Brisbane Lions,103,17131,15982363,588807144,2808870198
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Bruce Reville,Brisbane Lions,9.5,1.76,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870200
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Cam Rayner,Brisbane Lions,9.5,1.99,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870177
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Charlie Cameron,Brisbane Lions,9.5,1.7,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870209
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Conor McKenna,Brisbane Lions,9.5,1.58,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870187
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Harris Andrews,Brisbane Lions,9.5,1.97,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870182
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jarrod Berry,Brisbane Lions,9.5,1.4,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870201
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jaspa Fletcher,Brisbane Lions,9.5,1.49,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870205
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Josh Dunkley,Brisbane Lions,9.5,1.31,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870195
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Lachie Neale,Brisbane Lions,9.5,1.26,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870188
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Levi Ashcroft,Brisbane Lions,9.5,1.19,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870199
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Logan Morris,Brisbane Lions,9.5,1.84,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870178
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Ryan Lester,Brisbane Lions,9.5,1.97,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870206
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Ty Gallop,Brisbane Lions,9.5,1.7,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870166
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Zac Bailey,Brisbane Lions,9.5,1.08,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870186
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Darcy Fort,Brisbane Lions,9.5,2.35,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870192
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Darcy Gardiner,Brisbane Lions,9.5,2.35,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870174
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Eric Hipwood,Brisbane Lions,9.5,2.45,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870180
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,James Tunstill,Brisbane Lions,9.5,2.45,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870168
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Kai Lohmann,Brisbane Lions,9.5,2.45,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870173
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Noah Answerth,Brisbane Lions,9.5,2.2,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870208
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Sam Draper,Brisbane Lions,9.5,2.12,Sportsbet,Geelong Cats,103,17131,15982363,588807144,2808870169
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Gryan Miers,Geelong Cats,11.5,1.62,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870840
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Lawson Humphries,Geelong Cats,11.5,1.18,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870837
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Max Holmes,Geelong Cats,11.5,1.13,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870824
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Shaun Mannagh,Geelong Cats,11.5,1.95,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870804
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Tom Stewart,Geelong Cats,11.5,1.28,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870822
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Connor O'Sullivan,Geelong Cats,11.5,2.7,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870829
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Tanner Bruhn,Geelong Cats,11.5,2.12,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870836
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Zach Guthrie,Geelong Cats,11.5,2.08,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870819
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jeremy Cameron,Geelong Cats,11.5,3,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870830
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Patrick Dangerfield,Geelong Cats,11.5,5,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870814
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Mark O'Connor,Geelong Cats,11.5,6.5,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870844
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oisin Mullin,Geelong Cats,11.5,6.25,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870843
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Oliver Dempsey,Geelong Cats,11.5,6.5,Sportsbet,Brisbane Lions,103,17131,15982363,588807160,2808870812
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Josh Dunkley,Brisbane Lions,11.5,1.86,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870813
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Lachie Neale,Brisbane Lions,11.5,1.75,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870834
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Levi Ashcroft,Brisbane Lions,11.5,1.56,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870801
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Will Ashcroft,Brisbane Lions,11.5,1.18,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870820
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Zac Bailey,Brisbane Lions,11.5,1.29,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870827
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Bruce Reville,Brisbane Lions,11.5,2.95,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870831
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Charlie Cameron,Brisbane Lions,11.5,2.65,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870803
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Conor McKenna,Brisbane Lions,11.5,2.55,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870821
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jarrod Berry,Brisbane Lions,11.5,2.08,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870802
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Jaspa Fletcher,Brisbane Lions,11.5,2.25,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870811
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Logan Morris,Brisbane Lions,11.5,2.8,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870845
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Ty Gallop,Brisbane Lions,11.5,2.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870832
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Cam Rayner,Brisbane Lions,11.5,3.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870839
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Harris Andrews,Brisbane Lions,11.5,3.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870842
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Ryan Lester,Brisbane Lions,11.5,3.5,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870805
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Sam Draper,Brisbane Lions,11.5,3.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870807
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Darcy Fort,Brisbane Lions,11.5,4.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870826
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Darcy Gardiner,Brisbane Lions,11.5,4.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870833
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Eric Hipwood,Brisbane Lions,11.5,4.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870828
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,James Tunstill,Brisbane Lions,11.5,4.6,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870818
Geelong Cats v Brisbane Lions,Geelong Cats,Brisbane Lions,Player Kicks,Kai Lohmann,Brisbane Lions,11.5,4.9,Sportsbet,Geelong Cats,103,17131,15982363,588807160,2808870806
