match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Adam Cerra,Carlton,69.5,1.1,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117961
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Ben Ainsworth,Carlton,69.5,1.15,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117966
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Billy Wilson,Carlton,69.5,1.15,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117952
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Blake Acres,Carlton,69.5,1.22,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117981
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Brodie Kemp,Carlton,69.5,1.79,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117968
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Cooper Lord,Carlton,69.5,1.31,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117967
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Francis Evans,Carlton,69.5,1.4,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117955
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,George Hewett,Carlton,69.5,1.07,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117987
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Lachlan Cowan,Carlton,69.5,1.22,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117989
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Marc Pittonet,Carlton,69.5,1.29,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117984
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Matthew Cottrell,Carlton,69.5,1.64,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117985
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Nick Haynes,Carlton,69.5,1.29,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117960
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Oliver Florent,Carlton,69.5,1.18,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117973
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Will Hayward,Carlton,69.5,1.41,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117970
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Harry Dean,Carlton,69.5,2.65,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117994
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Lewis Young,Carlton,69.5,2.18,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117990
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Mitch McGovern,Carlton,69.5,2.05,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117979
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Talor Byrne,Carlton,69.5,2.1,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117991
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Wade Derksen,Carlton,69.5,3.05,Sportsbet,Brisbane Lions,103,17131,16162729,595158950,2838117971
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Bruce Reville,Brisbane Lions,69.5,1.76,Sportsbet,Carlton,103,17131,16162729,595158950,2838117969
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Cam Rayner,Brisbane Lions,69.5,1.23,Sportsbet,Carlton,103,17131,16162729,595158950,2838117974
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Charlie Cameron,Brisbane Lions,69.5,1.75,Sportsbet,Carlton,103,17131,16162729,595158950,2838117997
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Darcy Fort,Brisbane Lions,69.5,1.47,Sportsbet,Carlton,103,17131,16162729,595158950,2838117983
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Harris Andrews,Brisbane Lions,69.5,1.33,Sportsbet,Carlton,103,17131,16162729,595158950,2838117982
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Hugh McCluggage,Brisbane Lions,69.5,1.06,Sportsbet,Carlton,103,17131,16162729,595158950,2838117980
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Jarrod Berry,Brisbane Lions,69.5,1.29,Sportsbet,Carlton,103,17131,16162729,595158950,2838117953
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Jaspa Fletcher,Brisbane Lions,69.5,1.12,Sportsbet,Carlton,103,17131,16162729,595158950,2838117995
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Kai Lohmann,Brisbane Lions,69.5,1.28,Sportsbet,Carlton,103,17131,16162729,595158950,2838117972
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Levi Ashcroft,Brisbane Lions,69.5,1.33,Sportsbet,Carlton,103,17131,16162729,595158950,2838117976
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Logan Morris,Brisbane Lions,69.5,1.49,Sportsbet,Carlton,103,17131,16162729,595158950,2838117957
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Noah Answerth,Brisbane Lions,69.5,1.68,Sportsbet,Carlton,103,17131,16162729,595158950,2838117993
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Ryan Lester,Brisbane Lions,69.5,1.38,Sportsbet,Carlton,103,17131,16162729,595158950,2838117996
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Sam Draper,Brisbane Lions,69.5,1.29,Sportsbet,Carlton,103,17131,16162729,595158950,2838117963
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Conor McKenna,Brisbane Lions,69.5,2.6,Sportsbet,Carlton,103,17131,16162729,595158950,2838117959
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Eric Hipwood,Brisbane Lions,69.5,3,Sportsbet,Carlton,103,17131,16162729,595158950,2838117962
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Adam Cerra,Carlton,74.5,1.17,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117825
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Ben Ainsworth,Carlton,74.5,1.25,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117852
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Billy Wilson,Carlton,74.5,1.25,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117829
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Blake Acres,Carlton,74.5,1.36,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117850
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Cooper Lord,Carlton,74.5,1.49,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117846
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Francis Evans,Carlton,74.5,1.6,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117840
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,George Hewett,Carlton,74.5,1.13,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117856
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Jagga Smith,Carlton,74.5,1.1,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117859
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Lachlan Cowan,Carlton,74.5,1.35,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117845
Carlton v Brisbane Lions,Carlton,Brisbane Lions,Player Fantasy Points,Marc Pittonet,Carlton,74.5,1.49,Sportsbet,Brisbane Lions,103,17131,16162729,595158947,2838117851
