match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,group_by_header,event_id,outcome_name,outcome_id,fixed_market_id
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Baker,West Coast Eagles,2.5,1.24,NA,BetRight,Collingwood Magpies,Player Props,61294048,Liam Baker 3+,1,324889002
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Baker,West Coast Eagles,3.5,1.64,NA,BetRight,Collingwood Magpies,Player Props,61294048,Liam Baker 4+,2,324889001
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Baker,West Coast Eagles,4.5,2.25,NA,BetRight,Collingwood Magpies,Player Props,61294048,Liam Baker 5+,3,324889003
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Baker,West Coast Eagles,5.5,3.7,NA,BetRight,Collingwood Magpies,Player Props,61294048,Liam Baker 6+,4,324889000
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Duggan,West Coast Eagles,7.5,1.29,NA,BetRight,Collingwood Magpies,Player Props,61294052,Liam Duggan 8+,1,324889018
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Duggan,West Coast Eagles,9.5,1.91,NA,BetRight,Collingwood Magpies,Player Props,61294052,Liam Duggan 10+,2,324889017
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Duggan,West Coast Eagles,11.5,3.2,NA,BetRight,Collingwood Magpies,Player Props,61294052,Liam Duggan 12+,3,324889019
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Duggan,West Coast Eagles,13.5,6.25,NA,BetRight,Collingwood Magpies,Player Props,61294052,Liam Duggan 14+,4,324889016
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Puncher,Collingwood Magpies,2.5,1.24,NA,BetRight,West Coast Eagles,Player Props,61294082,Liam Puncher 3+,1,324889133
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Puncher,Collingwood Magpies,3.5,1.61,NA,BetRight,West Coast Eagles,Player Props,61294082,Liam Puncher 4+,2,324889135
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Puncher,Collingwood Magpies,4.5,2.35,NA,BetRight,West Coast Eagles,Player Props,61294082,Liam Puncher 5+,3,324889132
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Liam Puncher,Collingwood Magpies,5.5,3.75,NA,BetRight,West Coast Eagles,Player Props,61294082,Liam Puncher 6+,4,324889134
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Marcus Herbert,West Coast Eagles,5.5,1.25,NA,BetRight,Collingwood Magpies,Player Props,61294055,Marcus Herbert 6+,1,324889029
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Marcus Herbert,West Coast Eagles,7.5,1.89,NA,BetRight,Collingwood Magpies,Player Props,61294055,Marcus Herbert 8+,2,324889028
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Marcus Herbert,West Coast Eagles,9.5,3.45,NA,BetRight,Collingwood Magpies,Player Props,61294055,Marcus Herbert 10+,3,324889026
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Marcus Herbert,West Coast Eagles,11.5,6.75,NA,BetRight,Collingwood Magpies,Player Props,61294055,Marcus Herbert 12+,4,324889027
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Milan Murdock,West Coast Eagles,1.5,1.19,NA,BetRight,Collingwood Magpies,Player Props,61294060,Milan Murdock 2+,1,324889048
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Milan Murdock,West Coast Eagles,2.5,1.61,NA,BetRight,Collingwood Magpies,Player Props,61294060,Milan Murdock 3+,2,324889046
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Milan Murdock,West Coast Eagles,3.5,2.45,NA,BetRight,Collingwood Magpies,Player Props,61294060,Milan Murdock 4+,3,324889045
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Milan Murdock,West Coast Eagles,4.5,4.25,NA,BetRight,Collingwood Magpies,Player Props,61294060,Milan Murdock 5+,4,324889047
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Ned Long,Collingwood Magpies,2.5,1.21,NA,BetRight,West Coast Eagles,Player Props,61294078,Ned Long 3+,1,324889118
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Ned Long,Collingwood Magpies,3.5,1.56,NA,BetRight,West Coast Eagles,Player Props,61294078,Ned Long 4+,2,324889116
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Ned Long,Collingwood Magpies,4.5,2.15,NA,BetRight,West Coast Eagles,Player Props,61294078,Ned Long 5+,3,324889115
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Ned Long,Collingwood Magpies,5.5,3.45,NA,BetRight,West Coast Eagles,Player Props,61294078,Ned Long 6+,4,324889117
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Nick Daicos,Collingwood Magpies,4.5,1.59,NA,BetRight,West Coast Eagles,Player Props,61294073,Nicholas Daicos 5+,1,324889098
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Nick Daicos,Collingwood Magpies,6.5,3.25,NA,BetRight,West Coast Eagles,Player Props,61294073,Nicholas Daicos 7+,2,324889100
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Nick Daicos,Collingwood Magpies,8.5,7.5,NA,BetRight,West Coast Eagles,Player Props,61294073,Nicholas Daicos 9+,3,324889099
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Noah Howes,Collingwood Magpies,4.5,1.49,NA,BetRight,West Coast Eagles,Player Props,61294077,Noah Howes 5+,1,324889112
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Noah Howes,Collingwood Magpies,6.5,2.85,NA,BetRight,West Coast Eagles,Player Props,61294077,Noah Howes 7+,2,324889114
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Noah Howes,Collingwood Magpies,8.5,7,NA,BetRight,West Coast Eagles,Player Props,61294077,Noah Howes 9+,3,324889113
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Rhett Bazzo,West Coast Eagles,4.5,1.14,NA,BetRight,Collingwood Magpies,Player Props,61294049,Rhett Bazzo 5+,1,324889004
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Rhett Bazzo,West Coast Eagles,6.5,1.61,NA,BetRight,Collingwood Magpies,Player Props,61294049,Rhett Bazzo 7+,2,324889006
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Rhett Bazzo,West Coast Eagles,8.5,2.85,NA,BetRight,Collingwood Magpies,Player Props,61294049,Rhett Bazzo 9+,3,324889007
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Rhett Bazzo,West Coast Eagles,10.5,6,NA,BetRight,Collingwood Magpies,Player Props,61294049,Rhett Bazzo 11+,4,324889005
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Roan Steele,Collingwood Magpies,1.5,1.17,NA,BetRight,West Coast Eagles,Player Props,61325579,Roan Steele 2+,1,325017890
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Roan Steele,Collingwood Magpies,2.5,1.59,NA,BetRight,West Coast Eagles,Player Props,61325579,Roan Steele 3+,2,325017891
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Roan Steele,Collingwood Magpies,3.5,2.45,NA,BetRight,West Coast Eagles,Player Props,61325579,Roan Steele 4+,3,325017892
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Roan Steele,Collingwood Magpies,4.5,4.25,NA,BetRight,West Coast Eagles,Player Props,61325579,Roan Steele 5+,4,325017893
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Sam Swadling,Collingwood Magpies,3.5,1.29,NA,BetRight,West Coast Eagles,Player Props,61294087,Sam Swadling 4+,4,325023063
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Sam Swadling,Collingwood Magpies,4.5,1.67,NA,BetRight,West Coast Eagles,Player Props,61294087,Sam Swadling 5+,1,324889152
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Sam Swadling,Collingwood Magpies,5.5,2.35,NA,BetRight,West Coast Eagles,Player Props,61294087,Sam Swadling 6+,5,325023064
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Sam Swadling,Collingwood Magpies,6.5,3.55,NA,BetRight,West Coast Eagles,Player Props,61294087,Sam Swadling 7+,2,324889154
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Steele Sidebottom,Collingwood Magpies,2.5,1.1,NA,BetRight,West Coast Eagles,Player Props,61294085,Steele Sidebottom 3+,6,325023062
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Steele Sidebottom,Collingwood Magpies,3.5,1.31,NA,BetRight,West Coast Eagles,Player Props,61294085,Steele Sidebottom 4+,1,324889146
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Steele Sidebottom,Collingwood Magpies,4.5,1.72,NA,BetRight,West Coast Eagles,Player Props,61294085,Steele Sidebottom 5+,2,324889144
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Steele Sidebottom,Collingwood Magpies,5.5,2.45,NA,BetRight,West Coast Eagles,Player Props,61294085,Steele Sidebottom 6+,3,324889147
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Steele Sidebottom,Collingwood Magpies,6.5,3.75,NA,BetRight,West Coast Eagles,Player Props,61294085,Steele Sidebottom 7+,4,324889145
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Kelly,West Coast Eagles,5.5,1.24,NA,BetRight,Collingwood Magpies,Player Props,61294057,Tim Kelly 6+,1,324889037
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Kelly,West Coast Eagles,7.5,1.87,NA,BetRight,Collingwood Magpies,Player Props,61294057,Tim Kelly 8+,2,324889034
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Kelly,West Coast Eagles,9.5,3.35,NA,BetRight,Collingwood Magpies,Player Props,61294057,Tim Kelly 10+,3,324889036
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Kelly,West Coast Eagles,11.5,6.75,NA,BetRight,Collingwood Magpies,Player Props,61294057,Tim Kelly 12+,4,324889035
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Membrey,Collingwood Magpies,4.5,1.14,NA,BetRight,West Coast Eagles,Player Props,61294081,Tim Membrey 5+,1,324889131
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Membrey,Collingwood Magpies,6.5,1.64,NA,BetRight,West Coast Eagles,Player Props,61294081,Tim Membrey 7+,2,324889129
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Membrey,Collingwood Magpies,8.5,2.85,NA,BetRight,West Coast Eagles,Player Props,61294081,Tim Membrey 9+,3,324889130
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tim Membrey,Collingwood Magpies,10.5,6.25,NA,BetRight,West Coast Eagles,Player Props,61294081,Tim Membrey 11+,4,324889128
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Cole,West Coast Eagles,4.5,1.21,NA,BetRight,Collingwood Magpies,Player Props,61294050,Tom Cole 5+,1,324889009
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Cole,West Coast Eagles,6.5,1.85,NA,BetRight,Collingwood Magpies,Player Props,61294050,Tom Cole 7+,2,324889010
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Cole,West Coast Eagles,8.5,3.55,NA,BetRight,Collingwood Magpies,Player Props,61294050,Tom Cole 9+,3,324889008
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Cole,West Coast Eagles,10.5,8,NA,BetRight,Collingwood Magpies,Player Props,61294050,Tom Cole 11+,4,324889011
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Gross,West Coast Eagles,2.5,1.25,NA,BetRight,Collingwood Magpies,Player Props,61325578,Tom Gross 3+,1,325017886
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Gross,West Coast Eagles,3.5,1.69,NA,BetRight,Collingwood Magpies,Player Props,61325578,Tom Gross 4+,2,325017887
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Gross,West Coast Eagles,4.5,2.45,NA,BetRight,Collingwood Magpies,Player Props,61325578,Tom Gross 5+,3,325017888
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom Gross,West Coast Eagles,5.5,4,NA,BetRight,Collingwood Magpies,Player Props,61325578,Tom Gross 6+,4,325017889
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom McCarthy,West Coast Eagles,5.5,1.21,NA,BetRight,Collingwood Magpies,Player Props,61294059,Tom McCarthy 6+,1,324889042
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom McCarthy,West Coast Eagles,7.5,1.79,NA,BetRight,Collingwood Magpies,Player Props,61294059,Tom McCarthy 8+,2,324889044
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom McCarthy,West Coast Eagles,9.5,3.2,NA,BetRight,Collingwood Magpies,Player Props,61294059,Tom McCarthy 10+,3,324889041
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tom McCarthy,West Coast Eagles,11.5,6.5,NA,BetRight,Collingwood Magpies,Player Props,61294059,Tom McCarthy 12+,4,324889043
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tylar Young,West Coast Eagles,4.5,1.14,NA,BetRight,Collingwood Magpies,Player Props,61294067,Tylar Young 5+,1,324889078
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tylar Young,West Coast Eagles,6.5,1.66,NA,BetRight,Collingwood Magpies,Player Props,61294067,Tylar Young 7+,2,324889076
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tylar Young,West Coast Eagles,8.5,2.95,NA,BetRight,Collingwood Magpies,Player Props,61294067,Tylar Young 9+,3,324889077
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Tylar Young,West Coast Eagles,10.5,6.25,NA,BetRight,Collingwood Magpies,Player Props,61294067,Tylar Young 11+,4,324889075
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Willem Duursma,West Coast Eagles,4.5,1.61,NA,BetRight,Collingwood Magpies,Player Props,61294053,Willem Duursma 5+,1,324889021
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Willem Duursma,West Coast Eagles,6.5,3.25,NA,BetRight,Collingwood Magpies,Player Props,61294053,Willem Duursma 7+,2,324889020
West Coast Eagles v Collingwood Magpies,West Coast Eagles,Collingwood Magpies,Player Marks,Willem Duursma,West Coast Eagles,8.5,7.5,NA,BetRight,Collingwood Magpies,Player Props,61294053,Willem Duursma 9+,3,324889022
