match,home_team,away_team,player_team,opposition_team,market_name,player_name,line,over_price,agency,under_price
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,9.5,1.01,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,14.5,1.11,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,19.5,1.65,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,24.5,3.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,29.5,10,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,9.5,1.015,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,14.5,1.16,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,19.5,1.87,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,24.5,4.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,29.5,13,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Cam Rayner,9.5,1.015,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Cam Rayner,14.5,1.16,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Cam Rayner,19.5,1.87,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Cam Rayner,24.5,4.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Cam Rayner,29.5,13,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,9.5,1.025,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,14.5,1.22,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,19.5,2.2,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,24.5,6.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,29.5,19,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Wilmot,9.5,1.025,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Wilmot,14.5,1.22,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Wilmot,19.5,2.2,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Wilmot,24.5,6.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Wilmot,29.5,19,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Sam Marshall,9.5,1.025,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Sam Marshall,14.5,1.22,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Sam Marshall,19.5,2.2,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Sam Marshall,24.5,6.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Sam Marshall,29.5,19,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Levi Ashcroft,9.5,1.04,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Levi Ashcroft,14.5,1.32,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Levi Ashcroft,19.5,2.65,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Levi Ashcroft,24.5,8,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Levi Ashcroft,29.5,23,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Callum Ah Chee,9.5,1.06,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Callum Ah Chee,14.5,1.45,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Callum Ah Chee,19.5,3.35,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Callum Ah Chee,24.5,10,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Harris Andrews,9.5,1.12,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Harris Andrews,14.5,1.87,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Harris Andrews,19.5,5.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Harris Andrews,24.5,19,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Ryan Lester,9.5,1.18,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Ryan Lester,14.5,2.25,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Ryan Lester,19.5,7.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Gardiner,9.5,1.18,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Gardiner,14.5,2.25,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Gardiner,19.5,7.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Bruce Reville,9.5,1.18,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Bruce Reville,14.5,2.25,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Bruce Reville,19.5,7.5,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Eric Hipwood,9.5,1.26,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Eric Hipwood,14.5,2.8,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Eric Hipwood,19.5,10,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Brandon Starcevich,9.5,1.26,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Brandon Starcevich,14.5,2.8,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Brandon Starcevich,19.5,10,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Fort,9.5,1.26,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Fort,14.5,2.8,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Darcy Fort,19.5,10,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Henry Smith,9.5,1.38,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Henry Smith,14.5,3.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Henry Smith,19.5,15,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Logan Morris,9.5,1.38,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Logan Morris,14.5,3.75,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Logan Morris,19.5,15,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Charlie Cameron,9.5,1.87,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Charlie Cameron,14.5,6.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Colby McKercher,19.5,1.02,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Colby McKercher,24.5,1.15,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Colby McKercher,29.5,1.65,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Colby McKercher,34.5,3.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Colby McKercher,39.5,8.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,14.5,1.01,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,19.5,1.1,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,24.5,1.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,29.5,3,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,34.5,8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Davies-Uniacke,39.5,21,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,14.5,1.01,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,19.5,1.1,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,24.5,1.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,29.5,3,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,34.5,8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Harry Sheezel,39.5,21,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Caleb Daniel,14.5,1.015,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Caleb Daniel,19.5,1.13,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Caleb Daniel,24.5,1.65,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Caleb Daniel,29.5,3.6,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Caleb Daniel,34.5,9,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Tom Powell,14.5,1.025,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Tom Powell,19.5,1.18,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Tom Powell,24.5,1.87,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Tom Powell,29.5,4.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Tom Powell,34.5,10.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Parker,14.5,1.04,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Parker,19.5,1.26,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Parker,24.5,2.15,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Parker,29.5,5.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Luke Parker,34.5,15,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Riley Hardeman,9.5,1.04,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Riley Hardeman,14.5,1.32,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Riley Hardeman,19.5,2.65,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Riley Hardeman,24.5,8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Riley Hardeman,29.5,23,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Dylan Stephens,9.5,1.06,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Dylan Stephens,14.5,1.45,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Dylan Stephens,19.5,3.35,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Dylan Stephens,24.5,10,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,George Wardlaw,9.5,1.06,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,George Wardlaw,14.5,1.45,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,George Wardlaw,19.5,3.35,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,George Wardlaw,24.5,10,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Finn O'Sullivan,9.5,1.08,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Finn O'Sullivan,14.5,1.62,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Finn O'Sullivan,19.5,4.33,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Finn O'Sullivan,24.5,13,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Brynn Teakle,9.5,1.12,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Brynn Teakle,14.5,1.87,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Brynn Teakle,19.5,5.75,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Brynn Teakle,24.5,19,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cooper Harvey,9.5,1.12,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cooper Harvey,14.5,1.87,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cooper Harvey,19.5,5.75,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cooper Harvey,24.5,19,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Toby Pink,9.5,1.18,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Toby Pink,14.5,2.25,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Toby Pink,19.5,7.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Zane Duursma,9.5,1.18,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Zane Duursma,14.5,2.25,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Zane Duursma,19.5,7.5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Griffin Logue,9.5,1.26,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Griffin Logue,14.5,2.8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Griffin Logue,19.5,10,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cameron Zurhaar,9.5,1.26,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cameron Zurhaar,14.5,2.8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Cameron Zurhaar,19.5,10,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Charlie Comben,9.5,1.26,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Charlie Comben,14.5,2.8,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Charlie Comben,19.5,10,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Paul Curtis,9.5,1.38,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Paul Curtis,14.5,3.75,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Paul Curtis,19.5,15,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Robert Hansen Jr,9.5,1.38,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Robert Hansen Jr,14.5,3.75,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Robert Hansen Jr,19.5,15,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jack Darling,9.5,1.57,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jack Darling,14.5,5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jack Darling,19.5,19,Bet365,NA
