match,home_team,away_team,player_team,opposition_team,market_name,player_name,line,over_price,agency,under_price
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Nick Larkey,9.5,1.57,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Nick Larkey,14.5,5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Nick Larkey,19.5,19,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jacob Konstanty,9.5,1.57,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jacob Konstanty,14.5,5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,North Melbourne Kangaroos,St Kilda Saints,Player Disposals,Jacob Konstanty,19.5,19,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Zac Banch,9.5,1.57,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Zac Banch,14.5,5,Bet365,NA
St Kilda Saints v North Melbourne Kangaroos,St Kilda Saints,North Melbourne Kangaroos,NA,NA,Player Disposals,Zac Banch,19.5,19,Bet365,NA
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Nick Daicos,31.5,1.68,Bet365,2.12
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Darcy Cameron,17.5,2.2,Bet365,1.62
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Jack Crisp,19.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Josh Daicos,28.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Ned Long,19.5,2.2,Bet365,1.62
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Brayden Maynard,17.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Scott Pendlebury,23.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Player Disposals,Steele Sidebottom,20.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Dayne Zorko,24.5,1.65,Bet365,2.15
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Lachie Neale,26.5,1.65,Bet365,2.15
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Hugh McCluggage,26.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jaspa Fletcher,20.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Josh Dunkley,24.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Jarrod Berry,19.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Zac Bailey,18.5,1.87,Bet365,1.87
Collingwood Magpies v Brisbane Lions,Collingwood Magpies,Brisbane Lions,Brisbane Lions,Collingwood Magpies,Player Disposals,Will Ashcroft,25.5,1.87,Bet365,1.87
