match,home_team,away_team,player_team,opposition_team,market_name,player_name,line,over_price,agency
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,0.5,1.08,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,1.5,1.47,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,2.5,2.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,3.5,5.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,4.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Joe Daniher,5.5,35,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,0.5,1.09,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,1.5,1.55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,2.5,2.75,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,3.5,6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,4.5,16,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Charlie Cameron,5.5,45,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,0.5,1.11,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,1.5,1.62,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,2.5,3,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,3.5,7,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,4.5,18,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Eric Hipwood,5.5,55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,0.5,1.22,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,1.5,2.05,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,2.5,4.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,3.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,4.5,40,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brody Mihocek,5.5,150,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,0.5,1.22,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,1.5,2.05,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,2.5,4.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,3.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,4.5,40,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jamie Elliott,5.5,150,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,0.5,1.22,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,1.5,2.05,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,2.5,4.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,3.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,4.5,40,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Reef McInnes,5.5,150,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Zac Bailey,0.5,1.28,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Zac Bailey,1.5,2.33,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Zac Bailey,2.5,5.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Zac Bailey,3.5,18,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Zac Bailey,4.5,60,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Bobby Hill,0.5,1.33,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Bobby Hill,1.5,2.55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Bobby Hill,2.5,6.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Bobby Hill,3.5,22,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Bobby Hill,4.5,80,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lincoln McCarthy,0.5,1.33,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lincoln McCarthy,1.5,2.55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lincoln McCarthy,2.5,6.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lincoln McCarthy,3.5,20,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lincoln McCarthy,4.5,80,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Cam Rayner,0.5,1.4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Cam Rayner,1.5,2.8,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Cam Rayner,2.5,7.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Cam Rayner,3.5,25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Cam Rayner,4.5,100,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Lachie Schultz,0.5,1.4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Lachie Schultz,1.5,2.85,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Lachie Schultz,2.5,7.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Lachie Schultz,3.5,25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Lachie Schultz,4.5,100,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Dayne Zorko,0.5,1.53,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Dayne Zorko,1.5,3.4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Dayne Zorko,2.5,10,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Dayne Zorko,3.5,35,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Gardiner,0.5,1.67,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Gardiner,1.5,4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Gardiner,2.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Gardiner,3.5,55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Hugh McCluggage,0.5,1.67,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Hugh McCluggage,1.5,4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Hugh McCluggage,2.5,13,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Hugh McCluggage,3.5,55,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Cameron,0.5,1.72,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Cameron,1.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Cameron,2.5,15,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Cameron,3.5,60,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Nick Daicos,0.5,1.72,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Nick Daicos,1.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Nick Daicos,2.5,15,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Nick Daicos,3.5,60,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Beau McCreery,0.5,2,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Beau McCreery,1.5,6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Beau McCreery,2.5,23,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Beau McCreery,3.5,125,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jordan De Goey,0.5,2,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jordan De Goey,1.5,6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jordan De Goey,2.5,23,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jordan De Goey,3.5,125,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Callum Ah Chee,0.5,2.1,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Callum Ah Chee,1.5,7.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Callum Ah Chee,2.5,29,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Kai Lohmann,0.5,2.1,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Kai Lohmann,1.5,7.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Kai Lohmann,2.5,29,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Mason Cox,0.5,2.15,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Mason Cox,1.5,8,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Mason Cox,2.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Patrick Lipinski,0.5,2.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Patrick Lipinski,1.5,10,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Patrick Lipinski,2.5,41,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jaspa Fletcher,0.5,3,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jaspa Fletcher,1.5,21,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Noah Answerth,0.5,3,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Noah Answerth,1.5,21,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Josh Daicos,0.5,3.1,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Josh Daicos,1.5,23,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Deven Robertson,0.5,3.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Deven Robertson,1.5,26,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jarryd Lyons,0.5,3.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jarryd Lyons,1.5,26,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Oscar McInerney,0.5,3.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Oscar McInerney,1.5,26,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jarrod Berry,0.5,3.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Jarrod Berry,1.5,29,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Billy Frampton,0.5,3.6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Billy Frampton,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jeremy Howe,0.5,3.6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jeremy Howe,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Steele Sidebottom,0.5,3.6,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Steele Sidebottom,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Wilmot,0.5,3.7,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Darcy Wilmot,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Josh Dunkley,0.5,3.7,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Josh Dunkley,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lachie Neale,0.5,3.7,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Lachie Neale,1.5,34,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jack Crisp,0.5,3.9,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Jack Crisp,1.5,41,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Tom Mitchell,0.5,3.9,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Tom Mitchell,1.5,41,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Finlay Macrae,0.5,4,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Finlay Macrae,1.5,41,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Brandon Starcevich,0.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Brandon Starcevich,1.5,51,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brayden Maynard,0.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Brayden Maynard,1.5,51,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Harris Andrews,0.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Harris Andrews,1.5,51,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Ryan Lester,0.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Player Goals,Ryan Lester,1.5,51,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Scott Pendlebury,0.5,4.25,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Scott Pendlebury,1.5,51,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Oleg Markov,0.5,4.5,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Oleg Markov,1.5,61,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Moore,0.5,4.75,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Darcy Moore,1.5,67,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Isaac Quaynor,0.5,4.75,Bet365
Brisbane Lions v Collingwood Magpies,Brisbane Lions,Collingwood Magpies,Collingwood Magpies,Brisbane Lions,Player Goals,Isaac Quaynor,1.5,67,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,0.5,1.015,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,1.5,1.14,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,2.5,1.47,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,3.5,2.15,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,4.5,3.6,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Charlie Curnow,5.5,7,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,0.5,1.04,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,1.5,1.3,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,2.5,1.95,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,3.5,3.5,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,4.5,7.5,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,Carlton,North Melbourne Kangaroos,Player Goals,Harry McKay,5.5,18,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,0.5,1.06,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,1.5,1.4,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,2.5,2.25,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,3.5,4.25,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,4.5,10,Bet365
North Melbourne Kangaroos v Carlton,North Melbourne Kangaroos,Carlton,North Melbourne Kangaroos,Carlton,Player Goals,Nick Larkey,5.5,25,Bet365
