match,home_team,away_team,player_team,opposition_team,market_name,player_name,line,over_price,agency
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jack Gunston,3.5,28,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jack Gunston,4.5,100,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brad Close,0.5,1.44,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brad Close,1.5,3,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brad Close,2.5,8.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brad Close,3.5,28,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brad Close,4.5,125,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Mabior Chol,0.5,1.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Mabior Chol,1.5,3.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Mabior Chol,2.5,9.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Mabior Chol,3.5,35,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Mabior Chol,4.5,150,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Gryan Miers,0.5,1.55,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Gryan Miers,1.5,3.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Gryan Miers,2.5,11,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Gryan Miers,3.5,40,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Dylan Moore,0.5,1.57,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Dylan Moore,1.5,3.6,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Dylan Moore,2.5,11,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Dylan Moore,3.5,40,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Nick Watson,0.5,1.57,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Nick Watson,1.5,3.6,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Nick Watson,2.5,11,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Nick Watson,3.5,40,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,NA,NA,Player Goals,Connor MacDonald,0.5,2.15,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,NA,NA,Player Goals,Connor MacDonald,1.5,8,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,NA,NA,Player Goals,Connor MacDonald,2.5,34,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Zach Tuohy,0.5,2.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Zach Tuohy,1.5,10,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Zach Tuohy,2.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Blake Hardwick,0.5,2.4,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Blake Hardwick,1.5,12,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Blake Hardwick,2.5,61,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mark Blicavs,0.5,2.7,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mark Blicavs,1.5,17,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mark Blicavs,2.5,101,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Rhys Stanley,0.5,2.7,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Rhys Stanley,1.5,17,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Rhys Stanley,2.5,101,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brandan Parfitt,0.5,2.85,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brandan Parfitt,1.5,19,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Brandan Parfitt,2.5,126,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Max Holmes,0.5,2.85,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Max Holmes,1.5,19,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Max Holmes,2.5,126,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Josh Weddle,0.5,2.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Josh Weddle,1.5,21,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Josh Weddle,2.5,126,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jhye Clark,0.5,3.1,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jhye Clark,1.5,23,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,NA,NA,Player Goals,Cameron Mackenzie,0.5,3.2,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,NA,NA,Player Goals,Cameron Mackenzie,1.5,23,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jai Newcombe,0.5,3.2,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jai Newcombe,1.5,23,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,James Worpel,0.5,3.2,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,James Worpel,1.5,23,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Karl Amon,0.5,3.2,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Karl Amon,1.5,23,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mitch Duncan,0.5,3.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mitch Duncan,1.5,26,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Tom Atkins,0.5,3.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Tom Atkins,1.5,26,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jack Henry,0.5,3.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jack Henry,1.5,29,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Zach Guthrie,0.5,3.7,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Zach Guthrie,1.5,34,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Conor Nash,0.5,3.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Conor Nash,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Finn Maginness,0.5,3.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Finn Maginness,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,James Sicily,0.5,3.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,James Sicily,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mark O'Connor,0.5,3.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Mark O'Connor,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Ned Reeves,0.5,3.9,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Ned Reeves,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jake Kolodjashnij,0.5,4,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Jake Kolodjashnij,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Sam De Koning,0.5,4,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Sam De Koning,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Tom Stewart,0.5,4,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Geelong Cats,Hawthorn Hawks,Player Goals,Tom Stewart,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jack Scrimshaw,0.5,4.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jack Scrimshaw,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Josh Ward,0.5,4.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Josh Ward,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Massimo D'Ambrosio,0.5,4.25,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Massimo D'Ambrosio,1.5,41,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jarman Impey,0.5,4.5,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Jarman Impey,1.5,51,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Sam Frost,0.5,4.75,Bet365
Hawthorn Hawks v Geelong Cats,Hawthorn Hawks,Geelong Cats,Hawthorn Hawks,Geelong Cats,Player Goals,Sam Frost,1.5,61,Bet365
