match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Andrew McGrath,Essendon Bombers,14.5,1.04,NA,Pointsbet,Western Bulldogs,1813398,56027346,1004,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Bailey Dale,Western Bulldogs,14.5,1.05,NA,Pointsbet,Essendon Bombers,1813398,56027346,1005,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Dyson Heppell,Essendon Bombers,14.5,1.07,NA,Pointsbet,Western Bulldogs,1813398,56027346,1006,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Jack Macrae,Western Bulldogs,14.5,1.08,NA,Pointsbet,Essendon Bombers,1813398,56027346,1007,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Will Setterfield,Essendon Bombers,14.5,1.08,NA,Pointsbet,Western Bulldogs,1813398,56027346,1008,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Ryley Sanders,Western Bulldogs,14.5,1.1,NA,Pointsbet,Essendon Bombers,1813398,56027346,1009,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Jason Johannisen,Western Bulldogs,14.5,1.13,NA,Pointsbet,Essendon Bombers,1813398,56027346,1010,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Mason Redman,Essendon Bombers,14.5,1.15,NA,Pointsbet,Western Bulldogs,1813398,56027346,1011,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Ed Richards,Western Bulldogs,14.5,1.17,NA,Pointsbet,Essendon Bombers,1813398,56027346,1012,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Lachlan Bramble,Western Bulldogs,14.5,1.2,NA,Pointsbet,Essendon Bombers,1813398,56027346,1013,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Caleb Daniel,Western Bulldogs,14.5,1.2,NA,Pointsbet,Essendon Bombers,1813398,56027346,1014,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Xavier Duursma,Essendon Bombers,14.5,1.2,NA,Pointsbet,Western Bulldogs,1813398,56027346,1015,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Tim English,Western Bulldogs,14.5,1.2,NA,Pointsbet,Essendon Bombers,1813398,56027346,1016,NA
Western Bulldogs v Essendon Bombers,Western Bulldogs,Essendon Bombers,Player Disposals,Jye Caldwell,Essendon Bombers,14.5,1.2,NA,Pointsbet,Western Bulldogs,1813398,56027346,1018,NA
