player_full_name,position,position_source
Leonardo Lombard,MEDIUM_FORWARD,fitzroy_player_details
Levi Ashcroft,MIDFIELDER,fitzroy_player_details
Lewis Hayes,MEDIUM_DEFENDER,fitzroy_player_details
Lewis Melican,KEY_DEFENDER,fitzroy_player_details
Lewis Young,KEY_DEFENDER,fitzroy_player_details
Liam Baker,MEDIUM_DEFENDER,fitzroy_player_details
Liam Duggan,MEDIUM_DEFENDER,fitzroy_player_details
Liam Fawcett,KEY_FORWARD,fitzroy_player_details
Liam Henry,MEDIUM_FORWARD,fitzroy_player_details
Liam Hetherton,KEY_FORWARD,fitzroy_player_details
Liam McMahon,KEY_FORWARD,fitzroy_player_details
Liam O'Connell,MEDIUM_DEFENDER,fitzroy_player_details
Liam Puncher,KEY_DEFENDER,fitzroy_player_details
Liam Reidy,RUCK,fitzroy_player_details
Liam Ryan,MEDIUM_FORWARD,fitzroy_player_details
Liam Stocker,MEDIUM_DEFENDER,fitzroy_player_details
Lincoln McCarthy,MEDIUM_FORWARD,fitzroy_player_details
Lloyd Meek,RUCK,fitzroy_player_details
Logan Evans,MEDIUM_DEFENDER,fitzroy_player_details
Logan McDonald,KEY_FORWARD,fitzroy_player_details
Logan Morris,KEY_FORWARD,fitzroy_player_details
Logan Smith,RUCK,fitzroy_player_details
Louis Emmett,RUCK,fitzroy_player_details
Lucas Camporeale,MIDFIELDER,fitzroy_player_details
Lucca Grego,MEDIUM_DEFENDER,fitzroy_player_details
Lukas Cooke,KEY_DEFENDER,fitzroy_player_details
Luke Beecken,MEDIUM_DEFENDER,fitzroy_player_details
Luke Cleary,MEDIUM_DEFENDER,fitzroy_player_details
Luke Davies-Uniacke,MIDFIELDER,fitzroy_player_details
Luke Jackson,RUCK,fitzroy_player_details
Luke Kennedy,MEDIUM_FORWARD,fitzroy_player_details
Luke Lloyd,KEY_DEFENDER,fitzroy_player_details
Luke McDonald,MEDIUM_DEFENDER,fitzroy_player_details
Luke Nankervis,MEDIUM_DEFENDER,fitzroy_player_details
Luke Parker,MEDIUM_DEFENDER,fitzroy_player_details
Luke Pedlar,MEDIUM_FORWARD,fitzroy_player_details
Luke Ryan,MEDIUM_DEFENDER,fitzroy_player_details
Luke Trainor,MEDIUM_DEFENDER,fitzroy_player_details
Luke Urquhart,MIDFIELDER,fitzroy_player_details
Luker Kentfield,KEY_FORWARD,fitzroy_player_details
Mabior Chol,KEY_FORWARD,fitzroy_player_details
Mac Andrew,KEY_DEFENDER,fitzroy_player_details
Malakai Champion,MEDIUM_FORWARD,fitzroy_player_details
Malcolm Rosas,MEDIUM_FORWARD,fitzroy_player_details
Mani Liddy,MIDFIELDER,fitzroy_player_details
Marc Pittonet,RUCK,fitzroy_player_details
Marcus Bontempelli,MIDFIELDER,fitzroy_player_details
Marcus Herbert,MEDIUM_DEFENDER,fitzroy_player_details
Marcus Windhager,MIDFIELDER,fitzroy_player_details
Mark Blicavs,MIDFIELDER,fitzroy_player_details
Mark Keane,KEY_DEFENDER,fitzroy_player_details
Mark O'Connor,MEDIUM_DEFENDER,fitzroy_player_details
Mason Cox,RUCK,fitzroy_player_details
Mason Redman,MEDIUM_DEFENDER,fitzroy_player_details
Mason Wood,MIDFIELDER,fitzroy_player_details
Massimo D'Ambrosio,MIDFIELDER,fitzroy_player_details
Matt Duffy,KEY_DEFENDER,fitzroy_player_details
Matt Flynn,RUCK,fitzroy_player_details
Matt Guelfi,MEDIUM_FORWARD,fitzroy_player_details
Matt Hill,MEDIUM_FORWARD,fitzroy_player_details
Matt Roberts,MIDFIELDER,fitzroy_player_details
Matt Rowell,MIDFIELDER,fitzroy_player_details
Matt Whitlock,KEY_FORWARD,fitzroy_player_details
Mattaes Phillipou,MIDFIELDER_FORWARD,fitzroy_player_details
Matthew Carroll,MIDFIELDER,fitzroy_player_details
Matthew Cottrell,MEDIUM_FORWARD,fitzroy_player_details
Matthew Jefferson,KEY_FORWARD,fitzroy_player_details
Matthew Johnson,MIDFIELDER,fitzroy_player_details
Matthew Kennedy,MIDFIELDER,fitzroy_player_details
Matthew LeRay,KEY_DEFENDER,fitzroy_player_details
Matthew Owies,MEDIUM_FORWARD,fitzroy_player_details
Maurice Rioli,MEDIUM_FORWARD,fitzroy_player_details
Max Beattie,MIDFIELDER,fitzroy_player_details
Max Gawn,RUCK,fitzroy_player_details
Max Gruzewski,KEY_FORWARD,fitzroy_player_details
Max Hall,MIDFIELDER_FORWARD,fitzroy_player_details
Max Heath,RUCK,fitzroy_player_details
Max Holmes,MIDFIELDER,fitzroy_player_details
Max King,KEY_FORWARD,fitzroy_player_details
Max Knobel,RUCK,fitzroy_player_details
Max Kondogiannis,MEDIUM_DEFENDER,fitzroy_player_details
Max Mapley,RUCK,fitzroy_player_details
Max Michalanney,MEDIUM_DEFENDER,fitzroy_player_details
Max Ramsden,KEY_FORWARD,fitzroy_player_details
Michael Frederick,MEDIUM_FORWARD,fitzroy_player_details
Michael Sellwood,MEDIUM_DEFENDER,fitzroy_player_details
Milan Murdock,MEDIUM_FORWARD,fitzroy_player_details
Miles Bergman,MEDIUM_DEFENDER,fitzroy_player_details
Mitch Georgiades,KEY_FORWARD,fitzroy_player_details
Mitch Knevitt,MIDFIELDER_FORWARD,fitzroy_player_details
Mitch Lewis,KEY_FORWARD,fitzroy_player_details
Mitch McGovern,KEY_FORWARD,fitzroy_player_details
Mitch Owens,KEY_FORWARD,fitzroy_player_details
Mitch Podhajski,KEY_FORWARD,fitzroy_player_details
Mitch Zadow,MEDIUM_FORWARD,fitzroy_player_details
Mitchell Edwards,RUCK,fitzroy_player_details
Mitchell Hinge,MEDIUM_DEFENDER,fitzroy_player_details
Mitchell Marsh,MEDIUM_FORWARD,fitzroy_player_details
Murphy Reid,MIDFIELDER_FORWARD,fitzroy_player_details
Mykelti Lefau,KEY_FORWARD,fitzroy_player_details
Nasiah Wanganeen-Milera,MIDFIELDER,fitzroy_player_details
Nate Caddy,KEY_FORWARD,fitzroy_player_details
Nathan Broad,MEDIUM_DEFENDER,fitzroy_player_details
Nathan O'Driscoll,MIDFIELDER,fitzroy_player_details
Nathan Wardius,MEDIUM_FORWARD,fitzroy_player_details
Ned Bowman,MEDIUM_DEFENDER,fitzroy_player_details
Ned Long,MIDFIELDER_FORWARD,fitzroy_player_details
Ned Moyle,RUCK,fitzroy_player_details
Ned Reeves,RUCK,fitzroy_player_details
Neil Erasmus,MIDFIELDER,fitzroy_player_details
Nic Martin,MIDFIELDER_FORWARD,fitzroy_player_details
Nic Newman,MEDIUM_DEFENDER,fitzroy_player_details
Nicholas Driscoll,MEDIUM_FORWARD,fitzroy_player_details
Nicholas Madden,RUCK,fitzroy_player_details
Nick Blakey,MEDIUM_DEFENDER,fitzroy_player_details
Nick Bryan,RUCK,fitzroy_player_details
Nick Coffield,MEDIUM_DEFENDER,fitzroy_player_details
Nick Daicos,MIDFIELDER,fitzroy_player_details
Nick Haynes,MEDIUM_DEFENDER,fitzroy_player_details
Nick Holman,MIDFIELDER_FORWARD,fitzroy_player_details
Nick Larkey,KEY_FORWARD,fitzroy_player_details
Nick Murray,KEY_DEFENDER,fitzroy_player_details
Nick Vlastuin,MEDIUM_DEFENDER,fitzroy_player_details
Nick Watson,MEDIUM_FORWARD,fitzroy_player_details
Nik Cox,MIDFIELDER,fitzroy_player_details
Noah Anderson,MIDFIELDER,fitzroy_player_details
Noah Answerth,MEDIUM_DEFENDER,fitzroy_player_details
Noah Balta,KEY_DEFENDER,fitzroy_player_details
Noah Chamberlain,MIDFIELDER,fitzroy_player_details
Noah Howes,KEY_DEFENDER,fitzroy_player_details
Noah Long,MEDIUM_FORWARD,fitzroy_player_details
Noah Mraz,KEY_DEFENDER,fitzroy_player_details
Noah Roberts-Thomson,MEDIUM_FORWARD,fitzroy_player_details
Oisin Mullin,MIDFIELDER,fitzroy_player_details
Oliver Dempsey,MIDFIELDER,fitzroy_player_details
Oliver Florent,MEDIUM_DEFENDER,fitzroy_player_details
Oliver Francou,MIDFIELDER,fitzroy_player_details
Oliver Greeves,MEDIUM_FORWARD,fitzroy_player_details
Oliver Griffin,KEY_FORWARD,fitzroy_player_details
Oliver Hannaford,MEDIUM_FORWARD,fitzroy_player_details
Oliver Hayes-Brown,RUCK,fitzroy_player_details
Oliver Henry,MEDIUM_FORWARD,fitzroy_player_details
Oliver Hollands,MIDFIELDER,fitzroy_player_details
Oliver Wiltshire,MEDIUM_FORWARD,fitzroy_player_details
Ollie Lord,KEY_FORWARD,fitzroy_player_details
Ollie Murphy,KEY_DEFENDER,fitzroy_player_details
Ollie Wines,MIDFIELDER,fitzroy_player_details
Oscar Adams,KEY_DEFENDER,fitzroy_player_details
Oscar Allen,KEY_FORWARD,fitzroy_player_details
Oscar Berry,KEY_DEFENDER,fitzroy_player_details
Oscar McDonald,KEY_DEFENDER,fitzroy_player_details
Oscar Ryan,MEDIUM_DEFENDER,fitzroy_player_details
Oscar Steene,RUCK,fitzroy_player_details
Oskar Baker,MEDIUM_FORWARD,fitzroy_player_details
Oskar Taylor,MEDIUM_DEFENDER,fitzroy_player_details
Paddy Cross,MIDFIELDER_FORWARD,fitzroy_player_details
Paddy Dow,MIDFIELDER,fitzroy_player_details
Patrick Carr,RUCK,fitzroy_player_details
Patrick Cripps,MIDFIELDER,fitzroy_player_details
Patrick Dangerfield,MEDIUM_FORWARD,fitzroy_player_details
Patrick Lipinski,MIDFIELDER_FORWARD,fitzroy_player_details
Patrick Retschko,MIDFIELDER,fitzroy_player_details
Patrick Said,MIDFIELDER_FORWARD,fitzroy_player_details
Patrick Snell,KEY_DEFENDER,fitzroy_player_details
Patrick Voss,KEY_FORWARD,fitzroy_player_details
Paul Curtis,MEDIUM_FORWARD,fitzroy_player_details
Peter Ladhams,RUCK,fitzroy_player_details
Peter Wright,RUCK,fitzroy_player_details
Phoenix Gothard,MEDIUM_FORWARD,fitzroy_player_details
Reece Torrent,MIDFIELDER,fitzroy_player_details
Reef McInnes,KEY_DEFENDER,fitzroy_player_details
Reilly O'Brien,RUCK,fitzroy_player_details
Reuben Ginbey,KEY_DEFENDER,fitzroy_player_details
Rhett Bazzo,KEY_DEFENDER,fitzroy_player_details
Rhyan Mansell,MEDIUM_FORWARD,fitzroy_player_details
Rhylee West,MEDIUM_FORWARD,fitzroy_player_details
Rhys Stanley,RUCK,fitzroy_player_details
Rhys Unwin,MEDIUM_FORWARD,fitzroy_player_details
Riak Andrew,KEY_DEFENDER,fitzroy_player_details
Ricky Mentha,MEDIUM_DEFENDER,fitzroy_player_details
Riley Bice,MEDIUM_DEFENDER,fitzroy_player_details
Riley Garcia,MIDFIELDER_FORWARD,fitzroy_player_details
Riley Hamilton,MEDIUM_FORWARD,fitzroy_player_details
Riley Hardeman,MIDFIELDER,fitzroy_player_details
Riley Onley,KEY_DEFENDER,fitzroy_player_details
Riley Thilthorpe,KEY_FORWARD,fitzroy_player_details
River Stevens,MEDIUM_FORWARD,fitzroy_player_details
Roan Steele,MIDFIELDER,fitzroy_player_details
Rob Monahan,MEDIUM_DEFENDER,fitzroy_player_details
Robert Hansen Jr,MEDIUM_DEFENDER,fitzroy_player_details
Rory Laird,MEDIUM_DEFENDER,fitzroy_player_details
Rory Lobb,KEY_DEFENDER,fitzroy_player_details
Rowan Marshall,RUCK,fitzroy_player_details
Ryan Angwin,MIDFIELDER,fitzroy_player_details
Ryan Byrnes,MIDFIELDER,fitzroy_player_details
Ryan Gardner,KEY_DEFENDER,fitzroy_player_details
Ryan Lester,KEY_DEFENDER,fitzroy_player_details
Ryan Maric,MIDFIELDER,fitzroy_player_details
Ryda Luke,MEDIUM_FORWARD,fitzroy_player_details
Ryley Sanders,MIDFIELDER,fitzroy_player_details
Saad El-Hawli,MEDIUM_DEFENDER,fitzroy_player_details
Sam Allen,MIDFIELDER_FORWARD,fitzroy_player_details
Sam Banks,MEDIUM_DEFENDER,fitzroy_player_details
Sam Berry,MIDFIELDER,fitzroy_player_details
Sam Butler,MIDFIELDER_FORWARD,fitzroy_player_details
Sam Clohesy,MIDFIELDER,fitzroy_player_details
Sam Collins,KEY_DEFENDER,fitzroy_player_details
Sam Cumming,MIDFIELDER,fitzroy_player_details
Sam Darcy,KEY_FORWARD,fitzroy_player_details
Sam Davidson,MIDFIELDER,fitzroy_player_details
Sam De Koning,KEY_DEFENDER,fitzroy_player_details
Sam Draper,RUCK,fitzroy_player_details
Sam Durham,MIDFIELDER,fitzroy_player_details
Sam Flanders,MIDFIELDER,fitzroy_player_details
Sam Grlj,MEDIUM_DEFENDER,fitzroy_player_details
Sam Lalor,MIDFIELDER_FORWARD,fitzroy_player_details
Sam Marshall,MIDFIELDER,fitzroy_player_details
Sam Powell-Pepper,MEDIUM_FORWARD,fitzroy_player_details
Sam Sturt,MEDIUM_FORWARD,fitzroy_player_details
Sam Swadling,MIDFIELDER,fitzroy_player_details
Sam Switkowski,MEDIUM_FORWARD,fitzroy_player_details
Sam Taylor,KEY_DEFENDER,fitzroy_player_details
Sam Walsh,MIDFIELDER,fitzroy_player_details
Sam Wicks,MEDIUM_DEFENDER,fitzroy_player_details
Samson Ryan,RUCK,fitzroy_player_details
Sandy Brock,KEY_DEFENDER,fitzroy_player_details
Scott Pendlebury,MIDFIELDER,fitzroy_player_details
Sean Darcy,RUCK,fitzroy_player_details
Seth Campbell,MEDIUM_FORWARD,fitzroy_player_details
Shadeau Brain,MEDIUM_DEFENDER,fitzroy_player_details
Shai Bolton,MIDFIELDER,fitzroy_player_details
Shane McAdam,MEDIUM_FORWARD,fitzroy_player_details
Shannon Neale,KEY_FORWARD,fitzroy_player_details
Shaun Mannagh,MEDIUM_FORWARD,fitzroy_player_details
Sid Draper,MIDFIELDER,fitzroy_player_details
Steele Sidebottom,MIDFIELDER,fitzroy_player_details
Steely Green,MEDIUM_FORWARD,fitzroy_player_details
Stephen Coniglio,MIDFIELDER_FORWARD,fitzroy_player_details
Steven May,KEY_DEFENDER,fitzroy_player_details
Sullivan Robey,MIDFIELDER_FORWARD,fitzroy_player_details
Tai Hayes,MIDFIELDER,fitzroy_player_details
Taj Hotton,MIDFIELDER_FORWARD,fitzroy_player_details
Talor Byrne,MEDIUM_FORWARD,fitzroy_player_details
Tanner Bruhn,MEDIUM_DEFENDER,fitzroy_player_details
Taylor Adams,MIDFIELDER,fitzroy_player_details
Taylor Goad,RUCK,fitzroy_player_details
Taylor Walker,KEY_FORWARD,fitzroy_player_details
Tew Jiath,MEDIUM_DEFENDER,fitzroy_player_details
Thomas Edwards,MEDIUM_FORWARD,fitzroy_player_details
Thomas Matthews,MEDIUM_FORWARD,fitzroy_player_details
Tim English,RUCK,fitzroy_player_details
Tim Kelly,MIDFIELDER,fitzroy_player_details
Tim Membrey,KEY_FORWARD,fitzroy_player_details
Tim Taranto,MIDFIELDER,fitzroy_player_details
Tobie Travaglia,MEDIUM_DEFENDER,fitzroy_player_details
Toby Bedford,MIDFIELDER_FORWARD,fitzroy_player_details
Toby Conway,RUCK,fitzroy_player_details
Toby Greene,MIDFIELDER_FORWARD,fitzroy_player_details
Toby McMullin,MEDIUM_FORWARD,fitzroy_player_details
Toby Murray,RUCK,fitzroy_player_details
Toby Nankervis,RUCK,fitzroy_player_details
Toby Pink,KEY_DEFENDER,fitzroy_player_details
Toby Whan,MIDFIELDER,fitzroy_player_details
Tobyn Murray,MEDIUM_FORWARD,fitzroy_player_details
Todd Marshall,KEY_FORWARD,fitzroy_player_details
Tom Anastasopoulos,MIDFIELDER_FORWARD,fitzroy_player_details
Tom Atkins,MIDFIELDER,fitzroy_player_details
Tom Barrass,KEY_DEFENDER,fitzroy_player_details
Tom Blamires,MIDFIELDER,fitzroy_player_details
Tom Brown,MEDIUM_DEFENDER,fitzroy_player_details
Tom Burton,MEDIUM_FORWARD,fitzroy_player_details
Tom Campbell,RUCK,fitzroy_player_details
Tom Cochrane,MEDIUM_FORWARD,fitzroy_player_details
Tom Cole,MEDIUM_FORWARD,fitzroy_player_details
Tom De Koning,RUCK,fitzroy_player_details
Tom Doedee,MEDIUM_DEFENDER,fitzroy_player_details
Tom Green,MIDFIELDER,fitzroy_player_details
Tom Gross,MEDIUM_FORWARD,fitzroy_player_details
Tom Hanily,MEDIUM_FORWARD,fitzroy_player_details
Tom Liberatore,MIDFIELDER,fitzroy_player_details
Tom Lynch,KEY_FORWARD,fitzroy_player_details
Tom McCarthy,MEDIUM_DEFENDER,fitzroy_player_details
Tom McCartin,KEY_DEFENDER,fitzroy_player_details
Tom McDonald,KEY_DEFENDER,fitzroy_player_details
Tom Papley,MEDIUM_FORWARD,fitzroy_player_details
Tom Powell,MEDIUM_FORWARD,fitzroy_player_details
Tom Sims,KEY_FORWARD,fitzroy_player_details
Tom Sparrow,MIDFIELDER,fitzroy_player_details
Tom Stewart,MEDIUM_DEFENDER,fitzroy_player_details
Touk Miller,MIDFIELDER_FORWARD,fitzroy_player_details
Trent Rivers,MEDIUM_DEFENDER,fitzroy_player_details
Tristan Xerri,RUCK,fitzroy_player_details
Ty Gallop,KEY_DEFENDER,fitzroy_player_details
Tyan Prindable,MIDFIELDER,fitzroy_player_details
Tylah Williams,MEDIUM_FORWARD,fitzroy_player_details
Tylar Young,KEY_DEFENDER,fitzroy_player_details
Tyler Brockman,MEDIUM_FORWARD,fitzroy_player_details
Tyler Sonsie,MIDFIELDER_FORWARD,fitzroy_player_details
Tyler Welsh,KEY_FORWARD,fitzroy_player_details
Tyrell Dewar,MEDIUM_DEFENDER,fitzroy_player_details
Tyson Stengle,MEDIUM_FORWARD,fitzroy_player_details
Vigo Visentini,RUCK,fitzroy_player_details
Wade Derksen,KEY_DEFENDER,fitzroy_player_details
Wayne Milera,MEDIUM_DEFENDER,fitzroy_player_details
Wil Dawson,RUCK,fitzroy_player_details
Wil Parker,MEDIUM_DEFENDER,fitzroy_player_details
Wil Powell,MEDIUM_DEFENDER,fitzroy_player_details
Will Ashcroft,MIDFIELDER,fitzroy_player_details
Will Brodie,MIDFIELDER,fitzroy_player_details
Will Darcy,KEY_FORWARD,fitzroy_player_details
Will Day,MIDFIELDER,fitzroy_player_details
Will Graham,MIDFIELDER_FORWARD,fitzroy_player_details
Will Hayward,MEDIUM_FORWARD,fitzroy_player_details
Will Lewis,KEY_FORWARD,fitzroy_player_details
Will Lorenz,MIDFIELDER,fitzroy_player_details
Will McLachlan,MEDIUM_FORWARD,fitzroy_player_details
Will Setterfield,MIDFIELDER,fitzroy_player_details
Willem Drew,MIDFIELDER,fitzroy_player_details
Willem Duursma,MIDFIELDER,fitzroy_player_details
William Edwards,KEY_DEFENDER,fitzroy_player_details
William Green,RUCK,fitzroy_player_details
William Hayes,MEDIUM_FORWARD,fitzroy_player_details
William McCabe,MIDFIELDER_FORWARD,fitzroy_player_details
Xavier Bamert,MEDIUM_FORWARD,fitzroy_player_details
Xavier Duursma,MIDFIELDER,fitzroy_player_details
Xavier Lindsay,MEDIUM_DEFENDER,fitzroy_player_details
Xavier O'Halloran,MIDFIELDER,fitzroy_player_details
Xavier Taylor,MEDIUM_DEFENDER,fitzroy_player_details
Xavier Walsh,KEY_FORWARD,fitzroy_player_details
Zac Bailey,MIDFIELDER_FORWARD,fitzroy_player_details
Zac Banch,MEDIUM_FORWARD,fitzroy_player_details
Zac Fisher,MEDIUM_DEFENDER,fitzroy_player_details
Zac McCarthy,KEY_FORWARD,fitzroy_player_details
Zac Taylor,MEDIUM_FORWARD,fitzroy_player_details
Zac Walker,KEY_DEFENDER,fitzroy_player_details
Zac Williams,MEDIUM_DEFENDER,fitzroy_player_details
Zach Guthrie,MEDIUM_DEFENDER,fitzroy_player_details
Zach Merrett,MIDFIELDER,fitzroy_player_details
Zach Reid,KEY_DEFENDER,fitzroy_player_details
Zak Butters,MIDFIELDER,fitzroy_player_details
Zak Evans,MIDFIELDER,fitzroy_player_details
Zak Johnson,MEDIUM_DEFENDER,fitzroy_player_details
Zane Duursma,MEDIUM_FORWARD,fitzroy_player_details
Zane Peucker,MEDIUM_FORWARD,fitzroy_player_details
Zane Zakostelsky,KEY_DEFENDER,fitzroy_player_details
Zeke Uwland,MIDFIELDER,fitzroy_player_details
